# epoch 0  H=7.9973 C=8.0032 HO=-0.0032  A(t)=0
         1  ..$.f...sh..xz..  ffff24a4660cb68b736806b8787ad8fe
         1  ....X........w..  fffecfcf5811a518a39feca2ab77f0d0
         1  ..@......f.6P...  fffe40b596afa4f4b866d8365080e4f6
         1  ..A_N.B...g.P...  fffc415f4ea042a31bc2670b501ae308
         1  ..%..^0..._.|e..  fffb2594e75e301bc5de5fd47c65f3c3
         1  ........qNy....9  fff99ee5f9cfad7f714e79008c0fd939
         1  ..c.....Gw#.....  fff8639f080b0ca14777239f879f099d
         1  ...C.........~..  fff8124395ddeacc8feed1d0157ec4a6
         1  .......o..UB.q].  fff7f3da94ca9d6fd614554291715d0c
         1  .....C$..\=..*O.  fff71482134324eea75c3d80e02a4f8f
# epoch 50  H=7.9869 C=7.8442 HO=0.1143  A(t)=0
       103  ................  80808080808080808080808080808080
        86  ................  1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a
        80  [[[[[[[[[[[[[[[[  5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b
        68  ................  b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1
        41  ]]]]]]]]]]]]]]]]  5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d
        35  ................  c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5
        34  ................  84848484848484848484848484848484
        24  ................  b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3
        24  ................  85858585858585858585858585858585
        13  ................  e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1
# epoch 100  H=7.9826 C=7.7577 HO=0.2138  A(t)=0
       129  ................  80808080808080808080808080808080
        46  ................  1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a
        42  ................  dededededededededededededededede
        35  ................  d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3
        35  ................  c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5
        33  ................  84848484848484848484848484848484
        24  ................  b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3
        23  ................  b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1b1
        16  [[[[[[[[[[[[[[[[  5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b
        14  ]]]]]]]]]]]]]]]]  5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d
# epoch 150  H=7.9788 C=7.6821 HO=0.2620  A(t)=0
       109  ................  80808080808080808080808080808080
        46  ................  1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a
        40  ................  8e8e8e8e8e8e8e8e8e8e8e8e8e8e8e8e
        38  ................  dededededededededededededededede
        34  ................  d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3
        32  ................  84848484848484848484848484848484
        18  ................  e8e8e8e8e8e8e8e8e8e8e8e8e8e8e8e8
        18  ................  c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5
        18  ................  b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3b3
        14  ]]]]]]]]]]]]]]]]  5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d
# epoch 200  H=7.9726 C=7.6117 HO=0.3393  A(t)=0
        77  ................  80808080808080808080808080808080
        32  ................  84848484848484848484848484848484
        31  BBBBBBBBBBBBBBBB  42424242424242424242424242424242
        30  ................  1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a
        19  ................  dededededededededededededededede
        18  ................  e8e8e8e8e8e8e8e8e8e8e8e8e8e8e8e8
        16  ................  c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5
        14  ................  d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3
        14  $..$..$..$..$..$  24148524148524148524148524148524
        13  .$..$..$..$..$..  85241485241485241485241485241485
# epoch 250  H=7.9673 C=7.5676 HO=0.3825  A(t)=0
        50  ................  80808080808080808080808080808080
        36  ................  1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a
        31  ................  84848484848484848484848484848484
        18  ................  e8e8e8e8e8e8e8e8e8e8e8e8e8e8e8e8
        15  CCCCCCCCCCCCCCCC  43434343434343434343434343434343
        10  ................  c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5c5
