epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,copies_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive,distinct_tapes,distinct_labels
7000,425.786,390.742,7.945181,7.781807,0.163374,7.890388,7.719807,0.225374,799.0989,0.584675,0.895151,179.2014,12.3884,0.087301,0.470319,0.442381,4096000,3273109094,127795,1852317,202,257,202,257,32767,
7250,441.467,405.336,7.944382,7.782658,0.161724,7.89053,7.71907,0.225311,803.4545,0.585713,0.895774,183.4097,13.0031,0.087778,0.468869,0.443353,4096000,3290949752,128038,1852771,189,257,189,257,32768,
7500,456.864,419.592,7.94395,7.781788,0.162162,7.890545,7.722012,0.221938,804.8221,0.582938,0.896417,179.2632,12.6917,0.088058,0.463957,0.447985,4096000,3296551239,127013,1852697,182,257,182,257,32768,
7750,472.474,433.904,7.943851,7.780167,0.163685,7.883686,7.714901,0.22895,805.2028,0.585464,0.896757,178.5348,12.3459,0.088115,0.461265,0.45062,4096000,3298110746,127704,1851595,182,257,182,257,32768,
8000,488.13,448.387,7.943218,7.778534,0.164684,7.884712,7.714046,0.229171,807.2851,0.582899,0.89726,178.8259,12.0935,0.088358,0.460179,0.451463,4096000,3306639854,127797,1852238,180,257,180,257,32768,
8250,504.264,463.07,7.943267,7.784901,0.158367,7.890755,7.717915,0.225353,807.4041,0.582882,0.897106,181.4633,11.2767,0.088376,0.461351,0.450273,4096000,3307127305,128414,1853262,184,257,184,257,32768,
8500,520.01,477.797,7.943257,7.783455,0.159802,7.890484,7.722122,0.221135,806.4707,0.582534,0.897226,182.996,11.5453,0.088285,0.459454,0.452261,4096000,3303303787,128548,1853620,183,257,183,257,32768,
8750,535.643,492.214,7.941455,7.783886,0.157569,7.886875,7.717648,0.223807,803.9034,0.582867,0.897302,177.0521,12.5219,0.088003,0.455753,0.456244,4096000,3292788122,128102,1853264,190,257,190,257,32768,
9000,551.74,507.085,7.940917,7.778088,0.162829,7.883209,7.712585,0.228331,820.6448,0.580294,0.89946,175.4489,12.3717,0.090023,0.455765,0.454212,4096000,3361361279,128062,1852363,197,257,197,257,32768,
9250,567.578,521.636,7.940162,7.777008,0.163154,7.880505,7.710312,0.22985,821.8579,0.583527,0.899474,178.6485,13.7372,0.0902,0.457257,0.452542,4096000,3366330052,127837,1852619,197,257,197,257,32768,
9500,583.52,536.291,7.940775,7.777611,0.163164,7.885517,7.714672,0.226102,826.8687,0.583365,0.900688,184.2297,13.795,0.090885,0.452166,0.456948,4096000,3386854182,128180,1853156,195,257,195,257,32768,
9750,599.72,551.321,7.940871,7.780037,0.160834,7.88641,7.713181,0.227691,833.431,0.585721,0.901468,184.5056,14.0242,0.09166,0.451612,0.456728,4096000,3413733533,128477,1853090,204,259,204,259,32768,
10000,616.733,567.367,7.940065,7.774952,0.165113,7.88308,7.710953,0.229112,844.6915,0.582498,0.902948,192.127,15.1851,0.093096,0.450273,0.456631,4096000,3459856574,127884,1852388,205,259,205,259,32768,
10250,632.895,582.573,7.941002,7.779331,0.161671,7.884872,7.714397,0.226605,849.1415,0.579792,0.903436,194.2864,14.1372,0.093619,0.451168,0.455214,4096000,3478083409,127819,1853033,202,259,202,259,32768,
