epoch,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive
0,7.996763,8.000488,-0.003725,8.000488,8.003174,-0.006411,65536,0,0,0,0
1000,7.486992,6.493286,0.993706,6.942139,6.370361,1.116631,59948,0,0,0,0
2000,4.622927,3.685547,0.93738,3.958496,3.693115,0.929812,35075,49,49,49,49
3000,2.209356,1.86499,0.344366,2.037354,1.863281,0.346075,16289,141,182,264,267
4000,1.538827,1.409302,0.129526,1.52478,1.400024,0.138803,11919,132,194,293,311
5000,1.236257,1.217285,0.018972,1.317871,1.18042,0.055837,9564,97,194,300,341
6000,1.455886,1.377563,0.078323,1.47522,1.347168,0.108718,12225,98,195,295,360
7000,1.377846,1.3396,0.038246,1.44458,1.298218,0.079628,10723,97,196,294,374
8000,1.322562,1.26123,0.061332,1.377441,1.227417,0.095145,9858,93,196,278,380
9000,1.512956,1.415405,0.097551,1.518311,1.378052,0.134905,11965,93,196,277,385
10000,1.429745,1.358276,0.071469,1.447876,1.338379,0.091366,11661,130,199,303,409
11000,1.209446,1.203857,0.005589,1.301514,1.161133,0.048313,10203,108,199,293,416
12000,1.078492,1.131714,-0.053222,1.230713,1.081421,-0.002929,8125,100,200,286,431
13000,1.41435,1.348389,0.065961,1.446045,1.326782,0.087567,11922,100,200,276,439
14000,1.326885,1.305908,0.020976,1.406128,1.272339,0.054546,10747,117,202,283,454
15000,1.36662,1.331055,0.035565,1.434692,1.301025,0.065594,10943,102,203,280,457
16000,1.269366,1.227051,0.042315,1.317505,1.189209,0.080157,10050,100,203,273,459
17000,1.022634,1.027954,-0.00532,1.119873,0.988892,0.033742,7177,94,204,291,471
18000,1.453223,1.373779,0.079443,1.468994,1.3573,0.095923,11342,94,204,281,475
19000,1.206985,1.210938,-0.003952,1.306274,1.17395,0.033035,10280,108,205,288,483
20000,1.116398,1.13855,-0.022152,1.241577,1.119141,-0.002743,8502,126,206,308,508
21000,1.081788,1.085815,-0.004027,1.183838,1.04126,0.040528,7334,98,208,279,513
22000,1.258335,1.222412,0.035923,1.325317,1.187866,0.070469,9632,97,209,277,517
23000,1.214927,1.2146,0.000327,1.318237,1.171997,0.04293,9389,95,209,285,530
24000,1.177973,1.138794,0.039179,1.248901,1.099854,0.07812,8081,94,209,276,534
25000,1.350335,1.346191,0.004143,1.449341,1.31543,0.034905,11080,94,209,285,540
26000,1.242212,1.211548,0.030664,1.312866,1.175781,0.066431,9779,95,209,275,541
27000,1.271617,1.210815,0.060802,1.318237,1.174561,0.097057,9603,94,209,280,547
28000,1.248872,1.230591,0.018281,1.332153,1.205322,0.04355,10197,93,209,294,563
29000,1.259709,1.232178,0.027532,1.331665,1.19043,0.06928,10125,107,212,294,575
30000,1.481919,1.391846,0.090074,1.491577,1.369873,0.112046,12333,102,212,289,583
31000,1.384698,1.319336,0.065362,1.428345,1.297119,0.087579,10826,102,212,278,584
32000,1.348452,1.252197,0.096255,1.36438,1.237305,0.111147,10484,103,213,285,585
33000,1.491033,1.433228,0.057805,1.537109,1.408936,0.082097,13564,107,213,296,598
34000,1.453662,1.389648,0.064013,1.48938,1.364502,0.08916,12026,106,213,305,620
35000,1.129573,1.177246,-0.047673,1.278931,1.121826,0.007747,8131,93,213,311,635
36000,1.388181,1.378052,0.010129,1.474121,1.3396,0.048581,11428,100,218,291,647
37000,1.340757,1.290161,0.050596,1.411865,1.268677,0.072081,11549,101,219,296,665
38000,1.249448,1.248413,0.001035,1.356812,1.209961,0.039487,9895,89,219,285,682
39000,1.266735,1.264771,0.001965,1.352173,1.224609,0.042126,10148,93,219,282,693
40000,1.358756,1.341553,0.017203,1.443481,1.302856,0.0559,10963,98,219,272,693
41000,1.325091,1.273193,0.051898,1.375244,1.242065,0.083026,10471,95,219,290,696
42000,1.137317,1.182739,-0.045423,1.282471,1.137329,-1.2e-05,8904,95,219,293,710
43000,1.211,1.199219,0.011781,1.306274,1.163818,0.047181,9584,97,219,282,710
44000,1.120953,1.160889,-0.039935,1.264893,1.122681,-0.001727,8746,98,219,285,720
45000,1.152785,1.151001,0.001784,1.250732,1.106445,0.04634,8480,95,219,297,745
46000,1.333748,1.315918,0.01783,1.427002,1.291016,0.042732,9922,94,219,285,758
47000,1.163787,1.193359,-0.029573,1.31311,1.162598,0.001189,8549,98,219,283,758
48000,1.157226,1.175171,-0.017945,1.283203,1.133057,0.024169,8582,95,219,273,758
49000,1.184229,1.191284,-0.007055,1.29834,1.140503,0.043726,8682,99,223,287,770
50000,1.308482,1.261963,0.046519,1.355225,1.223755,0.084728,9439,95,224,285,773
