epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,copies_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive,distinct_tapes,distinct_labels
0,1.196,0.0,7.999912,8.000019,-0.000107,8.000019,8.002464,-0.002552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1867776,0,0,0,0,32768,
250,15.382,13.036,7.996466,7.922016,0.07445,7.96505,7.906937,0.08953,744.7192,0.512046,0.868843,98.302,5.4311,0.078061,0.605161,0.316778,4096000,3050369969,127869,1853479,0,0,0,0,32768,
500,30.352,26.699,7.992857,7.903412,0.089445,7.960945,7.87537,0.117487,777.4228,0.525804,0.878216,118.4465,6.3402,0.083067,0.575684,0.341249,4096000,3184323922,128004,1852872,0,0,0,0,32768,
750,45.139,40.279,7.98898,7.892315,0.096666,7.955936,7.857788,0.131192,779.0737,0.539839,0.880203,123.7864,6.612,0.083567,0.563351,0.353081,4096000,3191085996,128143,1853568,0,0,0,0,32768,
1000,60.18,53.984,7.985089,7.880653,0.104435,7.956261,7.843903,0.141186,778.6376,0.54713,0.881799,135.9383,7.9147,0.083752,0.552727,0.363521,4096000,3189299481,127393,1854631,0,0,0,0,32768,
1250,75.253,67.731,7.981111,7.868214,0.112897,7.95171,7.828548,0.152563,779.8736,0.552217,0.883652,138.826,8.917,0.084106,0.540278,0.375616,4096000,3194362075,128152,1854608,199,199,199,199,32767,
1500,90.156,81.353,7.978551,7.861816,0.116735,7.947006,7.817871,0.16068,773.1804,0.558107,0.883835,142.6076,9.8825,0.083412,0.530866,0.385722,4096000,3166947082,127831,1854617,203,210,203,210,32768,
1750,105.023,95.018,7.975945,7.853458,0.122487,7.943501,7.810909,0.165036,771.5148,0.562438,0.884408,147.7238,9.6629,0.083288,0.524969,0.391743,4096000,3160124748,127982,1854823,195,215,195,215,32768,
2000,120.125,108.767,7.973698,7.846355,0.127343,7.938526,7.803215,0.170483,767.5456,0.564365,0.884606,147.7122,9.177,0.082915,0.519086,0.397999,4096000,3143866774,127912,1854351,194,222,194,222,32768,
2250,135.077,122.489,7.971924,7.846428,0.125496,7.939323,7.801689,0.170235,774.2514,0.565452,0.886388,153.0261,9.877,0.083758,0.512859,0.403383,4096000,3171333743,127907,1855499,192,231,192,231,32768,
2500,150.115,136.262,7.970193,7.846714,0.123479,7.937981,7.795746,0.174447,787.8658,0.565936,0.888819,157.2883,9.8903,0.085463,0.509766,0.404771,4096000,3227098437,127890,1855416,194,240,194,240,32768,
2750,165.438,150.229,7.968586,7.840645,0.127941,7.932377,7.789955,0.178631,783.967,0.56765,0.88844,157.4492,9.1758,0.084944,0.50838,0.406676,4096000,3211128858,128380,1855045,186,246,186,246,32768,
3000,180.725,164.215,7.967129,7.84399,0.123139,7.934967,7.789062,0.178067,781.7434,0.571387,0.88884,158.3352,9.001,0.08478,0.502096,0.413124,4096000,3202020984,127709,1855762,182,249,182,249,32768,
3250,196.027,178.215,7.966197,7.831177,0.13502,7.927891,7.780495,0.185702,782.647,0.570771,0.88911,157.8234,10.0431,0.084896,0.50083,0.414274,4096000,3205721936,127969,1854576,179,251,179,251,32768,
3500,211.485,192.408,7.964966,7.832764,0.132202,7.930389,7.780617,0.184349,793.5169,0.568961,0.891439,165.3864,11.4421,0.086319,0.494211,0.41947,4096000,3250245047,127925,1854925,178,253,178,253,32768,
3750,226.49,206.422,7.962461,7.830273,0.132189,7.927498,7.779659,0.182802,784.7134,0.572413,0.890682,163.5169,12.298,0.085232,0.491585,0.423183,4096000,3214186094,128253,1854940,176,254,176,254,32768,
4000,241.661,220.554,7.960651,7.827259,0.133392,7.925755,7.774349,0.186302,794.1664,0.576318,0.892186,165.8141,12.3649,0.086433,0.489344,0.424223,4096000,3252905370,128592,1854674,174,255,174,255,32768,
4250,256.676,234.643,7.957467,7.810768,0.146699,7.912819,7.759537,0.19793,789.1651,0.580321,0.891375,165.2274,11.9198,0.085839,0.490372,0.423789,4096000,3232420051,128226,1852896,176,255,176,255,32768,
4500,271.765,248.834,7.955928,7.814247,0.141681,7.914192,7.75663,0.199298,788.2603,0.581557,0.891341,165.8923,11.1813,0.085722,0.489726,0.424553,4096000,3228713998,127804,1853625,177,255,177,255,32768,
4750,286.686,262.647,7.95447,7.807919,0.146552,7.913586,7.755146,0.199324,774.5046,0.583369,0.889763,163.2399,10.7287,0.084086,0.486477,0.429437,4096000,3172370734,128200,1853937,184,255,184,255,32768,
