epoch,wall_s,sim_s,entropy_bits,zlib_bits,high_order_entropy,mean_steps,frac_copy_runs,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t
0,0.057,0.0,7.997252,8.003174,-0.005922,0.0,0.0,0.0,0.0,0.0,0,0,0,58368,0,0
20,0.152,0.051,7.996256,7.964966,0.03129,665.589,0.496484,0.064355,0.624707,0.310938,10240,6815631,342,57983,0,0
40,0.225,0.089,7.994851,7.935303,0.059548,652.3719,0.494922,0.064746,0.611426,0.323828,10240,6680288,314,57795,0,0
60,0.297,0.127,7.991925,7.882812,0.109113,606.0796,0.495215,0.060645,0.612891,0.326465,10240,6206255,329,57408,0,0
80,0.375,0.165,7.990867,7.838379,0.152488,614.6817,0.505469,0.061328,0.612598,0.326074,10240,6294341,325,57118,0,0
100,0.447,0.198,7.987355,7.797729,0.189626,582.4428,0.506641,0.05791,0.613184,0.328906,10240,5964214,298,56841,10,10
120,0.521,0.234,7.984786,7.768677,0.216109,561.2639,0.500293,0.054785,0.609863,0.335352,10240,5747342,306,56640,12,12
140,0.598,0.272,7.983027,7.756592,0.226435,581.0051,0.487305,0.057617,0.603418,0.338965,10240,5949492,319,56552,18,18
160,0.671,0.306,7.979011,7.717163,0.261848,597.9731,0.481641,0.059863,0.602051,0.338086,10240,6123245,339,56303,24,24
180,0.742,0.339,7.974651,7.67395,0.3007,563.2697,0.476465,0.055566,0.601367,0.343066,10240,5767882,301,56014,26,26
200,0.814,0.372,7.971984,7.65332,0.318664,552.1783,0.476953,0.054395,0.608008,0.337598,10240,5654306,310,55904,28,29
220,0.873,0.405,7.970779,7.644043,0.326736,562.5465,0.461816,0.055469,0.60127,0.343262,10240,5760476,290,55881,31,32
240,0.912,0.423,7.968115,7.626221,0.341894,572.07,0.451758,0.057129,0.583984,0.358887,10240,5857997,302,55796,35,36
260,0.949,0.441,7.966778,7.619019,0.347759,567.7987,0.442383,0.057129,0.578711,0.36416,10240,5814259,299,55796,37,39
280,0.985,0.458,7.962339,7.597534,0.364805,580.4648,0.440234,0.058691,0.571387,0.369922,10240,5943960,308,55664,39,41
300,1.022,0.477,7.959451,7.588013,0.371438,588.3814,0.438281,0.060156,0.565625,0.374219,10240,6025026,290,55634,41,43
320,1.059,0.494,7.958351,7.585815,0.372536,592.1467,0.437793,0.060449,0.561426,0.378125,10240,6063582,282,55649,41,44
340,1.094,0.51,7.954863,7.565186,0.389678,525.7408,0.448633,0.051758,0.55918,0.389062,10240,5383586,312,55551,44,46
360,1.13,0.527,7.950237,7.549927,0.40031,532.1494,0.446777,0.052832,0.561523,0.385645,10240,5449210,283,55469,45,47
380,1.178,0.543,7.946914,7.537354,0.409561,519.1898,0.435547,0.051562,0.553223,0.395215,10240,5316504,289,55408,45,47
400,1.245,0.575,7.948209,7.547119,0.401089,504.934,0.42832,0.049805,0.559766,0.39043,10240,5170524,301,55511,45,48
420,1.316,0.607,7.948773,7.558228,0.390546,529.0796,0.432227,0.052832,0.557227,0.389941,10240,5417775,327,55635,44,49
440,1.389,0.64,7.948114,7.539185,0.408929,539.9843,0.435059,0.053711,0.554492,0.391797,10240,5529439,310,55522,45,51
460,1.46,0.677,7.947251,7.536865,0.410386,517.5498,0.434961,0.051367,0.557422,0.391211,10240,5299710,321,55541,45,51
480,1.549,0.71,7.948116,7.539551,0.408565,526.8418,0.417676,0.053027,0.542383,0.40459,10240,5394860,312,55605,43,51
500,1.62,0.742,7.948216,7.555542,0.392674,503.4631,0.411719,0.050293,0.543457,0.40625,10240,5155462,298,55795,43,51
520,1.656,0.758,7.947788,7.56189,0.385898,518.4712,0.407812,0.052246,0.534863,0.412891,10240,5309145,323,55897,44,52
540,1.69,0.773,7.948213,7.572144,0.376069,483.3345,0.413281,0.047754,0.540332,0.411914,10240,4949345,300,56002,43,52
560,1.726,0.79,7.946682,7.566162,0.38052,495.6915,0.420508,0.049121,0.538965,0.411914,10240,5075881,342,55986,41,52
580,1.761,0.805,7.944812,7.546387,0.398425,501.6263,0.423047,0.05,0.537891,0.412109,10240,5136653,290,55860,39,52
600,1.796,0.821,7.940924,7.516357,0.424567,512.7938,0.427637,0.050977,0.545117,0.403906,10240,5251009,326,55673,39,52
620,1.831,0.838,7.941329,7.521973,0.419356,525.5189,0.429883,0.052637,0.540527,0.406836,10240,5381314,314,55750,40,53
640,1.865,0.853,7.941288,7.526245,0.415043,487.8952,0.439062,0.047949,0.540234,0.411816,10240,4996047,284,55815,43,56
660,1.899,0.868,7.941026,7.532959,0.408067,482.431,0.437598,0.047266,0.534473,0.418262,10240,4940093,341,55882,42,57
680,1.959,0.888,7.941999,7.536011,0.405988,493.1419,0.444727,0.04834,0.536719,0.414941,10240,5049773,350,55952,44,58
700,2.03,0.916,7.941903,7.537964,0.403939,506.145,0.446777,0.050293,0.528418,0.421289,10240,5182925,330,55978,43,58
