rep,epoch,frac_bytes_a,frac_tapes_a,distinct_tapes,mean_steps,copies_per_run
0,0,0.5,0.5,1993,0.0,0.0
0,10,0.489332,0.489258,1042,8155.27,602.349
0,20,0.508577,0.508545,876,8153.48,598.249
0,30,0.525856,0.525757,838,8148.73,598.459
0,40,0.545362,0.54541,758,8145.66,600.196
0,50,0.521042,0.520813,742,8149.19,588.623
0,60,0.503775,0.503296,760,8147.36,574.191
0,70,0.462978,0.462646,772,8150.23,568.444
0,80,0.456224,0.456055,751,8155.76,576.617
0,90,0.452803,0.452026,740,8144.94,581.146
0,100,0.452549,0.452271,729,8154.75,582.606
0,110,0.437016,0.436279,723,8152.9,575.095
0,120,0.432188,0.431641,749,8136.58,573.647
0,130,0.422155,0.421631,743,8140.6,573.043
0,140,0.445131,0.445068,719,8151.19,567.924
0,150,0.446978,0.448059,769,8159.3,554.738
0,160,0.477631,0.47699,745,8148.73,558.108
0,170,0.44137,0.442383,715,8126.41,554.381
0,180,0.443747,0.443481,731,8149.0,556.477
0,190,0.396568,0.396362,718,8146.31,550.266
0,200,0.377645,0.377808,717,8148.63,548.391
0,210,0.398811,0.398438,675,8151.71,552.969
0,220,0.391184,0.391602,737,8150.89,543.709
0,230,0.421219,0.423096,716,8148.5,538.967
0,240,0.403137,0.405518,723,8154.88,539.784
0,250,0.413034,0.416382,708,8159.48,542.068
0,260,0.43243,0.437012,744,8147.73,535.939
0,270,0.461678,0.468018,699,8143.61,533.365
0,280,0.465389,0.472656,704,8154.0,529.773
0,290,0.476986,0.484497,735,8151.03,533.805
0,300,0.484026,0.490479,696,8159.58,533.899
1,0,0.5,0.5,2010,0.0,0.0
1,10,0.481503,0.481201,1034,8140.19,613.244
1,20,0.527317,0.527039,893,8118.88,611.833
1,30,0.518167,0.517822,843,8124.45,612.588
1,40,0.536945,0.536743,820,8118.19,609.084
1,50,0.548592,0.548218,789,8129.11,612.517
1,60,0.559946,0.559692,744,8129.99,606.394
1,70,0.528927,0.528687,750,8139.63,609.531
1,80,0.501484,0.501465,738,8143.21,612.48
1,90,0.524454,0.52417,790,8139.68,610.844
1,100,0.50528,0.504883,699,8148.22,603.815
1,110,0.479603,0.479248,780,8130.26,591.799
1,120,0.481388,0.480225,756,8118.12,595.558
1,130,0.474178,0.473145,793,8082.17,603.072
1,140,0.500406,0.500244,796,8066.49,609.958
1,150,0.520964,0.52124,784,8061.75,614.289
1,160,0.502531,0.503052,749,8072.73,619.172
1,170,0.483055,0.483521,726,8041.87,632.66
1,180,0.47534,0.475708,702,8100.81,642.492
1,190,0.480328,0.480347,730,8133.04,642.925
