rep,epoch,frac_bytes_a,frac_tapes_a,distinct_tapes,mean_steps,copies_per_run
0,0,0.5,0.5,3775,0.0,0.0
0,10,0.485771,0.485474,1629,8108.96,375.714
0,20,0.503981,0.503906,1355,8105.61,375.056
0,30,0.523462,0.523315,1227,8067.7,367.143
0,40,0.559406,0.559326,1132,8098.45,366.638
0,50,0.547991,0.548096,1063,8079.07,373.718
0,60,0.539776,0.540161,1058,8090.78,371.408
0,70,0.52018,0.520752,1063,8098.21,364.619
0,80,0.513943,0.515259,1091,8066.22,356.198
0,90,0.519932,0.520752,1086,8022.81,351.188
0,100,0.496386,0.497192,1080,7981.17,346.183
0,110,0.497601,0.498108,1104,7927.56,342.963
0,120,0.475054,0.476807,1050,7900.05,344.084
0,130,0.44475,0.446289,1079,7861.41,348.649
0,140,0.468376,0.469788,1085,7819.12,356.308
0,150,0.457911,0.459961,1090,7795.54,355.658
0,160,0.464096,0.467041,1101,7810.32,360.602
0,170,0.436155,0.438721,1069,7811.4,368.936
0,180,0.436426,0.440918,1094,7767.12,373.792
0,190,0.422176,0.427734,1125,7669.46,372.022
0,200,0.407932,0.412109,1058,7722.38,372.453
0,210,0.41328,0.415161,1017,7786.43,369.573
0,220,0.388052,0.388916,1101,7816.89,378.307
0,230,0.413044,0.413208,1074,7777.75,371.761
0,240,0.406574,0.406372,1069,7785.76,359.746
0,250,0.393559,0.393555,1027,7869.82,357.267
0,260,0.40321,0.40332,1082,7804.93,349.463
0,270,0.429344,0.42981,1086,7789.89,347.066
0,280,0.448898,0.449463,1015,7887.39,353.975
0,290,0.461615,0.461792,1039,7879.73,353.981
0,300,0.479101,0.479431,1005,7845.33,354.86
1,0,0.5,0.5,3769,0.0,0.0
1,10,0.488468,0.487915,1617,8116.68,381.208
1,20,0.530153,0.529785,1380,8120.34,389.253
1,30,0.524418,0.523682,1252,8138.29,391.089
1,40,0.538118,0.536377,1231,8133.99,390.601
1,50,0.554794,0.553345,1154,8128.79,390.722
1,60,0.559359,0.55835,1088,8142.37,395.601
1,70,0.517321,0.515015,1082,8157.74,400.727
1,80,0.494688,0.49231,1033,8151.9,397.949
1,90,0.501451,0.499023,1083,8151.52,388.228
1,100,0.500261,0.497559,1016,8145.1,388.456
1,110,0.4676,0.466675,1014,8159.05,389.569
1,120,0.459875,0.458374,981,8157.0,395.209
1,130,0.42993,0.428589,1005,8166.65,403.838
1,140,0.445478,0.444397,1080,8163.88,412.692
1,150,0.463339,0.462769,1068,8162.51,403.936
1,160,0.458403,0.456909,963,8170.06,402.206
1,170,0.468084,0.466675,973,8162.12,395.387
1,180,0.464834,0.463135,959,8164.5,394.029
1,190,0.459204,0.458252,1028,8160.89,395.638
1,200,0.455332,0.454102,1036,8165.46,388.262
1,210,0.440397,0.439331,1040,8165.1,388.072
1,220,0.426596,0.425293,1099,8154.86,396.048
1,230,0.417049,0.416077,1126,8161.03,404.462
1,240,0.403854,0.402466,1146,8154.69,404.013
1,250,0.424915,0.424255,1063,8152.68,406.816
1,260,0.384285,0.383606,1067,8149.3,411.859
1,270,0.363234,0.362671,1039,8158.13,421.31
1,280,0.359995,0.359375,1095,8151.79,433.487
1,290,0.361504,0.360535,1079,8149.87,440.597
1,300,0.379557,0.378723,1087,8153.56,442.265
2,0,0.5,0.5,3743,0.0,0.0
2,10,0.480696,0.480286,1617,8101.68,384.414
2,20,0.495068,0.494385,1399,8117.33,391.526
2,30,0.518347,0.517944,1303,8095.15,404.598
2,40,0.536207,0.536377,1220,8083.05,409.575
2,50,0.52729,0.526794,1264,8081.46,406.406
2,60,0.54381,0.543274,1216,8076.05,412.42
2,70,0.542156,0.541748,1213,8033.76,414.258
2,80,0.536922,0.536499,1158,8015.45,419.77
2,90,0.511892,0.511108,1141,7969.92,422.56
2,100,0.520275,0.519409,1123,7916.22,418.485
2,110,0.510462,0.509766,1147,7894.77,413.078
2,120,0.511932,0.511108,1159,7914.01,420.472
2,130,0.54022,0.539856,1114,7979.6,426.811
2,140,0.535486,0.535156,1078,8049.6,431.907
2,150,0.529854,0.52948,1121,8057.78,440.897
2,160,0.538925,0.538818,1039,8048.65,446.324
2,170,0.528824,0.52832,1083,8053.6,458.774
2,180,0.537577,0.536926,1114,8055.15,457.514
2,190,0.513203,0.512634,1121,8014.03,454.815
2,200,0.522867,0.521973,1147,7938.4,456.033
2,210,0.506998,0.505676,1147,7922.8,449.146
2,220,0.511921,0.510376,1150,7945.28,432.877
2,230,0.509674,0.506653,1108,7969.64,425.543
2,240,0.492649,0.488464,1113,7943.3,426.72
2,250,0.497828,0.495361,1214,7907.53,421.119
2,260,0.500635,0.49646,1198,7876.09,412.167
2,270,0.497046,0.493042,1183,7883.24,406.075
2,280,0.511175,0.506592,1142,7927.18,412.776
2,290,0.518801,0.514771,1165,7909.67,418.667
2,300,0.54224,0.537354,1087,7895.84,418.842
3,0,0.5,0.5,3726,0.0,0.0
3,10,0.509602,0.509277,1595,8117.59,381.316
3,20,0.515305,0.515259,1304,8120.67,388.78
3,30,0.48781,0.487366,1256,8118.04,389.957
3,40,0.482079,0.481812,1197,8130.83,391.895
3,50,0.504519,0.504395,1145,8136.09,396.838
3,60,0.528372,0.528076,1140,8144.45,390.341
3,70,0.534897,0.535034,1160,8153.72,389.526
3,80,0.565369,0.565186,1151,8155.44,391.368
3,90,0.576591,0.576294,1082,8159.36,391.469
3,100,0.596447,0.595703,1101,8162.56,394.68
3,110,0.587715,0.587158,1114,8160.44,391.662
3,120,0.5683,0.568115,1065,8160.28,391.195
3,130,0.549465,0.549255,1125,8167.14,394.614
3,140,0.574886,0.574585,1131,8173.44,396.967
3,150,0.550344,0.549805,1250,8171.46,398.509
3,160,0.566418,0.565308,1194,8162.25,388.088
3,170,0.578175,0.577026,1181,8163.92,384.077
3,180,0.539827,0.538391,1153,8170.37,384.085
3,190,0.541176,0.539551,1200,8170.97,382.199
3,200,0.510078,0.508423,1152,8166.76,380.621
3,210,0.5068,0.504761,1166,8167.11,373.78
3,220,0.516748,0.514038,1168,8171.64,373.813
3,230,0.504194,0.500977,1182,8168.54,375.777
3,240,0.514046,0.510742,1190,8168.75,372.892
3,250,0.523531,0.520264,1125,8172.2,372.978
3,260,0.53636,0.533569,1104,8168.13,371.056
3,270,0.503035,0.49939,1127,8171.05,368.984
3,280,0.500689,0.497864,1077,8163.36,359.792
3,290,0.497265,0.494019,1089,8170.01,354.307
3,300,0.516275,0.513184,1069,8166.93,359.284
4,0,0.5,0.5,3764,0.0,0.0
4,10,0.484901,0.484375,1494,8147.44,374.54
4,20,0.509411,0.50885,1372,8125.14,373.518
4,30,0.522215,0.521484,1254,8143.61,371.763
4,40,0.527813,0.527344,1106,8159.18,363.576
4,50,0.538843,0.538086,1066,8161.14,360.674
4,60,0.533438,0.532471,1088,8162.15,355.893
4,70,0.558111,0.557129,1029,8165.37,353.926
4,80,0.517988,0.517334,1015,8168.32,349.68
4,90,0.51824,0.517517,1065,8169.23,347.007
4,100,0.514118,0.51355,1011,8165.44,347.03
4,110,0.494068,0.493408,1026,8163.56,349.567
4,120,0.474058,0.473633,1038,8172.6,344.59
4,130,0.484526,0.483643,987,8173.58,346.389
4,140,0.477961,0.477417,961,8176.25,348.106
4,150,0.463152,0.462708,985,8164.89,346.317
4,160,0.482874,0.482483,976,8170.3,347.789
4,170,0.505476,0.505493,946,8176.04,349.057
4,180,0.511129,0.511353,959,8167.19,351.588
4,190,0.514227,0.51416,987,8169.96,345.57
4,200,0.508343,0.507996,984,8165.88,340.962
4,210,0.495903,0.496155,927,8171.34,347.61
4,220,0.491121,0.490845,933,8169.21,348.948
4,230,0.511173,0.51178,953,8156.34,337.434
4,240,0.4764,0.476562,924,8160.7,334.696
4,250,0.46446,0.464355,932,8168.26,332.81
4,260,0.46405,0.464233,983,8169.85,343.042
4,270,0.458351,0.458679,958,8166.16,348.243
4,280,0.419024,0.418213,986,8164.08,351.046
4,290,0.425077,0.42395,953,8170.29,347.748
4,300,0.440941,0.440186,1017,8170.42,342.331
