epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive
0,0.035,0.0,7.996763,8.000488,-0.003725,8.000488,8.003174,-0.006411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,65536,0,0,0,0
50,0.333,0.273,7.988602,7.858521,0.130081,7.907349,7.824341,0.164261,1314.4278,0.55707,0.919519,120.9615,0.146523,0.628848,0.224629,51200,67298701,1561,64638,0,0,0,0
100,0.665,0.577,7.9834,7.677612,0.305787,7.859497,7.668091,0.315309,1388.5109,0.610664,0.923896,144.3024,0.155684,0.629473,0.214844,51200,71091759,1592,64381,0,0,0,0
150,0.951,0.837,7.974797,7.582031,0.392765,7.84729,7.568604,0.406193,1378.5766,0.629316,0.922529,134.3352,0.153965,0.642246,0.203789,51200,70583120,1562,64445,0,0,0,0
200,1.231,1.089,7.971097,7.546021,0.425077,7.83606,7.509033,0.462064,1320.3933,0.64209,0.919995,145.1572,0.147695,0.636562,0.215742,51200,67604138,1579,64458,0,0,0,0
250,1.507,1.337,7.967792,7.526733,0.441059,7.845581,7.469116,0.498676,1265.8358,0.642051,0.916549,159.7125,0.14127,0.639375,0.219355,51200,64810792,1524,64547,0,0,0,0
300,1.782,1.582,7.96379,7.48584,0.477951,7.83606,7.428833,0.534957,1218.0438,0.644121,0.912828,158.0185,0.135254,0.648223,0.216523,51200,62363841,1580,64635,6,6,6,6
350,2.051,1.824,7.954707,7.520264,0.434443,7.803589,7.377319,0.577387,1203.3071,0.649141,0.911412,160.4071,0.134648,0.652676,0.212676,51200,61609324,1534,64505,12,13,12,13
400,2.313,2.058,7.946709,7.435913,0.510796,7.801636,7.339722,0.606987,1102.456,0.648359,0.902688,148.6966,0.122324,0.664297,0.213379,51200,56445745,1516,64566,14,16,14,16
450,2.56,2.278,7.937263,7.43396,0.503303,7.807739,7.320557,0.616706,1078.6432,0.653535,0.900471,150.3735,0.119473,0.668281,0.212246,51200,55226531,1611,64602,13,19,13,19
500,2.821,2.511,7.922352,7.480103,0.44225,7.793091,7.294556,0.627797,1143.7112,0.635742,0.90647,170.9362,0.127695,0.661523,0.210781,51200,58558015,1577,64663,15,22,15,22
550,3.077,2.739,7.902992,7.378052,0.524941,7.778931,7.276001,0.626991,1098.8053,0.628496,0.902045,148.4949,0.122148,0.670879,0.206973,51200,56258833,1538,64676,13,23,13,23
600,3.33,2.965,7.87969,7.386597,0.493094,7.715088,7.239136,0.640555,1094.6612,0.614395,0.90152,143.0261,0.121582,0.67207,0.206348,51200,56046654,1537,64372,17,27,17,27
650,3.585,3.191,7.859433,7.325317,0.534116,7.69165,7.219482,0.639951,1122.6971,0.611172,0.904255,150.8626,0.125,0.669023,0.205977,51200,57482092,1603,64300,16,27,16,27
700,3.838,3.415,7.840415,7.310547,0.529868,7.697876,7.189697,0.650718,1081.3355,0.612402,0.900567,150.1476,0.119922,0.670449,0.209629,51200,55364378,1582,64275,11,28,11,28
750,4.084,3.633,7.784624,7.231079,0.553545,7.58374,7.103149,0.681474,1037.9234,0.614199,0.895843,142.6003,0.114512,0.680586,0.204902,51200,53141678,1530,63724,13,30,13,30
800,4.326,3.847,7.745962,7.172363,0.573599,7.559937,7.066528,0.679434,1018.6103,0.606074,0.89389,145.7781,0.112227,0.683457,0.204316,51200,52152848,1605,63486,13,31,13,31
850,4.574,4.065,7.71208,7.111084,0.600996,7.493408,7.011841,0.700239,1022.9335,0.597129,0.894082,171.078,0.112656,0.688809,0.198535,51200,52374194,1602,63239,12,34,12,34
900,4.824,4.286,7.696364,7.077515,0.618849,7.462891,6.97998,0.716384,1033.3825,0.601992,0.894866,174.0709,0.113379,0.690273,0.196348,51200,52909185,1570,63211,12,35,12,35
950,5.072,4.505,7.658857,7.025269,0.633589,7.420166,6.943237,0.71562,1005.6494,0.599922,0.891535,172.2988,0.109102,0.697129,0.19377,51200,51489250,1647,63055,13,36,13,36
1000,5.314,4.717,7.616296,6.953003,0.663293,7.333496,6.878662,0.737634,979.3115,0.592461,0.888742,163.2166,0.104863,0.699121,0.196016,51200,50140751,1585,62496,17,43,17,43
1050,5.555,4.929,7.536272,6.849487,0.686785,7.262695,6.776245,0.760027,983.6009,0.599258,0.88922,172.5194,0.105488,0.698867,0.195645,51200,50360368,1568,61764,15,43,15,43
1100,5.801,5.143,7.452821,6.780029,0.672792,7.160522,6.686279,0.766542,968.4913,0.596445,0.887137,176.7112,0.103789,0.702793,0.193418,51200,49586754,1599,61251,17,45,17,45
1150,6.036,5.346,7.390687,6.653931,0.736756,7.061768,6.57251,0.818177,918.3109,0.593047,0.879902,157.6258,0.097539,0.714902,0.187559,51200,47017520,1565,60545,16,47,16,47
1200,6.271,5.549,7.300204,6.566162,0.734042,6.93335,6.491089,0.809116,922.0021,0.593145,0.879277,158.7592,0.097754,0.730957,0.171289,51200,47206506,1642,59621,22,54,22,54
1250,6.5,5.743,7.217856,6.456177,0.76168,6.839111,6.378052,0.839805,856.1494,0.599004,0.869527,155.6695,0.089746,0.737207,0.173047,51200,43834847,1498,58421,27,59,27,59
1300,6.719,5.928,7.084552,6.283936,0.800617,6.659546,6.214111,0.870441,779.426,0.605977,0.855862,154.5658,0.080625,0.750371,0.169004,51200,39906611,1563,57231,32,64,32,64
1350,6.933,6.106,7.030516,6.209351,0.821165,6.563354,6.142212,0.888304,751.197,0.621133,0.849274,124.7788,0.077266,0.761777,0.160957,51200,38461286,1582,56891,37,69,37,69
1400,7.138,6.275,6.900689,6.005859,0.894829,6.370117,5.977661,0.923027,673.2165,0.639922,0.830755,105.3039,0.067578,0.774707,0.157715,51200,34468687,1610,55522,40,73,40,73
1450,7.333,6.433,6.764176,5.84729,0.916886,6.209229,5.817505,0.946671,628.4643,0.638496,0.818472,99.7059,0.062305,0.777754,0.159941,51200,32177371,1556,54096,57,90,57,90
1500,7.519,6.58,6.608335,5.704102,0.904234,6.077148,5.69751,0.910825,553.934,0.653574,0.792503,95.5181,0.052656,0.790977,0.156367,51200,28361423,1592,52932,61,95,61,95
1550,7.708,6.731,6.540318,5.629028,0.911289,6.001709,5.619751,0.920567,568.26,0.655488,0.796944,113.8813,0.054629,0.796367,0.149004,51200,29094913,1539,51899,70,103,70,103
1600,7.895,6.88,6.42738,5.532593,0.894787,5.88147,5.513794,0.913586,556.5726,0.66002,0.793024,111.5862,0.053418,0.793516,0.153066,51200,28496515,1611,51386,80,116,80,116
1650,8.091,7.037,6.354365,5.46228,0.892084,5.765625,5.444214,0.910151,597.1553,0.65541,0.806379,135.5329,0.05873,0.793574,0.147695,51200,30574349,1588,50020,89,131,89,131
1700,8.279,7.185,6.256155,5.344971,0.911184,5.660767,5.329346,0.926809,546.222,0.662793,0.787608,130.515,0.052812,0.804219,0.142969,51200,27966565,1630,49144,95,143,95,143
1750,8.464,7.329,6.067512,5.154053,0.913459,5.470703,5.137085,0.930427,523.4314,0.669902,0.777102,118.1001,0.049238,0.811426,0.139336,51200,26799690,1563,47389,91,145,91,145
1800,8.649,7.473,5.899169,5.015381,0.883788,5.307495,5.01001,0.889159,527.7447,0.671641,0.778938,124.0496,0.049863,0.810156,0.13998,51200,27020527,1624,45782,95,151,95,151
1850,8.828,7.609,5.820957,4.918579,0.902378,5.224365,4.905884,0.915074,473.3287,0.679844,0.751627,108.1442,0.042949,0.828027,0.129023,51200,24234429,1548,45483,99,159,99,159
1900,9.011,7.749,5.777214,4.877686,0.899528,5.187378,4.883667,0.893547,495.9261,0.679668,0.762503,110.4939,0.045801,0.832168,0.122031,51200,25391414,1499,45746,116,183,116,183
1950,9.188,7.882,5.582705,4.704956,0.877749,5.019165,4.717041,0.865664,449.3005,0.68877,0.737088,122.6483,0.040078,0.840957,0.118965,51200,23004186,1538,43922,118,185,118,185
2000,9.358,8.007,5.403874,4.494019,0.909855,4.799927,4.511353,0.892521,402.1809,0.695547,0.703843,120.9876,0.034551,0.856836,0.108613,51200,20591661,1542,42936,126,192,126,192
2050,9.525,8.13,5.227136,4.334106,0.893029,4.63501,4.36792,0.859216,382.9928,0.709863,0.686265,122.2846,0.032148,0.869844,0.098008,51200,19609229,1608,41328,135,199,135,199
2100,9.694,8.25,5.131035,4.299316,0.831719,4.590332,4.34082,0.790215,343.4121,0.723262,0.650492,116.6884,0.027285,0.869434,0.103281,51200,17582698,1623,40972,141,206,141,206
2150,9.856,8.365,4.979031,4.141113,0.837918,4.409058,4.195557,0.783475,334.4662,0.727324,0.638612,112.6477,0.025918,0.879648,0.094434,51200,17124667,1591,39385,153,220,155,220
2200,10.02,8.479,4.881832,4.00415,0.877681,4.284546,4.064941,0.81689,322.7861,0.727852,0.625403,103.066,0.024766,0.880723,0.094512,51200,16526646,1546,37833,163,230,165,230
2250,10.177,8.586,4.635697,3.797729,0.837968,4.04895,3.830933,0.804765,292.1113,0.750488,0.584255,102.0982,0.020723,0.887383,0.091895,51200,14956097,1487,35592,174,234,176,234
2300,10.335,8.692,4.370507,3.540894,0.829614,3.80249,3.583496,0.787011,278.538,0.757617,0.564514,98.3541,0.018828,0.885703,0.095469,51200,14261144,1570,34294,186,254,194,254
2350,10.492,8.798,4.160905,3.400024,0.760881,3.647339,3.44751,0.713396,278.5572,0.738066,0.560964,98.6882,0.018516,0.899277,0.082207,51200,14262129,1525,32744,185,262,197,262
2400,10.645,8.9,3.891107,3.188477,0.70263,3.416504,3.228638,0.662469,274.1992,0.738613,0.552166,104.8509,0.018594,0.905723,0.075684,51200,14039000,1602,30920,177,273,213,279
2450,10.8,9.005,3.859783,3.160156,0.699627,3.370239,3.201904,0.657879,285.558,0.731289,0.569121,110.9207,0.019961,0.910645,0.069395,51200,14620568,1519,31264,182,285,221,291
2500,10.957,9.108,3.755734,3.075317,0.680417,3.297363,3.13562,0.620114,269.9941,0.728555,0.541964,105.3187,0.018027,0.919199,0.062773,51200,13823696,1570,30279,166,287,225,297
2550,11.113,9.21,3.528223,2.916992,0.611231,3.119141,2.959961,0.568262,268.576,0.74957,0.537681,104.227,0.017441,0.924004,0.058555,51200,13751090,1598,29440,161,289,224,300
2600,11.269,9.309,3.485231,2.86731,0.617921,3.079224,2.921021,0.56421,251.8553,0.76248,0.504682,105.7778,0.015234,0.930684,0.054082,51200,12894993,1512,29677,168,302,228,313
2650,11.424,9.408,3.256811,2.699829,0.556982,2.897095,2.74231,0.514501,245.1173,0.779219,0.489044,108.1402,0.014629,0.940703,0.044668,51200,12550006,1605,27852,159,311,241,333
2700,11.579,9.508,3.215664,2.674561,0.541103,2.866699,2.71936,0.496303,256.7433,0.779629,0.513228,112.4425,0.01623,0.937617,0.046152,51200,13145257,1606,27378,141,317,249,342
2750,11.733,9.604,3.13028,2.621094,0.509186,2.810913,2.657837,0.472443,230.3364,0.77373,0.453618,108.4473,0.012891,0.950176,0.036934,51200,11793225,1573,26312,145,322,253,347
2800,11.881,9.697,3.045615,2.491577,0.554038,2.688354,2.533447,0.512168,212.0421,0.778672,0.405405,109.3627,0.010605,0.953203,0.036191,51200,10856557,1518,24462,139,324,253,349
2850,12.031,9.789,2.806333,2.358032,0.4483,2.540039,2.390137,0.416196,208.0854,0.802773,0.393715,111.8674,0.010098,0.956719,0.033184,51200,10653971,1604,23489,137,328,250,354
2900,12.181,9.878,2.691473,2.321533,0.36994,2.501221,2.345947,0.345526,200.7528,0.787559,0.369245,114.0894,0.009082,0.962129,0.028789,51200,10278544,1554,22581,148,333,258,359
2950,12.332,9.972,2.695605,2.259644,0.435962,2.436523,2.272583,0.423022,204.992,0.78582,0.382231,115.4829,0.009668,0.962383,0.027949,51200,10495588,1557,22231,136,334,257,361
3000,12.487,10.063,2.617788,2.228882,0.388907,2.393311,2.241211,0.376578,201.9399,0.798965,0.371748,115.4546,0.009258,0.966113,0.024629,51200,10339325,1661,22476,134,334,263,363
3050,12.637,10.15,2.415889,2.082031,0.333858,2.233887,2.084473,0.331417,178.0752,0.806562,0.285325,110.7685,0.00627,0.971699,0.022031,51200,9117450,1591,20672,130,334,262,364
3100,12.783,10.234,2.181088,1.934448,0.246639,2.077393,1.913696,0.267391,150.4448,0.812051,0.151373,109.6948,0.002812,0.978457,0.01873,51200,7702775,1460,18315,125,334,260,366
3150,12.923,10.313,2.196175,1.980225,0.215951,2.114502,1.974487,0.221688,135.5215,0.810879,0.058082,110.7609,0.000801,0.979512,0.019688,51200,6938699,1615,19826,126,337,268,369
3200,13.068,10.393,2.19823,1.948364,0.249866,2.086792,1.937988,0.260242,128.7142,0.807188,0.008863,110.3643,0.000137,0.979121,0.020742,51200,6590166,1527,19582,122,337,279,377
3250,13.23,10.492,2.11651,1.911255,0.205255,2.039185,1.901123,0.215387,130.5814,0.809414,0.019275,112.6162,0.000312,0.98541,0.014277,51200,6685769,1579,19301,107,337,272,381
3300,13.371,10.57,1.922409,1.814209,0.1082,1.929321,1.786011,0.136399,129.9951,0.810078,0.014558,113.1639,0.000234,0.986406,0.013359,51200,6655747,1641,17679,103,337,271,381
3350,13.512,10.647,1.822588,1.77002,0.052568,1.869629,1.739014,0.083574,128.2305,0.804531,0.001247,113.0508,2e-05,0.98582,0.01416,51200,6565401,1531,17611,104,337,271,382
3400,13.652,10.725,1.781335,1.748779,0.032556,1.838501,1.704346,0.076989,128.1966,0.812715,0.0,114.089,0.0,0.988359,0.011641,51200,6563665,1556,16849,100,337,276,387
3450,13.793,10.804,1.868308,1.795044,0.073264,1.883301,1.758179,0.110129,134.5471,0.831406,0.046366,115.6655,0.000762,0.988906,0.010332,51200,6888809,1521,17802,98,337,284,399
3500,13.932,10.882,1.841726,1.775269,0.066458,1.877197,1.756592,0.085135,128.7309,0.834434,0.001237,113.7038,2e-05,0.99332,0.00666,51200,6591024,1595,18105,98,337,286,401
3550,14.073,10.962,2.010219,1.916992,0.093227,2.025879,1.904297,0.105922,128.5322,0.815176,0.0,112.2821,0.0,0.992812,0.007188,51200,6580850,1552,19986,100,337,282,405
3600,14.212,11.041,2.112215,1.996826,0.115389,2.12207,1.984131,0.128085,128.5275,0.815645,0.0,110.2102,0.0,0.993086,0.006914,51200,6580610,1522,21566,101,337,296,419
3650,14.354,11.12,2.154332,2.022339,0.131993,2.145874,2.014282,0.14005,128.4536,0.786309,0.0,108.1038,0.0,0.991328,0.008672,51200,6576826,1530,21650,101,337,298,423
3700,14.497,11.199,2.205891,2.071167,0.134724,2.20459,2.060547,0.145344,128.2664,0.788457,0.0,107.8906,0.0,0.988672,0.011328,51200,6567242,1544,22343,104,337,300,426
3750,14.639,11.278,2.064627,1.955322,0.109304,2.090088,1.95105,0.113577,128.5652,0.793105,0.0,108.1276,0.0,0.993418,0.006582,51200,6582536,1609,20631,104,337,298,427
3800,14.779,11.355,1.960485,1.886841,0.073644,1.997192,1.880981,0.079504,128.5873,0.798789,0.0,110.3676,0.0,0.993594,0.006406,51200,6583670,1611,19984,113,337,295,429
3850,14.922,11.434,1.976076,1.911743,0.064333,2.032837,1.91626,0.059816,132.7912,0.818301,0.030699,113.8999,0.000508,0.994688,0.004805,51200,6798911,1592,19708,148,338,287,437
3900,15.064,11.512,2.058639,1.952393,0.106246,2.046265,1.939819,0.11882,128.2749,0.822676,0.0,109.8982,0.0,0.989434,0.010566,51200,6567674,1600,20367,136,338,286,444
3950,15.207,11.593,1.959132,1.84436,0.114772,1.960327,1.838013,0.12112,138.9678,0.813887,0.076367,114.9353,0.001309,0.990176,0.008516,51200,7115153,1582,19053,132,338,280,450
4000,15.354,11.679,1.943103,1.820435,0.122669,1.935303,1.797119,0.145984,178.0743,0.790352,0.28281,127.8376,0.006211,0.978672,0.015117,51200,9117406,1570,18582,124,339,275,455
4050,15.507,11.769,1.883978,1.81189,0.072088,1.909424,1.783081,0.100896,170.8952,0.811035,0.252524,124.9672,0.005312,0.980195,0.014492,51200,8749833,1536,18624,119,339,269,455
4100,15.651,11.849,1.78239,1.727783,0.054607,1.851196,1.709595,0.072796,144.3496,0.816113,0.111979,114.2911,0.001992,0.987305,0.010703,51200,7390701,1536,17758,118,339,281,468
4150,15.795,11.931,1.847284,1.739868,0.107416,1.847168,1.716187,0.131098,143.4711,0.818828,0.106059,114.2483,0.001875,0.98877,0.009355,51200,7345720,1570,17851,117,339,283,470
4200,15.946,12.02,1.865271,1.7677,0.097571,1.88916,1.746216,0.119056,150.9246,0.806445,0.151228,116.6598,0.002812,0.986367,0.01082,51200,7727339,1530,18221,111,339,290,480
4250,16.093,12.104,1.721331,1.699097,0.022234,1.799561,1.679321,0.04201,165.5731,0.800547,0.225993,123.2449,0.004609,0.986152,0.009238,51200,8477342,1602,17089,112,339,299,493
4300,16.235,12.185,1.682826,1.643066,0.03976,1.754883,1.615234,0.067592,146.0125,0.792793,0.121616,116.0685,0.002188,0.988516,0.009297,51200,7475839,1495,15969,116,339,311,501
4350,16.376,12.263,1.74892,1.705322,0.043598,1.822266,1.681274,0.067645,135.3281,0.788223,0.052761,115.2007,0.000879,0.987461,0.01166,51200,6928800,1597,17587,114,339,320,517
4400,16.516,12.341,1.817802,1.751831,0.065971,1.868042,1.73877,0.079033,128.0561,0.793125,0.0,113.653,0.0,0.985176,0.014824,51200,6556472,1512,18154,111,339,319,525
4450,16.657,12.42,1.908529,1.828491,0.080038,1.944092,1.812622,0.095907,128.1738,0.80666,0.0,112.2651,0.0,0.98748,0.01252,51200,6562497,1529,19096,116,339,318,529
4500,16.797,12.499,1.962558,1.864868,0.09769,1.976685,1.861206,0.101352,134.7098,0.79252,0.04673,116.0712,0.000781,0.990195,0.009023,51200,6897144,1550,19246,123,339,286,532
4550,16.937,12.578,1.985577,1.902466,0.083111,2.00647,1.891113,0.094463,139.4554,0.786621,0.078467,119.2169,0.001367,0.990234,0.008398,51200,7140115,1566,20174,117,339,281,539
4600,17.078,12.657,1.948929,1.870972,0.077958,1.978149,1.862061,0.086869,137.379,0.789082,0.064851,117.7473,0.001113,0.989668,0.009219,51200,7033803,1545,19062,117,339,278,542
4650,17.222,12.74,1.874237,1.797852,0.076386,1.90979,1.791138,0.0831,135.1541,0.793555,0.048899,116.9487,0.00082,0.991465,0.007715,51200,6919888,1587,18690,123,339,276,543
