epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive
0,0.025,0.0,7.996763,8.000488,-0.003725,8.000488,8.003174,-0.006411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,65536,0,0,0,0
50,0.36,0.311,7.987235,7.853882,0.133353,7.923584,7.831543,0.155692,1355.0246,0.544668,0.921905,128.5041,0.150195,0.626699,0.223105,51200,69377262,807,64760,0,0,0,0
100,0.653,0.577,7.980258,7.693726,0.286533,7.878296,7.686401,0.293857,1425.0663,0.58584,0.927183,142.6186,0.158574,0.602539,0.238887,51200,72963395,799,64496,0,0,0,0
150,0.935,0.833,7.975611,7.61145,0.364161,7.877319,7.600098,0.375514,1342.4497,0.600234,0.92256,140.9103,0.148906,0.608535,0.242559,51200,68733426,746,64547,0,0,0,0
200,1.222,1.092,7.969999,7.54187,0.428129,7.859375,7.509399,0.4606,1343.4137,0.610645,0.922002,141.2513,0.149629,0.620664,0.229707,51200,68782784,798,64587,0,0,0,0
250,1.488,1.331,7.964599,7.49353,0.471069,7.81604,7.407593,0.557006,1228.2259,0.621328,0.913678,135.9561,0.135879,0.641816,0.222305,51200,62885168,761,64290,0,0,0,0
300,1.753,1.568,7.959015,7.500122,0.458893,7.811157,7.366455,0.59256,1218.5483,0.613887,0.912689,129.1105,0.134961,0.648184,0.216855,51200,62389673,762,64462,8,8,8,8
350,2.058,1.845,7.95217,7.429443,0.522727,7.777954,7.316162,0.636008,1194.0604,0.612773,0.910266,129.2178,0.131816,0.659746,0.208438,51200,61135895,769,64513,10,12,10,12
400,2.334,2.092,7.943613,7.352783,0.59083,7.743774,7.260498,0.683115,1266.8302,0.608242,0.915335,145.1111,0.140469,0.659238,0.200293,51200,64861705,765,64512,11,13,11,13
450,2.614,2.345,7.93116,7.350586,0.580574,7.732178,7.206787,0.724372,1276.1068,0.612246,0.915529,145.5732,0.141523,0.666641,0.191836,51200,65336667,804,64453,9,13,9,13
500,2.889,2.592,7.909465,7.286621,0.622844,7.721558,7.162354,0.747111,1256.0673,0.612637,0.914052,142.0179,0.139414,0.668066,0.19252,51200,64310647,776,64379,11,16,11,16
550,3.167,2.842,7.866413,7.162354,0.70406,7.634399,7.072266,0.794148,1291.3821,0.616523,0.916396,145.3588,0.144023,0.666406,0.18957,51200,66118763,773,63877,13,19,13,19
600,3.441,3.088,7.82712,7.103882,0.723239,7.566162,6.981323,0.845797,1265.7463,0.618926,0.914649,138.4546,0.140801,0.66875,0.190449,51200,64806210,728,63377,12,20,12,20
650,3.718,3.337,7.766187,7.037476,0.728711,7.468384,6.894287,0.8719,1285.6911,0.609668,0.915857,146.8332,0.143828,0.668066,0.188105,51200,65827382,789,62720,13,22,13,22
700,3.987,3.578,7.698937,6.895508,0.803429,7.312744,6.765259,0.933678,1212.5417,0.608184,0.910391,139.0354,0.13457,0.68041,0.18502,51200,62082135,758,61865,15,25,15,25
750,4.254,3.816,7.639084,6.740112,0.898971,7.187866,6.648071,0.991012,1192.0076,0.604922,0.908416,134.5382,0.132129,0.687578,0.180293,51200,61030787,783,61056,21,33,21,33
800,4.541,4.062,7.56916,6.647095,0.922065,7.122925,6.579346,0.989814,1147.7927,0.611719,0.90389,136.1625,0.126367,0.704648,0.168984,51200,58766988,807,60682,22,35,22,35
850,4.818,4.307,7.468285,6.519775,0.94851,7.019653,6.447876,1.020409,1131.5069,0.61582,0.90249,137.6408,0.125,0.706895,0.168105,51200,57933153,744,59380,21,36,21,36
900,5.074,4.533,7.421376,6.490967,0.930409,6.935059,6.410156,1.011219,1115.5043,0.60834,0.900945,137.6671,0.12332,0.709414,0.167266,51200,57113821,758,59238,26,43,26,43
950,5.344,4.771,7.390878,6.433105,0.957773,6.852173,6.337036,1.053842,1118.2951,0.605898,0.900817,135.9732,0.123613,0.712578,0.163809,51200,57256708,749,58659,38,55,38,55
1000,5.594,4.988,7.317538,6.336914,0.980624,6.765381,6.232544,1.084994,1044.7405,0.614961,0.893741,129.2616,0.114805,0.717949,0.167246,51200,53490715,766,57808,54,71,54,71
1050,5.848,5.209,7.25018,6.251465,0.998716,6.663818,6.153687,1.096494,1068.8082,0.618516,0.896007,134.0088,0.117852,0.724082,0.158066,51200,54722981,754,57303,60,79,60,79
