epoch,family,coverage,count,top_count,size,rep_hex,rep_printable,is_leader
11000,46,0.03299,8533,582,18,2c1d7d8d3e5574257fea022cb25dd95e,",.}.>Ut%...,.].^",0
11000,52,0.028564,5076,890,9,3e9556726215de2ce65d38f4dadaf6da,">.Vrb..,.]8.....",0
11000,53,0.028412,1338,515,3,a95b4aa9d9dee8d1542cf539947d373e,".[J.....T,.9.}7>",0
11500,54,0.036896,5577,645,12,408037ffe2f77aa95b4aa9d9dee8d154,@.7...z.[J.....T,0
11500,55,0.032806,21166,1034,32,3ef1ec245e412a2ce25d1f58155aea54,">..$^A*,.].X.Z.T",0
11500,49,0.026642,2467,447,6,d878dc027b0f4286c697eab55d20a32d,.x..{.B.....]_.-,0
11500,56,0.025848,1235,458,3,1e4ad9b11817a15b068e982f4f2cee7e,".J.....[.../O,.~",0
11500,57,0.025604,8219,648,16,b15b4a9113d215d1942c9eb3947dc23e,".[J......,...}.>",0
11500,58,0.024536,804,412,2,408080586c360f425b5e37b8352f482c,"@..Xl6.B[^7.5/H,",0
12000,59,0.054443,18352,820,32,7d3efe55826c5e20e02c300e865d91cd,"}>.U.l^_.,0..]..",0
12000,57,0.032501,6560,626,13,5b019113d215d1942c9eb3947dc23e55,"[.......,...}.>U",0
12000,60,0.03009,4316,472,10,a485ffda072c928986465363531c3dde,".....,...FScS.=.",0
12000,61,0.026184,2518,438,6,6803102b2feb6012704cae4eee67e26d,h..+/.`.pL.N.g.m,0
12000,62,0.024261,3947,773,7,eee42b2cb95decd1b9d689800d680310,"..+,.].......h..",0
12000,63,0.022675,10386,705,19,2c62a2807de03e55d2d35c044d2c225d,",b..}.>U..\.M,""]",0
12500,59,0.051636,7924,562,16,2c76e64d7d3efe55826c5e20e02c300e,",v.M}>.U.l^_.,0.",0
12500,64,0.039429,5501,770,9,465363531c3ddec6f31c206120a62039,FScS.=...._a_._9,0
12500,57,0.031647,6360,562,13,b15b8d5413d215d1f12c9eb3947dc23e,".[.T.....,...}.>",0
12500,65,0.027344,6678,866,9,e69e9a5b3dbd54352f2c2cf860a47d3e,"...[=.T5/,,.`.}>",0
12500,66,0.026947,12473,831,20,6c062ca65d5fd968af167a36803dc12d,"l.,.]_.h..z6.=.-",0
12500,67,0.022614,10459,652,18,41f02c5f30ad5e2cc913a241c824a2a2,"A.,_0.^,...A.$..",0
13000,68,0.08493,15631,882,27,0b7d3e97551cef2324fa2c300ec65d83,".}>.U..#$.,0..].",0
13000,69,0.040894,9026,760,16,ef2324fa2c300ec65d83cd79cad8272d,".#$.,0..]..y..'-",0
13000,63,0.039795,11601,740,20,4a0ec72c62a2807de03e55d2d35c044d,"J..,b..}.>U..\.M",0
13000,70,0.037567,7379,858,11,8095a4a8dfb43a5b705b09a817dc2cae,"......:[p[....,.",0
13000,71,0.031464,7444,722,13,7dc53e3f0dd36449092c62ef2566d004,"}.>?..dI.,b.%f..",0
13000,72,0.027863,9104,835,15,352f2c2c2860a47d3ef155a4cf19da07,"5/,,(`.}>.U.....",0
13500,73,0.034729,4759,737,9,806394949097ae175b56bb69e15cf32c,".c......[V.i.\.,",0
13500,72,0.031097,6695,893,10,54352f2c2c2860a47d3ef155a4cf19da,"T5/,,(`.}>.U....",0
13500,74,0.030548,7824,876,10,6cc37d953e118b18996c062cce5d5f1d,"l.}.>....l.,.]_.",0
13500,58,0.03006,2812,534,6,cc80809b6c320f9d5b5e03b8232f482c,"....l2..[^..#/H,",0
13500,66,0.029388,5611,811,9,6c062cce5d5f1d68f2167ab0803dc12d,"l.,.]_.h..z..=.-",0
13500,75,0.028717,3696,532,8,2cdbe60b7d3e975591eff745fa2c550e,",...}>.U...E.,U.",0
14000,65,0.077606,13943,813,26,5b3d1b54352f2c2c2860a47d3ef155a4,"[=.T5/,,(`.}>.U.",0
14000,76,0.069122,14401,684,29,b9240b7d3e97c97816c124fa2c880ec6,".$.}>..x..$.,...",0
14000,58,0.043701,8024,513,17,cc80805861320f175b5e7ab8352f482c,"...Xa2..[^z.5/H,",0
14000,77,0.041443,5771,661,11,7d3eae557805c124fa2c380ec69c9bcd,"}>.Ux..$.,8.....",0
14000,78,0.041107,6288,747,11,ca206120a620e92035225d1cff206470,"._a_._._5""].._dp",0
14000,79,0.027496,6189,847,10,2c76e64d7d3efe558211bcc35a2c300e,",v.M}>.U....Z,0.",0
14500,70,0.050873,8282,669,17,9558a8dfc23a5b705b4ca817ab2caece,".X...:[p[L...,..",0
14500,69,0.037781,4119,729,8,78ef0e24fa2c300ec65d99cd79cad827,"x..$.,0..]..y..'",0
14500,75,0.036713,4272,608,8,2cb9f7707d3e8d5578ef0e24fa2c300e,",..p}>.Ux..$.,0.",0
14500,80,0.03241,4604,615,9,a21b7d3b3ed660247719162c3088825d,"..};>.`$w..,0..]",0
14500,81,0.031097,4944,574,10,909859045b0739ccbe80586c327ccf5b,..Y.[.9...Xl2|.[,0
14500,82,0.029358,5745,708,9,d36449092c62ef2566d004050ac88ef9,".dI.,b.%f.......",0
15000,83,0.087433,23761,1231,37,e8482cb9e6257d3e971178ef0eb1fa2c,".H,..%}>..x....,",0
15000,84,0.056671,14159,690,25,2c8e0ec65d996279cad827dcccd70f42,",...].by..'....B",0
15000,85,0.039459,5499,731,8,0eb1fa2c960e175d9b5fffcad8fbdc40,"...,...]._.....@",0
15000,86,0.03894,13523,887,20,5ba85bd02017402cfacec27dc53ee30d,"[.[._.@,...}.>..",0
15000,87,0.036285,9004,1117,14,66f12d63ef9a4809acf9020b59495d3f,f.-c..H.....YI]?,0
15000,88,0.030548,4631,479,10,c88ef9e1c2bab60e2d1aacf421eea5ba,........-...!...,0
15500,89,0.06604,23698,828,39,c53e398ad31e13d62c1f652566460f4e,".>9.....,.e%fF.N",0
15500,90,0.049805,20057,964,27,652566460f4e34a380cc3bc26e66f12d,e%fF.N4...;.nf.-,0
15500,91,0.038086,4109,641,8,b82a2f482cb9e6ba7d3e9755c8ef0ea6,".*/H,...}>.U....",0
15500,92,0.034546,2914,647,6,0f4c5b5e379a359d482c76e64d7d3efe,".L[^7.5.H,v.M}>.",0
15500,93,0.029694,4422,545,9,0f17a66a7eb82a2f482cb9e6ba7d3e97,"...j~.*/H,...}>.",0
15500,70,0.029083,4226,888,5,2aa9a4a8dfb43a5b4d5b182017402cfa,"*.....:[M[._.@,.",0
16000,91,0.077606,28784,1056,44,95032f482cd7e61e7d3e975578cc0ea6,"../H,...}>.Ux...",0
16000,94,0.054901,13197,932,21,0e805d9b0c7981d8178541145ce8d487,..]..y....A.\...,0
16000,95,0.039978,11546,758,20,808058c0dac01766285a95032f482cd7,"..X....f(Z../H,.",0
16000,96,0.032135,5741,1045,6,cc0ea6fa2c420e805d9b0c7981d81785,"....,B..]..y....",0
16000,97,0.030945,11593,837,17,807e2cb9f7707d3e8de778223795fa2c,".~,..p}>..x""7..,",0
16000,98,0.025757,2372,830,4,7c40e8055b0708cc808058c0dac01766,|@..[.....X....f,0
16500,99,0.043121,3628,829,6,170a2cfacec27dc53e110dd3bc13d62c,"..,...}.>......,",0
16500,86,0.042755,9681,825,15,5ba85bd020170a2cfacec27dc53e110d,"[.[._..,...}.>..",0
16500,100,0.021545,5168,682,10,ab2caecea27dc53e560d78fcf1092c62,".,...}.>V.x...,b",0
16500,101,0.021484,5997,691,10,3e560d78fcf1092c62059266d004020a,">V.x...,b..f....",0
16500,102,0.018799,11269,576,21,d004020a418ef9adc293b60e2d1a50f4,....A.......-.P.,0
16500,103,0.01825,2142,598,4,5d0fcdf51cc1a2dc027bfd906cc69797,]........{..l...,0
17000,104,0.063629,16873,975,26,3e1176a80c703a2cc95dd56fd6a9c17a,">.v..p:,.].o...z",0
17000,105,0.055939,10806,980,19,4080e292ddc2ce6ac55bac02db52cda6,@......j.[...R..,0
17000,100,0.053772,15381,679,28,2caecea27dc53e560d78fcf1092c6205,",...}.>V.x...,b.",0
17000,106,0.038727,10531,658,20,535b705b093517ab2ce1cede7dc53e56,"S[p[.5..,...}.>V",0
17000,107,0.026154,4542,777,7,a87870c32c075dd56fd6a9c14c8062b0,".xp.,.].o...L.b.",0
17000,102,0.026154,2187,444,5,9266d004020a416bf9adc293b60e2d1a,.f....Ak......-.,0
17500,70,0.039093,3798,451,9,800086a4a8dfc2b35b705b09a817ab2c,"........[p[....,",0
17500,108,0.037628,2769,608,6,2fe82cabe64d7d3ec56d3937a3c35a2c,"/.,..M}>.m97..Z,",0
17500,109,0.034576,4739,663,9,4d7d3e946ded37a3c35a2cdc0eb75d9d,"M}>.m.7..Z,...].",0
17500,110,0.03421,4115,528,9,bf5b09a817ab2caece0f7dc53ec00d78,".[....,...}.>..x",0
17500,58,0.033844,4824,559,10,40801b3461360f995ba377b8352f342c,"@..4a6..[.w.5/4,",0
17500,111,0.032013,5170,587,11,93b20e2d1aacf4eaa4a5ba3860bf305d,...-.......8`.0],0
18000,87,0.049347,10309,776,17,116cf12d63ef9a4309ac34023959495d,.l.-c..C..4.9YI],0
18000,112,0.037811,7848,1072,10,7d3e9d0f01111f8bea2ce403405d0fcd,"}>.......,..@]..",0
18000,106,0.035248,5724,603,12,c2535bdf5b093a17ab2cd4cede7dc53e,".S[.[.:..,...}.>",0
18000,113,0.033203,3974,458,9,d02017402c3f20177d253e110dd3448b,"._.@,?_.}%>...D.",0
18000,114,0.027802,4986,901,6,3521482c46d8ed7d3e9d0f01111f8bea,"5!H,F..}>.......",0
18000,115,0.024658,5030,779,7,8de6ff5b14a4b83521482c46d8ed7d3e,"...[...5!H,F..}>",0
18500,116,0.062317,12026,756,23,a05b14b2b835214b2c69d8bc7d3e9d0f,".[...5!K,i..}>..",0
18500,117,0.041107,8757,619,18,fa2ca034c722cf6bf9b2d817dc6cd70f,".,.4."".k.....l..",0
18500,118,0.041077,3934,603,8,b2d817dc6cd70f9543c318eaa65d5910,....l...C....]Y.,0
18500,119,0.032654,7393,602,16,227d3e979a338c0ea2fa2ca034c722cf,"""}>..3....,.4."".",0
18500,120,0.031616,10417,792,18,4dbcb58c2c3011bf5d89627b4b09f3a0,"M...,0..].b{K...",0
18500,121,0.026672,2208,460,5,e307f2ff8ca05b6db2b835214b2c46d8,"......[m..5!K,F.",0
19000,120,0.037628,7333,697,13,fb55824dbcb58c2c3011145d89627b4b,".U.M...,0..].b{K",0
19000,83,0.037415,10526,706,22,e8cb2cb94fc07d3e97b578207cb1fa2c,"..,.O.}>..x_|..,",0
19000,122,0.035767,4405,724,8,9b5b41778bc6925b5b810f8ca65e1fbc,.[Aw...[[....^..,0
19000,123,0.033539,4122,643,7,7b4b09f3a079b65a8693c61136f5aa4b,{K...y.Z....6..K,0
19000,124,0.031952,8515,932,10,f2b42cbb444d7d3efb55824dbcb58c2c,"..,.DM}>.U.M...,",0
19000,85,0.029968,3492,510,8,207cb1fa2c960e175dc85fb2d99f7adc,"_|..,...]._...z.",0
19500,124,0.06366,13447,690,26,f2b42cbb444d7d3efb55824dbcb58c2c,"..,.DM}>.U.M...,",0
19500,125,0.053894,13622,768,23,fe290ea2ef2ca034c7228fb7c0b27517,".)...,.4.""....u.",0
19500,126,0.03653,7530,648,13,fc6a1422d32f812ce36a0b7d3e979afe,".j.""./.,.j.}>...",0
19500,127,0.027283,4252,459,10,cdac2cae79dc7dd73e1170a81870c32c,"..,.y.}.>.p..p.,",0
19500,115,0.02597,7538,721,12,99e6ff5b14a4443521482c39d8ed7d3e,"...[..D5!H,9..}>",0
19500,86,0.024811,1641,434,4,5b9f5b093a17c92cd4cede7dc53ef80d,"[.[.:..,...}.>..",0
20000,128,0.049042,10738,719,20,7dbc3e112da80c70f82c375dd52c2b61,"}.>.-..p.,7].,+a",0
20000,129,0.047882,21088,1375,25,0923230f4e261c80cc3b5ff066a22d63,.##.N&...;_.f.-c,0
20000,130,0.047211,7539,1390,6,009cb7a4efdffa8d5b4d5b982017402c,"........[M[._.@,",0
20000,86,0.04068,10353,1266,11,8d5b4d5b982017402cdace0d7dc63e96,".[M[._.@,...}.>.",0
20000,131,0.032898,6426,665,13,c233eac55b45d4db0977a62cae79047d,".3..[E...w.,.y.}",0
20000,132,0.02597,6239,636,13,a55bdc02db8416a62caef3677dbc3e11,".[......,..g}.>.",0
20500,112,0.091248,18530,1136,26,d8ed7d3e7c0f011d1f83ea2c2903405d,"..}>|......,).@]",0
20500,115,0.041656,7463,800,13,63e6ff5b14146f3521482c46d8ed7d3e,"c..[..o5!H,F..}>",0
20500,133,0.033508,9021,555,19,ccc6cc976cbbe6e42da41fab1283125b,....l...-......[,0
20500,134,0.030396,2633,563,5,02ad7d3e13a3e1231f914d2cdeb6bb5d,"..}>...#..M,...]",0
20500,135,0.028503,5464,800,9,e9fd3dc1b562337bfd52ccc6cc976cbb,..=..b3{.R....l.,0
20500,136,0.024902,1561,811,2,408007625663e6ff5b14146f3521482c,"@..bVc..[..o5!H,",0
21000,137,0.03595,5289,531,13,79047dd73e11193f1870882c075dd528,"y.}.>..?.p.,.].(",0
21000,138,0.026978,7677,658,15,ac87c3fb2c3020d37d943e4397e43d49,"....,0_.}.>C..=I",0
21000,139,0.025452,5875,734,11,177d943e4697e444490f2c37155cf0f2,".}.>F..DI.,7.\..",0
21000,140,0.025055,3940,798,7,21482c0ed8297d3ee80f7cac0f37ea2c,"!H,..)}>..|..7.,",0
21000,131,0.024933,3389,815,6,80cd92c6c233eac55b45d4db0977a62c,".....3..[E...w.,",0
21000,141,0.024933,6481,636,14,6cf12c639b57e211ac70022137065dd7,"l.,c.W...p.!7.].",0
21500,142,0.04068,6714,808,12,5bfb94b83329482c7e3fe27d3ed10f42,"[...3)H,~?.}>..B",0
21500,143,0.037964,6942,641,14,73fd9e1cb563021b349accc680d208d3,s....c..4.......,0
21500,144,0.034882,9132,580,18,e27d3ed10f421196755e2c7778255d1b,".}>..B..u^,wx%].",0
21500,145,0.028778,4453,506,10,4080ffa956291ad25bfb94b83329482c,"@...V)..[...3)H,",0
21500,146,0.024506,5980,727,9,f254827517286cd775e743c3187ca65d,.T.u.(l.u.C..|.],0
21500,147,0.023987,6116,784,11,80dea92cf8e8ff5b7f09b5572148bfd7,"...,...[...W!H..",0
22000,142,0.041748,11458,957,21,5bfb94b83329482c7e3fe27d3ed10f42,"[...3)H,~?.}>..B",0
22000,132,0.040283,8120,607,18,a55bf602db0316a62cf9f3677dbc3e11,".[......,..g}.>.",0
22000,148,0.031677,7710,964,11,2d634957e211c31f9621fdb65dbb4ef6,-cIW.....!..].N.,0
22000,149,0.030121,17304,770,30,7d3e269afe2978a2ef2ca0c274228ff2,"}>&..)x..,..t""..",0
22000,150,0.029846,10810,917,16,d8127d3e620ff00c862f312c7f783d5d,"..}>b..../1,.x=]",0
22000,151,0.024048,9793,728,17,ff5b6eccb8fa21482c083f6e7d3e9d77,".[n...!H,.?n}>.w",0
22500,152,0.050964,13975,735,22,db0316a62cf963677dbc3e112d690c1b,"....,.cg}.>.-i..",0
22500,153,0.040283,15297,1181,19,c25180d5ce215921b35bf55683353341,.Q...!Y!.[.V.53A,0
22500,154,0.035522,4401,1160,5,5921b35bf556833533419b461b8d7d3e,Y!.[.V.53A.F..}>,0
22500,150,0.034637,10765,588,22,2c72d8127d3e620ff00c862f312c7f78,",r..}>b..../1,.x",0
22500,134,0.031128,6541,773,10,1b8d7d3e66a3e1231f914d2cde9bbb5d,"..}>f..#..M,...]",0
22500,140,0.030457,3419,956,5,482c0ed8297d3ee80f7cac0f37612ce4,"H,..)}>..|..7a,.",0
23000,155,0.06012,11213,503,28,3f5e7d3e9dc916611fa85e2c7378415d,"?^}>...a..^,sxA]",0
23000,138,0.043671,10098,696,20,d70f5bac87c3262c3020d37d943e3097,"..[...&,0_.}.>0.",0
23000,156,0.038971,8983,719,19,2c3020d37d943e3097c53d49572cf363,",0_.}.>0..=IW,.c",0
23000,152,0.032043,2131,522,5,2cf963677dbc3e112d690c1bbe2c7e5d,",.cg}.>.-i...,~]",0
23000,157,0.031433,7066,656,16,db8c16df2cd180ffa9f6291aff5b9194,"....,.....)..[..",0
23000,158,0.030426,5114,535,12,ac73a377e139439a6c952c639b57e211,".s.w.9C.l.,c.W..",0
23500,159,0.040558,13940,751,22,5bfd5b9220c38a2c3682c17d303e7e97,"[.[._..,6..}0>~.",0
23500,160,0.035034,7860,659,15,5dd51254f2c17ae569cd559ce64951de,]..T..z.i.U..IQ.,0
23500,161,0.033447,3035,619,6,9d6dbd4f13175b116cd0c9ba55b4f089,.m.O..[.l...U...,0
23500,162,0.025604,11240,692,19,d37d943e3097ef7349572c85638693b9,".}.>0..sIW,.c...",0
23500,163,0.025055,8984,740,16,d8287d3ee80f7cac0f37612ce462345d,".(}>..|..7a,.b4]",0
23500,164,0.024811,12693,651,22,2c446fad7d3ea30fdf2365919c2ce497,",Do.}>...#e..,..",0
24000,165,0.057465,13572,837,22,b8239881a4c5215bf65fdbef167a2cf9,".#....![._...z,.",0
24000,156,0.052551,6544,659,14,d12c3520d37d943e3097ef7349572c85,".,5_.}.>0..sIW,.",0
24000,166,0.029541,2823,536,6,8bb35b165baca6eeab2cc222a27d8e3e,"..[.[....,."".}.>",0
24000,167,0.028137,3130,474,7,f583e57e2cafaced7d3e4d28ba18dc8b,"...~,...}>M(....",0
24000,168,0.027893,3813,872,5,803ddcd366978bb35b1a5baca6eeab2c,".=..f...[.[....,",0
24000,169,0.026031,8504,843,11,502c7e3fe27d3ed10a421196b55e2c1b,"P,~?.}>..B...^,.",0
24500,170,0.048126,10607,917,16,34c55b4584ba293fbd2caee5dc7de23e,"4.[E..)?.,...}.>",0
24500,171,0.040314,4159,808,6,40801b87a3b56a34c55b4584ba293fbd,@.....j4.[E..)?.,0
24500,169,0.032288,7749,553,16,50757e8be27d3e406b771196b55e2c1b,"Pu~..}>@kw...^,.",0
24500,157,0.032135,4914,569,11,db6016df2cd180ffa9f6f6f6ff5b1c94,".`..,........[..",0
24500,172,0.030884,2756,527,6,40801d6b8729e6b85b93a4b83321312c,"@..k.)..[...3!1,",0
24500,173,0.029633,7422,943,11,4080ded62cfce8ff5b7f010e351f2f68,"@...,...[...5./h",0
25000,174,0.034241,5590,671,13,77fc5bbca6fd35d4fa2ca76fad7d3e01,"w.[...5..,.o.}>.",0
25000,175,0.033051,9647,730,17,ba293fbd2caee5737de23ec670a80cc1,".)?.,..s}.>.p...",0
25000,176,0.031738,5830,599,11,68460d977d3e39b7b7111f3df22c6b8c,"hF..}>9....=.,k.",0
25000,177,0.030365,4853,585,11,7d3e010fde297a91932cb597bb5dcbbd,"}>...)z..,...]..",0
25000,178,0.02948,5258,566,11,6d6d5d2b1f2c3dc142620c89cef468a9,"mm]+.,=.Bb....h.",0
25000,179,0.025818,4778,444,12,080e351fd768350ded7d3e398407111f,..5..h5..}>9....,0
25500,180,0.051117,9881,584,19,f65e6cc1b75b14226f9def9c2c4fd812,".^l..[.""o...,O..",0
25500,170,0.036224,7336,626,15,c55b4584ba293fbd2caee5737de23ec6,".[E..)?.,..s}.>.",0
25500,181,0.034302,3891,639,7,caa4e8d70f5bd7a94bd12c7520d37d94,".....[..K.,u_.}.",0
25500,175,0.033142,4568,516,10,3fbd2caee5737de23ec670a80cc1be2c,"?.,..s}.>.p....,",0
25500,182,0.030396,3670,485,8,7d3ec20fcffd9921412c3112bb5d5bbd,"}>.....!A,1..][.",0
25500,183,0.02594,850,446,2,560f85e799cec421482c0eab527d06f0,"V......!H,..R}..",0
26000,172,0.058563,5602,807,10,40801db787dfe6a75b02a4731f21312c,"@.......[..s.!1,",0
26000,164,0.042145,16857,801,25,2cf13d107d3ec2b6df6b6591182ce402,",.=.}>...ke..,..",0
26000,184,0.039581,10181,698,19,efefefefefbfefefefefefefefefefef,................,0
26000,185,0.037537,10164,711,18,2c73f7415dadfe30cf1cb56ea80f9994,",s.A]..0...n....",0
26000,155,0.031219,9022,813,13,5e7d3ea8c7f561eda85e2c73f7415dad,"^}>...a..^,s.A].",0
