epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive
0,1.077,0.0,7.999904,8.000019,-0.000116,8.000019,8.002464,-0.002561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1867776,0,0,0,0
250,15.19,12.996,7.987927,7.914261,0.073666,7.969769,7.889454,0.098473,799.9069,0.572986,0.87623,120.5334,0.084571,0.62706,0.288369,4096000,3276418718,128303,1854667,0,0,0,0
500,30.661,27.138,7.965519,7.895981,0.069539,7.946144,7.843189,0.12233,786.9953,0.676465,0.877985,144.6393,0.083951,0.596704,0.319345,4096000,3223532947,127664,1853180,0,0,0,0
750,44.617,39.839,7.939249,7.847744,0.091505,7.915562,7.788319,0.15093,745.0387,0.748264,0.873118,148.4835,0.078953,0.581406,0.339642,4096000,3051678698,127796,1849976,0,0,0,0
1000,58.498,52.692,7.911464,7.802853,0.108611,7.882351,7.740406,0.171058,766.9917,0.779729,0.8797,160.3286,0.081797,0.553125,0.365078,4096000,3141598137,127956,1847711,0,0,0,0
1250,73.238,66.272,7.893843,7.787804,0.106039,7.866726,7.728107,0.165735,771.4023,0.791532,0.883687,183.5153,0.082598,0.520873,0.396529,4096000,3159663951,128103,1846888,189,189,189,189
1500,88.653,80.346,7.880022,7.758446,0.121577,7.845688,7.693569,0.186453,844.9872,0.784431,0.898205,208.8745,0.091878,0.477772,0.430349,4096000,3461067628,127779,1842910,205,210,205,210
1750,104.806,95.176,7.869206,7.748474,0.120732,7.836792,7.677227,0.191979,900.4138,0.764332,0.908602,236.2935,0.098896,0.437725,0.463379,4096000,3688095046,127981,1843202,213,227,213,227
2000,121.268,110.362,7.852778,7.718502,0.134276,7.81004,7.647217,0.205562,950.7328,0.761297,0.913348,255.0082,0.104938,0.438403,0.456659,4096000,3894201361,127583,1839289,216,237,216,237
2250,138.33,126.076,7.845608,7.715599,0.130009,7.806519,7.644558,0.20105,987.5745,0.758166,0.917221,263.674,0.109435,0.430192,0.460373,4096000,4045105064,128027,1840304,230,256,230,256
2500,156.262,142.751,7.840719,7.711384,0.129335,7.802097,7.643452,0.197267,1003.8448,0.753626,0.919271,275.8109,0.111503,0.423812,0.464686,4096000,4111748120,127997,1839761,245,277,245,277
2750,173.471,158.613,7.836482,7.708679,0.127803,7.798721,7.643875,0.192607,988.1248,0.747402,0.918632,280.6199,0.109755,0.417495,0.47275,4096000,4047359017,127881,1839151,252,285,252,285
3000,190.74,174.552,7.833782,7.707584,0.126197,7.798531,7.639095,0.194686,1006.3483,0.745134,0.919977,281.443,0.111789,0.413912,0.474299,4096000,4122002516,128030,1839770,264,295,264,295
3250,213.773,195.136,7.823434,7.690796,0.132638,7.783257,7.622883,0.200551,1075.4029,0.741417,0.925427,297.3627,0.120273,0.412021,0.467707,4096000,4404850401,127060,1838528,269,299,269,299
3500,249.04,227.817,7.816901,7.679859,0.137042,7.77417,7.611904,0.204997,1051.9277,0.739577,0.924228,294.8864,0.117452,0.407502,0.475047,4096000,4308695739,128000,1838059,272,303,272,303
3750,285.156,261.451,7.812433,7.683231,0.129202,7.773094,7.614933,0.1975,1016.1939,0.738974,0.921354,278.4188,0.113089,0.41216,0.474751,4096000,4162330182,127807,1839435,269,303,269,303
