epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive
0,0.255,0.0,7.99958,8.000076,-0.000497,8.000076,8.002533,-0.002953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,466944,0,0,0,0
50,1.043,0.583,7.999121,8.000076,-0.000955,7.968369,7.939301,0.05982,592.9876,0.514121,0.833749,65.6298,0.058174,0.605488,0.336338,204800,121443860,6430,462434,0,0,0,0
100,2.104,1.303,7.998674,7.924545,0.074128,7.945755,7.922348,0.076326,574.9529,0.499814,0.833645,69.7637,0.057266,0.587197,0.355537,204800,117750363,6303,461742,0,0,0,0
150,2.931,1.939,7.998222,7.908371,0.089851,7.934998,7.906418,0.091804,584.4182,0.491997,0.839393,76.1567,0.058896,0.57376,0.367344,204800,119688840,6327,461010,0,0,0,0
200,3.756,2.59,7.997581,7.896912,0.100669,7.930664,7.892548,0.105033,577.3507,0.487139,0.839346,78.484,0.058218,0.565723,0.37606,204800,118241433,6284,460333,0,0,0,0
250,4.565,3.16,7.996761,7.881897,0.114864,7.916016,7.874863,0.121898,581.2177,0.485986,0.842936,81.0288,0.05896,0.553496,0.387544,204800,119033393,6496,459647,0,0,0,0
300,5.418,3.814,7.996079,7.871567,0.124512,7.903503,7.863937,0.132141,586.7465,0.479604,0.846887,80.3202,0.05981,0.541567,0.398623,204800,120165689,6206,459328,85,85,85,85
350,6.46,4.626,7.995082,7.857315,0.137767,7.891098,7.845657,0.149424,588.0611,0.476108,0.849213,85.3133,0.060186,0.532729,0.407085,204800,120434916,6285,458547,98,98,98,98
400,7.54,5.532,7.993941,7.843781,0.15016,7.884064,7.834579,0.159361,594.2186,0.478433,0.851925,84.1307,0.061167,0.527031,0.411802,204800,121695978,6273,458335,105,108,105,108
450,8.535,6.257,7.992835,7.837326,0.155509,7.878006,7.825699,0.167136,574.6179,0.470312,0.849117,80.9989,0.058838,0.516909,0.424253,204800,117681748,6203,458198,108,117,108,117
500,9.379,6.928,7.991939,7.826691,0.165248,7.876602,7.818024,0.173915,595.4263,0.463018,0.855941,83.7959,0.061562,0.508516,0.429922,204800,121943310,6229,458134,123,134,123,134
550,10.209,7.558,7.991242,7.819138,0.172104,7.872696,7.807846,0.183396,579.5219,0.461743,0.853239,82.1394,0.059751,0.503232,0.437017,204800,118686081,6249,457808,122,139,122,139
600,11.294,8.239,7.990183,7.810806,0.179377,7.863815,7.800293,0.189891,584.9431,0.460244,0.855677,82.9513,0.060459,0.497891,0.44165,204800,119796345,6255,457749,123,145,123,145
650,12.422,9.015,7.989125,7.802536,0.186589,7.861359,7.790024,0.199101,584.3713,0.456968,0.856978,84.5423,0.060483,0.49019,0.449326,204800,119679235,6486,457548,128,154,128,154
700,13.541,9.855,7.987691,7.797043,0.190648,7.855316,7.781555,0.206135,587.0278,0.454834,0.858691,86.2998,0.060854,0.486704,0.452441,204800,120223286,6335,457480,130,159,130,159
750,14.518,10.546,7.986661,7.785065,0.201597,7.847122,7.768082,0.21858,592.7146,0.44939,0.860774,88.6426,0.06167,0.483291,0.455039,204800,121387955,6368,457106,130,162,130,162
800,15.459,11.266,7.985277,7.778442,0.206835,7.845016,7.762009,0.223269,600.3452,0.452573,0.862956,93.5223,0.062603,0.480898,0.456499,204800,122950703,6167,457078,139,173,139,173
850,16.466,11.997,7.983702,7.767502,0.2162,7.838379,7.753494,0.230208,602.782,0.448887,0.865013,95.2422,0.063115,0.474565,0.462319,204800,123449756,6379,456894,135,175,135,175
900,17.453,12.714,7.98179,7.763351,0.218438,7.83107,7.747314,0.234475,594.1734,0.448164,0.864115,98.9712,0.062251,0.470254,0.467495,204800,121686721,6363,456906,138,179,138,179
950,18.338,13.394,7.98041,7.758484,0.221926,7.830643,7.739273,0.241137,593.5706,0.450742,0.864435,99.1431,0.062109,0.468579,0.469312,204800,121563264,6233,456762,135,183,135,183
1000,19.258,14.12,7.979386,7.743073,0.236313,7.81871,7.72583,0.253556,589.9213,0.447656,0.864046,96.5085,0.061714,0.467153,0.471133,204800,120815886,6158,456326,138,190,138,190
1050,20.412,15.081,7.978384,7.740875,0.237509,7.817947,7.719955,0.258429,596.8509,0.445723,0.86646,97.0035,0.062642,0.462373,0.474985,204800,122235072,6306,456411,132,190,132,190
1100,21.354,15.801,7.976631,7.728256,0.248375,7.809708,7.709686,0.266945,590.1307,0.444316,0.865349,100.3337,0.061797,0.45999,0.478213,204800,120858761,6282,456245,133,195,133,195
1150,22.167,16.399,7.975459,7.729858,0.245601,7.809372,7.707092,0.268367,596.3389,0.443413,0.867023,98.359,0.0625,0.46019,0.47731,204800,122130202,6160,456400,136,200,136,200
1200,23.036,17.073,7.974534,7.729721,0.244813,7.814545,7.707443,0.26709,595.549,0.442031,0.867509,103.2563,0.062607,0.456567,0.480825,204800,121968428,6183,456625,138,205,138,205
1250,23.928,17.751,7.973192,7.731049,0.242144,7.821243,7.708984,0.264208,587.7838,0.438877,0.865978,100.3006,0.06165,0.456436,0.481914,204800,120378130,6167,457032,141,210,141,210
1300,24.959,18.604,7.971356,7.728638,0.242718,7.821014,7.704437,0.266918,588.6545,0.439043,0.866712,99.0853,0.061855,0.452476,0.485669,204800,120556450,6195,457085,143,212,143,212
1350,25.777,19.238,7.969226,7.712753,0.256473,7.804688,7.686707,0.28252,598.7239,0.436147,0.869614,103.7752,0.063223,0.4496,0.487178,204800,122618661,6138,456221,144,216,144,216
1400,26.609,19.894,7.967332,7.71106,0.256272,7.805954,7.685074,0.282258,595.3322,0.436729,0.869514,98.0947,0.062832,0.447236,0.489932,204800,121924041,6308,456473,139,217,139,217
1450,27.511,20.604,7.964904,7.700073,0.264831,7.803665,7.677505,0.287398,588.8178,0.433716,0.868527,101.3229,0.061973,0.44501,0.493018,204800,120589879,6287,456521,137,220,137,220
1500,28.458,21.246,7.9628,7.693237,0.269563,7.797363,7.66687,0.29593,590.7557,0.436675,0.868465,102.0495,0.062158,0.447573,0.490269,204800,120986759,6336,456321,132,221,132,221
1550,29.323,21.925,7.96176,7.688629,0.27313,7.795517,7.660446,0.301313,578.9254,0.433682,0.866129,97.1813,0.060703,0.447231,0.492065,204800,118563930,6319,456393,134,223,134,223
1600,30.318,22.707,7.959242,7.673004,0.286237,7.786148,7.647568,0.311674,583.2762,0.436948,0.86736,99.7988,0.061235,0.447075,0.491689,204800,119454962,6315,456029,137,225,137,225
1650,31.398,23.45,7.957721,7.668396,0.289325,7.783569,7.642593,0.315128,576.4684,0.434932,0.865767,101.0287,0.060464,0.447515,0.492021,204800,118060733,6402,456138,138,225,138,225
1700,32.648,24.311,7.957405,7.670456,0.286949,7.784592,7.641724,0.315681,584.6354,0.431577,0.867961,100.8512,0.061499,0.445747,0.492754,204800,119733321,6293,456318,136,227,136,227
1750,33.559,25.007,7.956499,7.670822,0.285677,7.786804,7.64476,0.311739,573.5368,0.435337,0.865647,100.8893,0.060103,0.444658,0.495239,204800,117460340,6212,456738,139,231,139,231
1800,34.678,25.74,7.954873,7.680191,0.274682,7.796631,7.653076,0.301797,572.2718,0.436411,0.865938,101.1519,0.060044,0.441694,0.498262,204800,117201274,6357,457404,143,232,143,232
1850,35.465,26.331,7.954706,7.676025,0.278681,7.796738,7.648239,0.306467,564.7072,0.436226,0.86416,101.085,0.059023,0.442495,0.498481,204800,115652043,6303,457201,144,234,144,234
1900,36.203,26.844,7.953309,7.678452,0.274857,7.799789,7.646286,0.307023,556.9133,0.435898,0.862056,98.7947,0.05814,0.442705,0.499155,204800,114055846,6354,457347,140,234,140,234
1950,37.209,27.616,7.952625,7.666016,0.28661,7.791321,7.640533,0.312092,545.5244,0.436333,0.859718,99.516,0.056846,0.441587,0.501567,204800,111723393,6359,457088,143,236,143,236
2000,38.123,28.336,7.951874,7.672165,0.279709,7.795288,7.646317,0.305557,546.7668,0.43938,0.860067,100.7955,0.057031,0.442422,0.500547,204800,111977836,6318,457459,142,236,142,236
2050,39.007,28.952,7.949792,7.671417,0.278375,7.7966,7.642715,0.307077,548.2363,0.435903,0.860619,97.0448,0.057222,0.440566,0.502212,204800,112278788,6313,457474,141,237,141,237
2100,39.973,29.73,7.947455,7.67099,0.276465,7.799698,7.642929,0.304526,570.2459,0.436992,0.866309,101.8359,0.059873,0.440615,0.499512,204800,116786366,6308,457629,142,242,142,242
2150,40.999,30.485,7.945356,7.664902,0.280455,7.793716,7.637741,0.307615,565.4876,0.435967,0.864904,102.8317,0.059434,0.441079,0.499487,204800,115811869,6241,457395,143,244,143,244
2200,41.948,31.203,7.943312,7.658066,0.285246,7.791946,7.63092,0.312392,549.5045,0.438755,0.861127,101.3965,0.057461,0.441851,0.500688,204800,112538519,6333,457171,142,245,142,245
2250,42.781,31.783,7.941796,7.658279,0.283517,7.7901,7.631149,0.310647,546.7503,0.43856,0.860326,100.9546,0.057124,0.441997,0.500879,204800,111974469,6337,457299,142,247,142,247
2300,43.765,32.358,7.941345,7.664978,0.276367,7.796753,7.635742,0.305602,549.5058,0.43564,0.861304,99.9735,0.057529,0.440269,0.502202,204800,112538780,6256,457785,138,247,138,247
2350,44.706,33.103,7.940015,7.665192,0.274824,7.791702,7.632904,0.307111,548.0507,0.434351,0.861542,101.7181,0.057256,0.437744,0.505,204800,112240790,6076,457661,137,248,137,248
2400,45.658,33.727,7.937464,7.662903,0.274562,7.791397,7.631592,0.305873,534.9236,0.435132,0.858346,98.0959,0.055806,0.437861,0.506333,204800,109552345,6487,457824,136,248,136,248
2450,46.569,34.342,7.935663,7.643707,0.291956,7.779526,7.615173,0.320489,522.37,0.436753,0.854114,97.2068,0.054248,0.441729,0.504023,204800,106981366,6216,457043,133,250,133,250
2500,47.359,34.905,7.934792,7.631485,0.303307,7.772995,7.610031,0.324761,523.7211,0.434434,0.854745,98.1659,0.054438,0.440342,0.50522,204800,107258084,6198,456889,131,253,131,253
2550,48.14,35.447,7.933639,7.627625,0.306015,7.772079,7.602646,0.330993,516.1007,0.435498,0.852049,98.5502,0.053384,0.444658,0.501958,204800,105697433,6301,456701,127,255,127,255
2600,48.914,36.036,7.933256,7.628571,0.304685,7.776169,7.606628,0.326628,509.3172,0.432285,0.850313,96.8609,0.052656,0.443345,0.503999,204800,104308153,6277,457096,126,256,126,256
