epoch       0  HO=-0.0004  meanSteps=     0.0  copy=0.000  A(t)=0  sim=0.0s
epoch      50  HO=-0.0006  meanSteps=   598.3  copy=0.509  A(t)=0  sim=0.5s
epoch     100  HO=-0.0009  meanSteps=   612.0  copy=0.492  A(t)=0  sim=1.0s
epoch     150  HO=-0.0012  meanSteps=   627.0  copy=0.483  A(t)=0  sim=1.5s
epoch     200  HO=-0.0015  meanSteps=   632.4  copy=0.473  A(t)=0  sim=2.0s
epoch     250  HO=-0.0017  meanSteps=   637.7  copy=0.467  A(t)=0  sim=2.6s
epoch     300  HO=-0.0021  meanSteps=   636.8  copy=0.461  A(t)=35  sim=3.1s
epoch     350  HO=-0.0023  meanSteps=   629.4  copy=0.458  A(t)=40  sim=3.6s
epoch     400  HO=-0.0026  meanSteps=   642.1  copy=0.451  A(t)=43  sim=4.1s
epoch     450  HO=-0.0029  meanSteps=   635.5  copy=0.448  A(t)=45  sim=4.6s
epoch     500  HO=-0.0034  meanSteps=   658.3  copy=0.448  A(t)=47  sim=5.2s
epoch     550  HO=-0.0037  meanSteps=   635.4  copy=0.447  A(t)=52  sim=5.7s
epoch     600  HO=-0.0039  meanSteps=   629.9  copy=0.442  A(t)=52  sim=6.2s
epoch     650  HO=-0.0042  meanSteps=   623.7  copy=0.441  A(t)=54  sim=6.7s
epoch     700  HO=-0.0045  meanSteps=   622.7  copy=0.439  A(t)=54  sim=7.2s
epoch     750  HO=-0.0047  meanSteps=   621.1  copy=0.434  A(t)=57  sim=7.7s
epoch     800  HO=-0.0049  meanSteps=   625.9  copy=0.430  A(t)=57  sim=8.2s
epoch     850  HO=-0.0050  meanSteps=   628.0  copy=0.426  A(t)=64  sim=8.7s
epoch     900  HO=-0.0051  meanSteps=   627.4  copy=0.423  A(t)=66  sim=9.2s
epoch     950  HO=-0.0051  meanSteps=   630.4  copy=0.426  A(t)=68  sim=9.7s
epoch    1000  HO=-0.0052  meanSteps=   626.6  copy=0.426  A(t)=69  sim=10.3s
epoch    1050  HO=-0.0055  meanSteps=   611.1  copy=0.427  A(t)=72  sim=10.8s
epoch    1100  HO=-0.0057  meanSteps=   600.8  copy=0.425  A(t)=75  sim=11.3s
epoch    1150  HO=-0.0060  meanSteps=   589.5  copy=0.425  A(t)=78  sim=11.8s
epoch    1200  HO=-0.0065  meanSteps=   602.2  copy=0.424  A(t)=80  sim=12.3s
epoch    1250  HO=-0.0068  meanSteps=   605.5  copy=0.420  A(t)=82  sim=12.7s
epoch    1300  HO=-0.0069  meanSteps=   607.2  copy=0.421  A(t)=83  sim=13.2s
epoch    1350  HO=-0.0071  meanSteps=   601.8  copy=0.422  A(t)=85  sim=13.7s
epoch    1400  HO=-0.0071  meanSteps=   607.5  copy=0.422  A(t)=85  sim=14.2s
epoch    1450  HO=-0.0073  meanSteps=   604.3  copy=0.422  A(t)=86  sim=14.7s
epoch    1500  HO=-0.0075  meanSteps=   602.1  copy=0.419  A(t)=87  sim=15.2s
epoch    1550  HO=-0.0075  meanSteps=   601.7  copy=0.418  A(t)=91  sim=15.8s
epoch    1600  HO=-0.0075  meanSteps=   596.8  copy=0.418  A(t)=93  sim=16.2s
epoch    1650  HO=-0.0076  meanSteps=   612.7  copy=0.420  A(t)=95  sim=16.7s
epoch    1700  HO=-0.0077  meanSteps=   619.1  copy=0.416  A(t)=97  sim=17.2s
epoch    1750  HO=-0.0079  meanSteps=   611.1  copy=0.416  A(t)=100  sim=17.7s
epoch    1800  HO=-0.0080  meanSteps=   611.7  copy=0.413  A(t)=101  sim=18.2s
epoch    1850  HO=-0.0083  meanSteps=   625.8  copy=0.413  A(t)=104  sim=18.8s
epoch    1900  HO=-0.0085  meanSteps=   613.2  copy=0.411  A(t)=105  sim=19.3s
epoch    1950  HO=-0.0087  meanSteps=   605.1  copy=0.408  A(t)=105  sim=19.7s
epoch    2000  HO=-0.0088  meanSteps=   612.7  copy=0.409  A(t)=105  sim=20.2s
epoch    2050  HO=-0.0091  meanSteps=   605.1  copy=0.407  A(t)=105  sim=20.7s
epoch    2100  HO=-0.0092  meanSteps=   606.0  copy=0.407  A(t)=105  sim=21.2s
epoch    2150  HO=-0.0093  meanSteps=   617.3  copy=0.410  A(t)=106  sim=21.7s
epoch    2200  HO=-0.0094  meanSteps=   605.1  copy=0.408  A(t)=107  sim=22.2s
epoch    2250  HO=-0.0096  meanSteps=   617.9  copy=0.409  A(t)=109  sim=22.7s
epoch    2300  HO=-0.0095  meanSteps=   618.1  copy=0.407  A(t)=109  sim=23.2s
epoch    2350  HO=-0.0096  meanSteps=   609.5  copy=0.409  A(t)=110  sim=23.7s
