epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive
0,1.183,0.0,7.999916,8.000019,-0.000103,8.000019,8.002464,-0.002548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1867776,0,0,0,0
250,15.914,13.614,7.986817,7.901516,0.085301,7.962288,7.874065,0.112752,840.7832,0.562681,0.883003,125.9335,0.089497,0.614401,0.296102,4096000,3443848002,127923,1851870,0,0,0,0
500,30.562,27.258,7.962587,7.872406,0.090181,7.938087,7.818165,0.144422,847.301,0.6785,0.887395,153.1023,0.091336,0.584071,0.324593,4096000,3470544764,127812,1850649,0,0,0,0
750,45.221,40.724,7.936127,7.839363,0.096764,7.911358,7.778542,0.157586,829.1203,0.753116,0.886004,165.8526,0.08922,0.577302,0.333478,4096000,3396076717,127736,1849491,0,0,0,0
1000,59.867,54.02,7.905028,7.788986,0.116042,7.870872,7.725601,0.179427,808.3567,0.781813,0.886216,180.9713,0.086898,0.550193,0.362909,4096000,3311028945,127594,1846563,0,0,0,0
1250,74.893,67.723,7.88369,7.766159,0.117531,7.851231,7.697998,0.185692,828.1551,0.78667,0.89304,198.735,0.089608,0.512365,0.398026,4096000,3392123381,127851,1845233,208,208,208,208
1500,90.005,81.639,7.872942,7.759022,0.11392,7.845081,7.692242,0.1807,866.3655,0.784562,0.900091,218.1457,0.094385,0.485396,0.420219,4096000,3548633250,128177,1845778,212,218,212,218
1750,105.721,95.976,7.859829,7.743313,0.116516,7.830597,7.675755,0.184074,878.1441,0.773663,0.90391,232.6145,0.095984,0.460518,0.443498,4096000,3596878144,128356,1844208,213,229,213,229
2000,121.637,110.639,7.851826,7.746197,0.105629,7.828323,7.680336,0.17149,900.35,0.771364,0.907024,241.6011,0.098684,0.450485,0.450831,4096000,3687833634,127720,1844153,221,242,221,242
2250,137.958,125.641,7.841543,7.724091,0.117452,7.811939,7.659893,0.18165,924.938,0.765211,0.910242,256.7768,0.101746,0.441381,0.456873,4096000,3788546191,128012,1842022,230,258,230,258
2500,154.715,141.038,7.834641,7.701279,0.133362,7.791897,7.635624,0.199017,944.9749,0.761077,0.911997,262.4107,0.104107,0.446998,0.448895,4096000,3870617097,127781,1838386,244,276,244,276
2750,171.983,157.004,7.827922,7.695465,0.132456,7.787426,7.629166,0.198756,1005.57,0.759446,0.917183,280.8783,0.111431,0.446797,0.441771,4096000,4118814565,127997,1839032,255,286,255,286
3000,189.397,173.223,7.827948,7.693859,0.134089,7.786842,7.62516,0.202788,1022.119,0.752772,0.918996,280.4412,0.113495,0.441773,0.444732,4096000,4186599552,128127,1839439,260,291,260,291
3250,206.732,189.267,7.82666,7.705456,0.121204,7.794289,7.641403,0.185257,1016.5009,0.74522,0.918787,277.2162,0.112735,0.439702,0.447563,4096000,4163587546,128567,1841507,264,296,264,296
3500,224.44,205.696,7.815977,7.66283,0.153146,7.760357,7.592937,0.223039,1036.006,0.744803,0.920732,283.051,0.115182,0.43027,0.454548,4096000,4243480701,128422,1835295,268,300,268,300
