epoch,wall_s,sim_s,entropy_bits,zlib_bits,high_order_entropy,mean_steps,frac_copy_runs,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t
0,0.232,0.0,7.99958,8.002533,-0.002953,0.0,0.0,0.0,0.0,0.0,0,0,0,466944,0,0
20,0.584,0.148,7.999366,7.948486,0.05088,588.0275,0.520349,0.056201,0.615186,0.328613,81920,48171212,2642,462827,0,0
40,0.952,0.288,7.999077,7.898254,0.100823,562.4263,0.512366,0.054138,0.611255,0.334607,81920,46073966,2415,459811,0,0
60,1.331,0.472,7.998829,7.859726,0.139103,561.308,0.503455,0.05459,0.605676,0.339734,81920,45982353,2501,457583,0,0
80,1.794,0.655,7.998486,7.830856,0.167629,563.1317,0.499524,0.055286,0.599841,0.344873,81920,46131745,2508,455679,0,0
100,2.19,0.812,7.997939,7.796127,0.201812,559.2565,0.494678,0.054932,0.595166,0.349902,81920,45814290,2520,453851,89,89
120,2.623,1.038,7.997592,7.777878,0.219714,548.0044,0.489099,0.053857,0.587476,0.358667,81920,44892522,2516,452796,131,131
140,3.1,1.246,7.997159,7.744476,0.252683,541.7888,0.48678,0.053162,0.588696,0.358142,81920,44383341,2459,450752,151,151
160,3.459,1.381,7.996615,7.718903,0.277713,535.9105,0.485266,0.052502,0.58988,0.357617,81920,43901790,2561,449523,170,170
180,3.913,1.565,7.996103,7.69632,0.299783,540.3197,0.486438,0.053333,0.586621,0.360046,81920,44262993,2481,448510,184,184
200,4.287,1.756,7.995634,7.681076,0.314558,533.9285,0.483618,0.052625,0.583228,0.364148,81920,43739426,2453,448018,195,195
220,4.653,1.887,7.995287,7.664703,0.330583,526.9741,0.47771,0.052039,0.579968,0.367993,81920,43169717,2554,447196,212,213
240,4.978,2.021,7.994496,7.649231,0.345265,538.6516,0.474231,0.053357,0.579102,0.367542,81920,44126338,2501,446653,217,220
260,5.277,2.157,7.993641,7.63327,0.360371,537.7449,0.477136,0.053259,0.577515,0.369226,81920,44052066,2542,446157,224,231
280,5.571,2.287,7.993005,7.621246,0.371758,521.24,0.478186,0.051355,0.576465,0.37218,81920,42699984,2529,445756,226,233
300,5.864,2.417,7.992317,7.615097,0.37722,522.0945,0.48053,0.051648,0.574133,0.374219,81920,42769985,2475,445854,227,235
320,6.161,2.552,7.991497,7.606903,0.384594,526.3708,0.478381,0.052063,0.573657,0.37428,81920,43120299,2546,445785,231,241
340,6.455,2.682,7.990647,7.607391,0.383256,520.4646,0.476575,0.051453,0.569055,0.379492,81920,42636456,2480,446246,237,247
360,6.749,2.812,7.988841,7.592361,0.396479,511.8701,0.476599,0.050623,0.568921,0.380457,81920,41932397,2485,445814,235,249
380,7.043,2.942,7.988036,7.590469,0.397567,518.8887,0.476733,0.051392,0.571204,0.377405,81920,42507364,2510,446080,238,254
400,7.337,3.074,7.986426,7.572525,0.413901,534.7415,0.47677,0.053284,0.570166,0.37655,81920,43806025,2510,445325,240,256
420,7.653,3.226,7.985134,7.564957,0.420178,533.6397,0.474719,0.053296,0.573364,0.37334,81920,43715768,2448,445251,243,259
440,7.948,3.359,7.98393,7.56163,0.422299,540.4156,0.470776,0.054248,0.569995,0.375757,81920,44270850,2508,445486,240,262
460,8.253,3.494,7.982804,7.554306,0.428498,541.2747,0.470752,0.054248,0.57063,0.375122,81920,44341224,2577,445463,238,264
480,8.574,3.65,7.980978,7.536499,0.444479,538.6151,0.471265,0.053821,0.573157,0.373022,81920,44123351,2475,444695,243,269
500,8.875,3.782,7.979648,7.528015,0.451633,535.9184,0.471118,0.053613,0.575562,0.370825,81920,43902437,2563,444523,244,273
520,9.177,3.919,7.978326,7.513916,0.46441,540.2242,0.471082,0.054138,0.577576,0.368286,81920,44255167,2518,444036,244,275
540,9.474,4.053,7.977346,7.504303,0.473043,542.6086,0.468274,0.054456,0.580066,0.365479,81920,44450497,2492,443740,243,279
560,9.799,4.188,7.975948,7.488342,0.487605,551.9257,0.468091,0.055493,0.580054,0.364453,81920,45213757,2512,443105,242,281
580,10.107,4.332,7.974494,7.474747,0.499747,552.5616,0.46814,0.055579,0.581421,0.363,81920,45265847,2487,442761,241,283
600,10.437,4.484,7.972308,7.467407,0.504901,543.9898,0.468542,0.054761,0.581165,0.364075,81920,44563646,2537,442739,236,284
620,10.749,4.631,7.97072,7.467102,0.503618,548.0441,0.471692,0.055371,0.576392,0.368237,81920,44895770,2591,443094,234,285
640,11.095,4.766,7.968336,7.469482,0.498853,545.3139,0.469238,0.055029,0.574768,0.370203,81920,44672118,2634,443607,242,293
660,11.4,4.907,7.967316,7.463745,0.503571,550.3203,0.468958,0.055554,0.573462,0.370984,81920,45082238,2469,443770,236,294
680,11.702,5.042,7.966105,7.460876,0.505228,549.9083,0.474817,0.055554,0.575562,0.368884,81920,45048490,2526,444054,239,297
700,11.999,5.175,7.964204,7.458588,0.505616,541.1621,0.473242,0.054529,0.575623,0.369849,81920,44332000,2471,444334,239,300
720,12.298,5.31,7.961348,7.442856,0.518493,542.1104,0.475977,0.05448,0.574658,0.370862,81920,44409684,2555,443577,239,300
740,12.597,5.445,7.958715,7.430954,0.527761,537.8718,0.476294,0.053894,0.580432,0.365674,81920,44062455,2526,443156,235,302
760,12.893,5.578,7.956068,7.423172,0.532896,535.4293,0.479895,0.053625,0.583105,0.363269,81920,43862370,2410,443065,241,305
780,13.189,5.71,7.953874,7.422974,0.5309,534.3139,0.484509,0.053687,0.58468,0.361633,81920,43770997,2561,443341,241,307
800,13.506,5.845,7.952092,7.420197,0.531895,543.3281,0.48418,0.054651,0.582373,0.362976,81920,44509438,2532,443554,247,316
820,13.816,5.987,7.951023,7.418945,0.532077,538.1494,0.483472,0.054175,0.581555,0.36427,81920,44085197,2561,443882,244,316
840,14.118,6.125,7.949427,7.4133,0.536127,538.752,0.486462,0.054041,0.584802,0.361157,81920,44134565,2440,443850,242,316
860,14.42,6.259,7.948275,7.412689,0.535586,529.3556,0.484253,0.052893,0.58573,0.361377,81920,43364814,2597,444152,240,316
