epoch,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive
0,7.999641,8.000076,-0.000435,8.000076,8.002533,-0.002892,466944,0,0,0,0
500,7.98077,7.500595,0.480175,7.598358,7.471283,0.509487,442438,0,0,0,0
1000,7.921398,7.404099,0.5173,7.580032,7.366287,0.555111,445526,0,0,0,0
1500,7.843484,7.310425,0.533059,7.515213,7.260468,0.583016,443817,187,187,187,187
2000,7.773491,7.342834,0.430656,7.539673,7.284286,0.489204,449416,155,196,155,196
2500,7.708862,7.284073,0.42479,7.474716,7.216064,0.492798,449764,139,201,139,201
3000,7.676626,7.347733,0.328893,7.525986,7.27623,0.400396,454050,133,221,133,221
3500,7.634247,7.317719,0.316528,7.477356,7.246033,0.388214,453655,140,229,140,229
4000,7.600338,7.351654,0.248684,7.484406,7.277206,0.323131,455729,112,233,112,233
4500,7.616258,7.350983,0.265276,7.486877,7.283417,0.332841,455532,115,240,115,240
5000,7.613702,7.371567,0.242135,7.497635,7.303131,0.31057,456217,109,244,109,244
5500,7.585143,7.340668,0.244475,7.46434,7.282455,0.302688,455724,108,246,108,246
6000,7.571229,7.344498,0.226731,7.465515,7.288849,0.28238,456342,111,248,111,248
6500,7.56359,7.31871,0.244879,7.444687,7.267273,0.296317,455479,114,249,114,249
7000,7.530193,7.270187,0.260006,7.407227,7.219543,0.31065,455424,119,249,119,249
7500,7.502776,7.27269,0.230086,7.407654,7.229385,0.27339,456847,115,250,115,250
8000,7.494307,7.278473,0.215834,7.394684,7.228378,0.265929,456608,99,250,99,250
8500,7.473763,7.240692,0.233071,7.356049,7.190918,0.282845,454929,98,255,98,255
9000,7.479074,7.265945,0.213128,7.382812,7.221497,0.257577,456654,102,261,102,261
9500,7.501504,7.302795,0.198708,7.413544,7.255096,0.246407,456950,91,262,91,262
10000,7.525872,7.298874,0.226998,7.419815,7.260117,0.265756,455937,85,264,85,264
10500,7.541805,7.324585,0.21722,7.440247,7.278183,0.263622,456554,96,264,96,264
11000,7.516593,7.27858,0.238013,7.399155,7.237427,0.279166,455618,99,264,99,264
11500,7.512234,7.282959,0.229275,7.407181,7.242188,0.270046,456562,101,265,101,265
12000,7.500115,7.214859,0.285256,7.350342,7.174561,0.325555,453351,102,265,102,265
12500,7.501296,7.24942,0.251876,7.388199,7.207275,0.294021,455505,105,265,105,265
13000,7.510763,7.230835,0.279928,7.367706,7.184402,0.326361,453668,117,267,117,267
13500,7.51339,7.230789,0.282601,7.369095,7.181656,0.331734,453515,117,268,117,268
14000,7.486934,7.206528,0.280407,7.351791,7.161133,0.325802,454065,119,268,119,268
14500,7.48664,7.224472,0.262168,7.358826,7.172791,0.31385,454903,118,268,118,268
15000,7.483937,7.222885,0.261052,7.358917,7.175323,0.308614,454894,110,270,110,270
15500,7.476819,7.212494,0.264326,7.340302,7.15918,0.31764,453683,121,271,121,271
16000,7.469759,7.216812,0.252947,7.346985,7.171204,0.298555,455121,116,272,116,272
16500,7.494773,7.241821,0.252952,7.382919,7.194702,0.300071,455749,111,272,111,272
17000,7.523451,7.236313,0.287138,7.380585,7.180695,0.342756,453751,104,272,104,272
17500,7.523917,7.199982,0.323935,7.348816,7.147232,0.376685,451952,123,272,123,272
18000,7.5143,7.184479,0.329821,7.335571,7.130753,0.383548,452110,132,272,132,272
18500,7.502717,7.204391,0.298325,7.350006,7.145981,0.356736,453536,129,272,129,272
19000,7.510439,7.278503,0.231936,7.402847,7.22316,0.287279,456402,118,272,118,272
19500,7.500784,7.230362,0.270422,7.367783,7.190857,0.309927,454030,117,272,117,272
20000,7.527395,7.259262,0.268133,7.398376,7.207092,0.320303,454336,109,272,109,272
