epoch,wall_s,sim_s,entropy_bits,zlib_bits,high_order_entropy,mean_steps,frac_copy_runs,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t
0,0.382,0.0,7.999641,8.002533,-0.002892,0.0,0.0,0.0,0.0,0.0,0,0,0,466944,0,0
20,0.881,0.215,7.999411,7.957672,0.041739,611.4217,0.51543,0.059167,0.622644,0.318188,81920,50087669,2558,463358,0,0
40,1.252,0.409,7.999161,7.9039,0.095261,590.4112,0.506763,0.057788,0.613049,0.329163,81920,48366483,2486,459883,0,0
60,1.745,0.703,7.998875,7.862534,0.136342,575.8223,0.500793,0.056616,0.611475,0.331909,81920,47171365,2511,457476,0,0
80,2.054,0.843,7.998706,7.83136,0.167346,573.984,0.497046,0.056738,0.610352,0.33291,81920,47020770,2482,455804,0,0
100,2.429,0.989,7.998397,7.796417,0.201979,556.5198,0.493555,0.054858,0.611523,0.333618,81920,45590098,2474,453954,80,80
120,2.73,1.129,7.998099,7.77063,0.227469,567.6544,0.491296,0.05625,0.611414,0.332336,81920,46502247,2442,452569,117,118
140,3.217,1.358,7.99765,7.739853,0.257797,563.449,0.486414,0.055774,0.608459,0.335767,81920,46157742,2554,450928,146,147
160,3.667,1.501,7.996908,7.721542,0.275366,564.1242,0.492542,0.056067,0.609778,0.334155,81920,46213053,2414,449895,167,170
180,4.132,1.776,7.996286,7.685532,0.310755,552.9241,0.490649,0.054797,0.610657,0.334546,81920,45295543,2585,448135,177,181
200,4.488,1.935,7.995645,7.663742,0.331903,550.0208,0.491638,0.054504,0.613708,0.331787,81920,45057702,2373,447051,189,194
220,4.787,2.071,7.994901,7.641525,0.353376,550.0634,0.491443,0.054333,0.616797,0.32887,81920,45061192,2473,446060,199,204
240,5.086,2.207,7.994139,7.622208,0.371932,543.917,0.485596,0.053809,0.611951,0.334241,81920,44557683,2478,445332,200,207
260,5.386,2.342,7.993329,7.605148,0.388181,545.3932,0.482727,0.054016,0.612085,0.333899,81920,44678613,2470,444790,211,217
280,5.685,2.477,7.992465,7.584061,0.408405,543.1602,0.479089,0.053943,0.61377,0.332288,81920,44495680,2431,444030,213,220
300,5.985,2.61,7.991681,7.557434,0.434247,542.3862,0.480713,0.053845,0.614246,0.331909,81920,44432281,2528,442679,219,226
320,6.285,2.742,7.990822,7.548828,0.441994,535.8482,0.475952,0.053125,0.612366,0.334509,81920,43896681,2575,442707,221,229
340,6.583,2.874,7.990052,7.53801,0.452042,530.207,0.473938,0.052429,0.61239,0.335181,81920,43434555,2514,442543,223,231
360,6.884,3.008,7.989248,7.528915,0.460332,534.5343,0.47179,0.053101,0.610657,0.336243,81920,43789047,2474,442448,227,238
380,7.199,3.161,7.988303,7.51535,0.472953,541.8487,0.471326,0.053906,0.61145,0.334644,81920,44388249,2603,442066,244,257
400,7.508,3.293,7.987665,7.503265,0.484399,530.638,0.467224,0.052502,0.614246,0.333252,81920,43469868,2535,441945,240,261
420,7.801,3.424,7.986773,7.497787,0.488985,532.4218,0.469763,0.052734,0.614722,0.332544,81920,43615997,2683,442190,241,263
440,8.095,3.557,7.9849,7.487457,0.497443,537.693,0.47124,0.053503,0.612781,0.333716,81920,44047807,2511,442074,235,263
460,8.391,3.691,7.983872,7.485413,0.49846,541.8258,0.475037,0.054004,0.610559,0.335437,81920,44386373,2578,442449,238,265
480,8.69,3.825,7.982545,7.481537,0.501008,535.8359,0.477991,0.053345,0.611157,0.335498,81920,43895679,2491,442691,237,265
500,8.991,3.962,7.98077,7.471283,0.509487,540.1349,0.478503,0.053699,0.612207,0.334094,81920,44247848,2571,442438,242,271
520,9.304,4.102,7.978795,7.464172,0.514622,533.6598,0.478894,0.053137,0.612646,0.334216,81920,43717410,2525,442590,244,276
540,9.598,4.237,7.977986,7.457184,0.520802,538.4855,0.474915,0.053821,0.61095,0.335229,81920,44112736,2485,442622,247,277
560,9.92,4.373,7.97671,7.457764,0.518947,533.112,0.477539,0.053076,0.612366,0.334558,81920,43672536,2504,443049,246,279
580,10.231,4.507,7.974139,7.451797,0.522341,534.0747,0.478015,0.053162,0.610974,0.335864,81920,43751402,2493,443077,248,283
600,10.582,4.648,7.972897,7.449539,0.523357,530.6802,0.478748,0.052893,0.611328,0.335779,81920,43473322,2477,443204,246,283
620,10.934,4.821,7.970336,7.437332,0.533004,522.2225,0.479883,0.051807,0.6125,0.335693,81920,42780465,2612,442820,247,285
640,11.232,4.952,7.967361,7.420975,0.546387,523.973,0.483252,0.051733,0.615479,0.332788,81920,42923866,2485,442096,246,285
660,11.567,5.084,7.965498,7.418152,0.547346,526.342,0.485181,0.0521,0.619287,0.328613,81920,43117938,2530,442325,244,286
680,11.867,5.216,7.96198,7.413818,0.548162,531.788,0.493005,0.052698,0.619287,0.328015,81920,43564074,2443,442416,269,310
700,12.168,5.348,7.959947,7.415482,0.544466,529.659,0.490259,0.052686,0.615515,0.331799,81920,43389669,2513,442947,278,321
720,12.469,5.48,7.957189,7.406815,0.550374,524.7846,0.486194,0.051941,0.616968,0.331091,81920,42990356,2501,442834,279,322
