epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,copies_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive,distinct_tapes,distinct_labels
0,0.024,0.0,7.997125,8.000488,-0.003364,8.000488,8.003174,-0.006049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,65536,0,0,0,0,,
250,1.308,1.257,7.980419,7.924316,0.056102,7.943726,7.874756,0.105663,1160.0884,0.479387,0.911488,120.7469,9.2661,0.126883,0.623543,0.249574,256000,296982626,3990,65182,0,0,0,0,,
500,2.504,2.426,7.952739,7.736572,0.216167,7.872803,7.796509,0.156231,1074.8413,0.471887,0.905941,128.1289,10.0878,0.118379,0.621176,0.260445,256000,275159374,4007,64816,0,0,0,0,,
750,3.698,3.592,7.918522,7.564331,0.354191,7.80896,7.694214,0.224308,995.3035,0.465898,0.8971,124.8083,3.5777,0.107441,0.643719,0.24884,256000,254797701,3845,64738,0,0,0,0,,
1000,4.802,4.668,7.84201,7.391479,0.45053,7.697266,7.556519,0.285491,927.8324,0.445297,0.88817,151.5381,4.5415,0.098844,0.66273,0.238426,256000,237525103,4008,64304,0,0,0,0,,
1250,6.007,5.844,7.754914,7.189209,0.565705,7.518433,7.37085,0.384064,989.9707,0.432742,0.89349,159.2964,5.7465,0.105613,0.688312,0.206074,256000,253432505,4015,62952,0,0,0,0,,
1500,7.144,6.953,7.631086,7.093872,0.537214,7.393677,7.297729,0.333357,924.3812,0.426637,0.886264,131.3207,5.3764,0.097945,0.691461,0.210594,256000,236641584,3964,62358,2,2,2,2,,
1750,8.305,8.084,7.553461,6.984741,0.56872,7.327759,7.224121,0.32934,980.2958,0.415344,0.894387,146.5782,5.3627,0.105258,0.673328,0.221414,256000,250955730,3951,62506,4,4,4,4,,
2000,9.436,9.183,7.481547,6.917236,0.56431,7.267212,7.166626,0.314921,937.5998,0.414723,0.888502,137.8231,4.9201,0.100449,0.685891,0.21366,256000,240025559,4016,62401,4,5,4,5,,
2250,10.597,10.312,7.419038,6.890991,0.528047,7.24707,7.15625,0.262788,950.3483,0.397309,0.889194,129.0259,4.9999,0.101832,0.692219,0.205949,256000,243289173,3831,62401,5,6,5,6,,
2500,11.688,11.373,7.356502,6.865234,0.491267,7.211792,7.121094,0.235408,936.0671,0.379547,0.888717,137.6949,6.0354,0.10082,0.68568,0.2135,256000,239633173,3826,62368,5,7,5,7,,
2750,12.753,12.406,7.315435,6.811646,0.503789,7.12793,7.046021,0.269414,889.0328,0.346527,0.882663,137.5572,3.8393,0.095375,0.684363,0.220262,256000,227592409,3995,61928,4,7,4,7,,
3000,13.759,13.379,7.289433,6.778809,0.510625,7.11084,7.028931,0.260503,824.5083,0.342391,0.873606,117.8969,3.4356,0.087629,0.683496,0.228875,256000,211074137,4022,62104,4,7,4,7,,
3250,14.761,14.35,7.251385,6.797974,0.453411,7.10144,7.018311,0.233074,826.7949,0.334801,0.874093,130.1702,3.3083,0.08798,0.685922,0.226098,256000,211659497,3999,62081,3,7,3,7,,
3500,15.743,15.301,7.235012,6.750366,0.484646,7.061157,6.957886,0.277126,804.6532,0.325594,0.869357,132.7145,1.4535,0.085148,0.698883,0.215969,256000,205991214,3919,61869,3,7,3,7,,
3750,16.663,16.189,7.259703,6.790405,0.469298,7.076294,6.981934,0.27777,719.6255,0.317426,0.853443,111.012,2.6235,0.073695,0.702078,0.224227,256000,184224129,3850,61928,4,7,4,7,,
4000,17.575,17.069,7.249405,6.767578,0.481827,7.050903,6.954102,0.295304,690.6481,0.329793,0.846346,84.8482,2.9024,0.069711,0.702477,0.227812,256000,176805926,3910,61955,6,9,6,9,,
4250,18.417,17.88,7.210484,6.761597,0.448888,7.050293,6.96814,0.242345,628.1564,0.354855,0.829873,79.7279,2.3644,0.062066,0.718906,0.219027,256000,160808046,3863,61945,4,9,4,9,,
4500,19.227,18.657,7.144967,6.71521,0.429757,6.985962,6.924194,0.220772,604.6714,0.35216,0.821055,63.4524,3.6112,0.059789,0.739156,0.201055,256000,154795882,3848,61637,4,9,4,9,,
4750,20.094,19.49,7.102261,6.710205,0.392056,6.966797,6.888672,0.213589,643.277,0.354281,0.83269,65.017,3.2684,0.064426,0.733258,0.202316,256000,164678920,4023,61797,3,9,3,9,,
5000,20.941,20.304,7.045165,6.697144,0.348021,6.921387,6.875366,0.169799,657.6934,0.326844,0.837304,54.0632,3.5929,0.066008,0.724969,0.209023,256000,168369512,3900,61780,5,11,5,11,,
5250,21.851,21.179,6.998928,6.637207,0.361721,6.851318,6.802856,0.196071,724.4957,0.321578,0.852301,76.4735,4.5627,0.074703,0.721336,0.203961,256000,185470889,3783,61361,5,11,5,11,,
5500,22.789,22.063,6.94547,6.585938,0.359532,6.805298,6.762695,0.182774,735.8536,0.339801,0.855919,93.166,3.5986,0.076355,0.712652,0.210992,256000,188378516,3983,61224,7,12,7,12,,
5750,23.738,22.978,6.869584,6.548096,0.321489,6.730347,6.70752,0.162065,799.7842,0.340316,0.868447,95.2051,4.9217,0.084848,0.703648,0.211504,256000,204744762,3947,60941,8,13,8,13,,
6000,24.734,23.94,6.874997,6.520142,0.354855,6.719604,6.688843,0.186154,801.6553,0.325113,0.868445,91.0967,4.7391,0.08516,0.704953,0.209887,256000,205223764,3942,60696,8,13,8,13,,
6250,25.731,24.902,6.873787,6.557373,0.316414,6.738159,6.704102,0.169686,823.4885,0.299227,0.872883,133.1654,1.9418,0.087773,0.688941,0.223285,256000,210813049,3994,60929,8,13,8,13,,
6500,26.787,25.923,6.865993,6.550903,0.315089,6.74231,6.710693,0.155299,832.633,0.302184,0.873653,110.515,1.8245,0.087113,0.693516,0.219371,256000,213154041,3823,60844,7,13,7,13,,
6750,27.783,26.886,6.873973,6.55835,0.315623,6.761597,6.715576,0.158397,833.2011,0.325074,0.872977,106.4721,2.0903,0.087527,0.70173,0.210742,256000,213299490,3861,60975,7,13,7,13,,
7000,28.778,27.845,6.852037,6.496582,0.355455,6.697388,6.656128,0.195909,783.385,0.351227,0.863165,106.3866,3.7595,0.081223,0.721883,0.196895,256000,200546561,3932,60627,7,13,7,13,,
7250,29.768,28.799,6.783835,6.459839,0.323996,6.654053,6.604492,0.179343,759.228,0.364984,0.85777,70.7307,5.3974,0.077984,0.729496,0.19252,256000,194362367,3922,60453,7,13,7,13,,
7500,30.665,29.659,6.773899,6.427856,0.346042,6.620239,6.586914,0.186985,731.3661,0.364812,0.852122,63.8057,2.4858,0.075578,0.72918,0.195242,256000,187229723,4007,60427,7,13,7,13,,
7750,31.495,30.453,6.727958,6.345093,0.382865,6.552124,6.507446,0.220511,631.1155,0.399445,0.825658,62.9149,2.2732,0.062992,0.758023,0.178984,256000,161565561,3983,60070,11,16,11,16,,
8000,32.371,31.293,6.634529,6.260864,0.373665,6.457275,6.409668,0.224861,705.8976,0.376902,0.845915,67.3156,2.3166,0.071941,0.738965,0.189094,256000,180709792,3812,59463,11,16,11,16,,
8250,33.277,32.156,6.562461,6.163696,0.398765,6.348877,6.308594,0.253867,709.0111,0.362547,0.847516,74.0599,2.6085,0.072891,0.730555,0.196555,256000,181506854,3873,58490,12,18,12,18,,
8500,34.25,33.092,6.518598,6.122192,0.396406,6.284668,6.261353,0.257246,755.0784,0.356156,0.857828,92.5733,2.3172,0.077969,0.72025,0.201781,256000,193300082,3872,58072,13,19,13,19,,
8750,35.155,33.961,6.497025,6.111328,0.385697,6.273193,6.256714,0.240311,741.5383,0.353043,0.854,66.5956,2.1489,0.075516,0.729172,0.195312,256000,189833811,3935,58103,16,20,16,20,,
9000,36.028,34.797,6.457481,6.089111,0.36837,6.234497,6.219971,0.237511,687.4486,0.331465,0.842059,60.1157,2.5751,0.069938,0.737098,0.192965,256000,175986831,3928,57874,15,21,15,21,,
9250,36.853,35.585,6.455855,6.081665,0.37419,6.236938,6.209595,0.246261,654.0497,0.324086,0.833785,57.9905,1.6468,0.065855,0.74334,0.190805,256000,167436733,3894,57950,15,22,15,22,,
9500,37.653,36.35,6.458066,6.096191,0.361875,6.267578,6.224487,0.233579,623.341,0.339109,0.824589,49.2667,0.9507,0.062188,0.749102,0.188711,256000,159575302,3870,58420,15,22,15,22,,
9750,38.429,37.09,6.474126,6.081299,0.392827,6.241455,6.200317,0.273808,597.9888,0.345086,0.81732,47.0335,8.6247,0.058844,0.748652,0.192504,256000,153085140,3924,58285,15,23,15,23,,
