epoch,wall_s,sim_s,entropy_bits,zlib_bits,high_order_entropy,mean_steps,frac_copy_runs,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t
0,0.052,0.0,7.996763,8.003174,-0.006411,0.0,0.0,0.0,0.0,0.0,0,0,0,65536,0,0
50,0.275,0.189,7.987235,7.831543,0.155692,1355.0246,0.544668,0.150195,0.626699,0.223105,51200,69377262,807,64760,0,0
100,0.503,0.36,7.980258,7.686401,0.293857,1425.0663,0.58584,0.158574,0.602539,0.238887,51200,72963395,799,64496,0,0
150,0.782,0.558,7.975611,7.600098,0.375514,1342.4497,0.600234,0.148906,0.608535,0.242559,51200,68733426,746,64547,0,0
200,1.042,0.795,7.969999,7.509399,0.4606,1343.4138,0.610645,0.149629,0.620664,0.229707,51200,68782784,798,64587,0,0
250,1.315,1.02,7.964599,7.407593,0.557006,1228.2259,0.621328,0.135879,0.641816,0.222305,51200,62885168,761,64290,9,9
300,1.674,1.332,7.959015,7.366455,0.59256,1218.5483,0.613887,0.134961,0.648184,0.216855,51200,62389673,762,64462,12,13
350,2.029,1.639,7.95217,7.316162,0.636008,1194.0604,0.612773,0.131816,0.659746,0.208438,51200,61135895,769,64513,11,14
400,2.403,1.958,7.943613,7.260498,0.683115,1266.8302,0.608242,0.140469,0.659238,0.200293,51200,64861705,765,64512,11,14
450,2.769,2.277,7.93116,7.206787,0.724372,1276.1068,0.612246,0.141523,0.666641,0.191836,51200,65336667,804,64453,12,17
500,3.146,2.607,7.909465,7.162354,0.747111,1256.0673,0.612637,0.139414,0.668066,0.19252,51200,64310647,776,64379,14,20
550,3.52,2.932,7.866413,7.072266,0.794148,1291.3821,0.616523,0.144023,0.666406,0.18957,51200,66118763,773,63877,14,21
600,3.877,3.253,7.82712,6.981323,0.845797,1265.7463,0.618926,0.140801,0.66875,0.190449,51200,64806210,728,63377,14,23
650,4.063,3.416,7.766187,6.894287,0.8719,1285.6911,0.609668,0.143828,0.668066,0.188105,51200,65827382,789,62720,16,26
700,4.359,3.686,7.698937,6.765259,0.933678,1212.5417,0.608184,0.13457,0.68041,0.18502,51200,62082135,758,61865,23,34
750,4.691,3.992,7.639084,6.648071,0.991012,1192.0076,0.604922,0.132129,0.687578,0.180293,51200,61030787,783,61056,23,36
800,4.929,4.18,7.56916,6.579346,0.989814,1147.7927,0.611719,0.126367,0.704648,0.168984,51200,58766988,807,60682,23,37
850,5.232,4.456,7.468285,6.447876,1.020409,1131.5069,0.61582,0.125,0.706895,0.168105,51200,57933153,744,59380,28,44
900,5.447,4.616,7.421376,6.410156,1.011219,1115.5043,0.60834,0.12332,0.709414,0.167266,51200,57113821,758,59238,38,56
950,5.793,4.907,7.390878,6.337036,1.053842,1118.2951,0.605898,0.123613,0.712578,0.163809,51200,57256708,749,58659,54,72
1000,6.001,5.087,7.317538,6.232544,1.084994,1044.7405,0.614961,0.114805,0.717949,0.167246,51200,53490715,766,57808,64,81
1050,6.235,5.263,7.25018,6.153687,1.096494,1068.8082,0.618516,0.117852,0.724082,0.158066,51200,54722981,754,57303,62,83
1100,6.58,5.553,7.185722,6.093628,1.092094,1073.9137,0.631152,0.11832,0.72584,0.15584,51200,54984383,774,56820,59,83
1150,6.93,5.843,7.044144,5.92981,1.114334,1024.7959,0.620547,0.112324,0.730762,0.156914,51200,52469551,761,55526,62,88
1200,7.269,6.124,6.882689,5.734375,1.148314,978.9781,0.625801,0.106328,0.746055,0.147617,51200,50123679,811,53677,63,92
1250,7.605,6.402,6.735821,5.583252,1.152569,943.903,0.632207,0.102148,0.753672,0.14418,51200,48327832,768,52196,66,96
1300,7.876,6.611,6.568586,5.426636,1.14195,943.7925,0.641992,0.102012,0.759824,0.138164,51200,48322177,795,50749,70,104
1350,8.224,6.891,6.455525,5.339844,1.115681,901.2004,0.649609,0.096816,0.770547,0.132637,51200,46141459,842,49594,71,110
1400,8.561,7.157,6.354182,5.269775,1.084407,881.4,0.654922,0.094355,0.77584,0.129805,51200,45127682,754,48775,86,127
1450,8.89,7.417,6.22499,5.127686,1.097305,868.5111,0.670605,0.092793,0.780293,0.126914,51200,44467768,802,48205,118,161
1500,9.216,7.672,6.046154,4.952759,1.093395,825.1185,0.683027,0.087168,0.79334,0.119492,51200,42246066,835,46168,148,196
1550,9.526,7.917,5.823091,4.689819,1.133272,744.2272,0.685547,0.077324,0.796211,0.126465,51200,38104434,799,43503,165,217
1600,9.835,8.15,5.638399,4.491943,1.146456,688.0954,0.692168,0.070332,0.81002,0.119648,51200,35230482,732,41919,167,224
1650,10.133,8.375,5.440717,4.367676,1.073041,634.4108,0.696758,0.063477,0.826895,0.109629,51200,32481835,789,40173,176,234
1700,10.428,8.597,5.235912,4.170166,1.065745,616.9908,0.706387,0.061445,0.83709,0.101465,51200,31589930,788,38507,188,251
1750,10.701,8.813,5.112607,4.073975,1.038632,572.1483,0.714473,0.055684,0.843809,0.100508,51200,29293993,776,37749,211,278
1800,10.918,8.957,5.008267,4.0,1.008267,540.8582,0.739219,0.05166,0.857109,0.09123,51200,27691942,805,36689,217,285
1850,11.238,9.2,4.905666,3.912964,0.992702,541.2815,0.735039,0.051699,0.853281,0.09502,51200,27713614,765,35203,223,289
1900,11.433,9.348,4.738029,3.741943,0.996086,499.0375,0.756875,0.046445,0.863477,0.090078,51200,25550721,832,33516,211,289
1950,11.627,9.461,4.560961,3.627197,0.933764,483.1677,0.763633,0.044336,0.867734,0.08793,51200,24738188,793,32613,234,314
2000,11.766,9.56,4.419203,3.484863,0.93434,443.3095,0.761406,0.039434,0.877754,0.082812,51200,22697444,823,31760,242,324
2050,11.975,9.662,4.179933,3.339478,0.840455,408.948,0.759219,0.035176,0.884805,0.08002,51200,20938138,814,29794,250,336
2100,12.184,9.831,3.934379,3.09436,0.840018,432.1252,0.75707,0.038008,0.894707,0.067285,51200,22124810,791,27666,243,337
2150,12.325,9.923,3.723431,2.93689,0.786541,406.1163,0.770547,0.034512,0.908398,0.05709,51200,20793154,772,25625,252,339
2200,12.485,10.04,3.623882,2.870605,0.753277,370.4628,0.776699,0.030059,0.915391,0.054551,51200,18967697,746,24843,256,343
2250,12.629,10.136,3.532902,2.78894,0.743961,344.4264,0.779883,0.02627,0.927031,0.046699,51200,17634632,779,24309,272,352
2300,12.814,10.24,3.422342,2.667969,0.754373,321.5954,0.813027,0.023457,0.933711,0.042832,51200,16465685,789,23460,282,357
2350,12.942,10.323,3.279388,2.56311,0.716278,287.6356,0.800645,0.018984,0.940469,0.040547,51200,14726944,762,22438,286,358
2400,13.152,10.438,3.097885,2.439209,0.658676,291.5694,0.797012,0.019609,0.943379,0.037012,51200,14928352,772,21157,291,362
2450,13.413,10.608,3.034835,2.425659,0.609175,298.6242,0.784707,0.020684,0.945449,0.033867,51200,15289560,759,21298,295,366
2500,13.677,10.781,2.964463,2.36731,0.597154,296.5071,0.78502,0.020977,0.943008,0.036016,51200,15181162,767,20758,313,385
2550,13.868,10.927,2.94764,2.378784,0.568856,274.3647,0.784043,0.01834,0.943184,0.038477,51200,14047474,792,21141,313,389
2600,14.028,11.022,2.95518,2.428711,0.526469,293.1187,0.799648,0.020664,0.941758,0.037578,51200,15007675,804,21504,303,390
2650,14.164,11.109,2.972444,2.461914,0.51053,277.2481,0.807793,0.01875,0.938965,0.042285,51200,14195101,813,22066,296,393
2700,14.306,11.198,2.993997,2.453369,0.540628,267.4381,0.78625,0.017559,0.938086,0.044355,51200,13692829,771,21872,275,395
