# epoch 7000  H=6.4013 C=1.5147 HO=5.6180  A(t)=0
       690  ...;}..,).bl..].  e214193b7da8d32c29ae626ccca05d98
       690  F...;}..,).bl..]  46e214193b7da8d32c29ae626ccca05d
       644  .[.>.....Ss/.}.B  f25bed3eea08839bdf53732f807dc942
       610  }.P....,..0..!]+  7d0750f615e5812ce0e7300bff215d2b
       602  .c...[.>.....Ss/  a0639d01f25bed3eea08839bdf53732f
       601  ..%.4,H..eI..s..  c593251b342c48f2876549ca0573a418
       595  }#..%.4,H..eI..s  7d23c593251b342c48f2876549ca0573
       595  #..%.4,H..eI..s.  23c593251b342c48f2876549ca0573a4
# epoch 15250  H=7.5027 C=1.6386 HO=6.6687  A(t)=12381
       799  4tI....`$[>.cF..  34744994b7b0d960245b3eea6346e214
       694  kQ.....}..?.r.,.  6b51a0d79498f97d80d43f9b721b2cf2
       645  _kQ.....}..?.r.,  206b51a0d79498f97d80d43f9b721b2c
       614  ...`$[>.cF...;}.  b7b0d960245b3eea6346e214193b7da8
       612  Q.....}..?.r.,..  51a0d79498f97d80d43f9b721b2cf204
       607  .....}..?.r.,...  a0d79498f97d80d43f9b721b2cf204c7
       601  tI....`$[>.cF...  744994b7b0d960245b3eea6346e21419
       600  ....`$[>.cF...;}  94b7b0d960245b3eea6346e214193b7d
       600  I....`$[>.cF...;  4994b7b0d960245b3eea6346e214193b
       596  $[>.cF...;}..,).  245b3eea6346e214193b7da8d32c29ae
# epoch 15500  H=7.4543 C=1.5075 HO=6.6671  A(t)=12715
       812  4t...l..[[>;..j.  3474dfffe96c1fad5b5b3e3b08196a98
       787  t...l..[[>;..j..  74dfffe96c1fad5b5b3e3b08196a98e8
       782  ,Y.0..!]+].....z  2c59e7300bff215d2b5d1706eb18bb7a
       779  ...l..[[>;..j...  dfffe96c1fad5b5b3e3b08196a98e8fd
       767  ..l..[[>;..j....  ffe96c1fad5b5b3e3b08196a98e8fd09
       749  .!]+].....z....g  ff215d2b5d1706eb18bb7a04b4960267
       705  [>..F(.f..m}....  5b3eea0846289866fde46d7dc31ef68d
       705  >..F(.f..m}.....  3eea0846289866fde46d7dc31ef68df8
       704  Y.0..!]+].....z.  59e7300bff215d2b5d1706eb18bb7a04
       703  .[[>..F(.f..m}..  815b5b3eea0846289866fde46d7dc31e
# epoch 15750  H=7.4694 C=1.5423 HO=6.6852  A(t)=13050
       786  [>.9#...1}QY,...  5b3eb23923b8ee9d317d51592c0cbf99
       770  .[>.9#...1}QY,..  905b3eb23923b8ee9d317d51592c0cbf
       768  `.[>.9#...1}QY,.  60905b3eb23923b8ee9d317d51592c0c
       754  .9#...1}QY,...O.  b23923b8ee9d317d51592c0cbf994fa9
       754  >.9#...1}QY,...O  3eb23923b8ee9d317d51592c0cbf994f
       752  9#...1}QY,...O..  3923b8ee9d317d51592c0cbf994fa9a0
       752  #...1}QY,...O..]  23b8ee9d317d51592c0cbf994fa9a05d
       711  .(.....m}....h.,  0128e098e8fd096d7d8681f61568bd2c
       709  m}....h.,..0...]  6d7d8681f61568bd2cbae73001ffb75d
       706  ..1}QY,...O..]..  ee9d317d51592c0cbf994fa9a05d98c4
# epoch 16000  H=7.4917 C=1.5321 HO=6.7088  A(t)=13436
       986  }...Q4#,....s.]+  7dc31ef65134232ce41f1c0573955d2b
       974  ...Q4#,....s.]+]  c31ef65134232ce41f1c0573955d2b5d
       966  Q4#,....s.]+].w.  5134232ce41f1c0573955d2b5de477a9
       962  4#,....s.]+].w..  34232ce41f1c0573955d2b5de477a9f2
       962  #,....s.]+].w...  232ce41f1c0573955d2b5de477a9f2e4
       952  ..Q4#,....s.]+].  1ef65134232ce41f1c0573955d2b5de4
       950  .Q4#,....s.]+].w  f65134232ce41f1c0573955d2b5de477
       797  .[>.9#...1}QY,..  905b3eb23923b8ee9d317d51592c0cbf
       797  `.[>.9#...1}QY,.  60905b3eb23923b8ee9d317d51592c0c
       791  [>.9#...1}QY,...  5b3eb23923b8ee9d317d51592c0cbf99
# epoch 16250  H=7.4960 C=1.4994 HO=6.7145  A(t)=13803
       927  4t..6l...[>;..j.  3474dfff366c1fad915b3e3b08196a98
       887  ..6l...[>;..j...  dfff366c1fad915b3e3b08196a98e8fd
       887  t..6l...[>;..j..  74dfff366c1fad915b3e3b08196a98e8
       853  l...[>;..j....m}  6c1fad915b3e3b08196a98e8fd096d7d
       853  6l...[>;..j....m  366c1fad915b3e3b08196a98e8fd096d
       853  ...[>;..j....m}h  1fad915b3e3b08196a98e8fd096d7d68
       851  .6l...[>;..j....  ff366c1fad915b3e3b08196a98e8fd09
       731  4t...l..[[>;..j.  3474dfffe96c1fad5b5b3e3b08196a98
       729  ...l..[[>;..j...  dfffe96c1fad5b5b3e3b08196a98e8fd
       729  t...l..[[>;..j..  74dfffe96c1fad5b5b3e3b08196a98e8
# epoch 16500  H=7.4665 C=1.7134 HO=6.5477  A(t)=14171
       898  ...h.,..0...]+].  81f615680e2cbae73001ffb75d2b5d17
       864  }....h.,..0...]+  7d8681f615680e2cbae73001ffb75d2b
       863  [[>;.Hj.;..(}...  5b5b3e3b08486a983bfd09287dc3abc3
       859  ....h.,..0...]+]  8681f615680e2cbae73001ffb75d2b5d
       848  ..h.,..0...]+].l  f615680e2cbae73001ffb75d2b5d176c
       831  .h.,..0...]+].l.  15680e2cbae73001ffb75d2b5d176c8f
       824  h.,..0...]+].l..  680e2cbae73001ffb75d2b5d176c8f18
       813  ..0...]+].l.....  bae73001ffb75d2b5d176c8f18bbc104
       811  ,..0...]+].l....  2cbae73001ffb75d2b5d176c8f18bbc1
       811  .,..0...]+].l...  0e2cbae73001ffb75d2b5d176c8f18bb
# epoch 16750  H=7.4844 C=1.5086 HO=6.6978  A(t)=14537
      1065  [>;#(.....m}....  5b3e3b2328e006e8c6dd6d7d86811a15
      1021  (.....m}....h.,X  28e006e8c6dd6d7d86811a1568bd2c58
      1017  #(.....m}....h.,  2328e006e8c6dd6d7d86811a1568bd2c
      1005  >;#(.....m}....h  3e3b2328e006e8c6dd6d7d86811a1568
       990  l..[[>;..j.....}  6c1fad5b5b3e3b08016a98e8fd93a37d
       990  ;#(.....m}....h.  3b2328e006e8c6dd6d7d86811a1568bd
       987  .[[>;..j.....}..  ad5b5b3e3b08016a98e8fd93a37dc31d
       982  >;..j.....}.....  3e3b08016a98e8fd93a37dc31d9da5e5
       973  ..[[>;..j.....}.  1fad5b5b3e3b08016a98e8fd93a37dc3
       961  [[>;..j.....}...  5b5b3e3b08016a98e8fd93a37dc31d9d
# epoch 17000  H=7.4999 C=1.5559 HO=6.7104  A(t)=14924
       882  ...].].J....K.Z.  010fb75d135d174a8f18bbc14bfd5a02
       872  .].].J....K.Z.T.  b75d135d174a8f18bbc14bfd5a025496
       872  ..].].J....K.Z.T  0fb75d135d174a8f18bbc14bfd5a0254
       870  ....].].J....K.Z  bf010fb75d135d174a8f18bbc14bfd5a
       784  #(.....m}....h.,  2328e006e8c6dd6d7d86811a1568bd2c
       776  .].J....K.Z.T..:  135d174a8f18bbc14bfd5a025496983a
       754  ].].J....K.Z.T..  5d135d174a8f18bbc14bfd5a02549698
       726  ...[[>q....f...}  b4e2815b5b3e710b84189866fd09b47d
       721  >;#(.....m}....h  3e3b2328e006e8c6dd6d7d86811a1568
       721  ;#(.....m}....h.  3b2328e006e8c6dd6d7d86811a1568bd
# epoch 17250  H=7.5144 C=1.5785 HO=6.7294  A(t)=15241
       765  %N.6.......].*..  254e0636f1de8eba848e175d152a1ea3
       709  ._%N.6.......].*  d35f254e0636f1de8eba848e175d152a
       703  _%N.6.......].*.  5f254e0636f1de8eba848e175d152a1e
       689  !._%N.6.......].  21d35f254e0636f1de8eba848e175d15
       667  .!._%N.6.......]  9921d35f254e0636f1de8eba848e175d
       631  s.]+].w.....!<..  73955d2b5de477a9ff1bbc17213c1d18
       624  4tIp....$[>.cF..  34744970b7b0d996245b3eea63469b14
       620  ,..bf..]..p...eh  2cd7ae6266cca05d989370990bdf6568
       614  m}...Q4#,....s.]  6d7dc31ef65134232ce4cc1c0573955d
       612  .,..bf..]..p...e  af2cd7ae6266cca05d989370990bdf65
# epoch 17500  H=7.5119 C=1.5725 HO=6.7280  A(t)=15729
       923  .,..0ns.]+].....  fc2ce4b1306e73025d2b5d118fa9f2e4
       919  &.,..0ns.]+]....  26fc2ce4b1306e73025d2b5d118fa9f2
       917  ,..0ns.]+]......  2ce4b1306e73025d2b5d118fa9f2e4d1
       913  Q&.,..0ns.]+]...  5126fc2ce4b1306e73025d2b5d118fa9
       913  /Q&.,..0ns.]+]..  2f5126fc2ce4b1306e73025d2b5d118f
       863  ..0ns.]+].......  e4b1306e73025d2b5d118fa9f2e4d18b
       863  .0ns.]+]........  b1306e73025d2b5d118fa9f2e4d18b85
       842  .}.P/Q&.,..0ns.]  a77d01502f5126fc2ce4b1306e73025d
       842  }.P/Q&.,..0ns.]+  7d01502f5126fc2ce4b1306e73025d2b
       842  .P/Q&.,..0ns.]+]  01502f5126fc2ce4b1306e73025d2b5d
# epoch 17750  H=7.5304 C=1.5570 HO=6.7471  A(t)=16281
       666  ...[>.....f..m}.  e281155b3eb908cef5986696f76d7dc3
       666  ..[>.....f..m}..  81155b3eb908cef5986696f76d7dc31e
       666  .[>.....f..m}...  155b3eb908cef5986696f76d7dc31ef6
       650  k...[>.....f..m}  6be281155b3eb908cef5986696f76d7d
       582  4t..gk...[>.....  3474ac88676be281155b3eb908cef598
       574  4#,....#.]+].wP.  34232ce4ccc10523955d2b5de47750f2
       562  ,....#.]+].wP..^  2ce4ccc10523955d2b5de47750f21b5e
       559  ....#.]+].wP..^.  e4ccc10523955d2b5de47750f21b5e17
       546  #,....#.]+].wP..  232ce4ccc10523955d2b5de47750f21b
       542  .3.....j.T..1g..  e433a9f2e4bc8b6aee5418853167c695
# epoch 18000  H=7.5373 C=1.5410 HO=6.7566  A(t)=16724
       732  ..'A[>;..j.....}  9e1f27415b3e3b8ee46a89aa8388a67d
       730  ...'A[>;..j.....  e99e1f27415b3e3b8ee46a89aa8388a6
       726  .'A[>;..j.....}.  1f27415b3e3b8ee46a89aa8388a67ddd
       711  .~.....]C.@d,:.k  177e9518bbc1045d430240642c3ae16b
       693  >.....f.2m}...N.  3edd0884f59866fd326d7dc31ef64e9c
       688  'A[>;..j.....}..  27415b3e3b8ee46a89aa8388a67ddd81
       676  A[>;..j.....}..l  415b3e3b8ee46a89aa8388a67ddd816c
       655  .>.....f.2m}...N  b73edd0884f59866fd326d7dc31ef64e
       654  .[.>.....f.2m}..  815bb73edd0884f59866fd326d7dc31e
       654  [.>.....f.2m}...  5bb73edd0884f59866fd326d7dc31ef6
# epoch 18250  H=7.5291 C=1.5672 HO=6.7346  A(t)=17087
       863  0ns.]+]........*  306e73055d2b5d118feaf2e4eb81852a
       820  .0ns.]+]........  b1306e73055d2b5d118feaf2e4eb8185
       747  ,..0ns.]+]......  2ca1b1306e73055d2b5d118feaf2e4eb
       730  ..0ns.]+].......  a1b1306e73055d2b5d118feaf2e4eb81
       698  s.]+]........*.G  73055d2b5d118feaf2e4eb81852afd47
       686  ns.]+]........*.  6e73055d2b5d118feaf2e4eb81852afd
       670  ]........*.G4...  5d118feaf2e4eb81852afd4734148e0e
       655  [>;..j.....}..l.  5b3e3b8ee46a89aa8388a67ddd816c0e
       655  A[>;..j.....}..l  415b3e3b8ee46a89aa8388a67ddd816c
       651  ...'A[>;..j.....  e99e1f27415b3e3b8ee46a89aa8388a6
# epoch 18500  H=7.4589 C=1.5497 HO=6.6754  A(t)=17483
      1353  .0ns.]+]........  b1306e73055d2b5d118feaf2e4eb8185
      1352  0ns.]+]........*  306e73055d2b5d118feaf2e4eb81852a
      1089  L.A.[>.:.Wu*.e.}  4c1241ba5b3ebf3a1757752a8e65bf7d
      1086  s.]+]........*.G  73055d2b5d118feaf2e4eb81852afd47
      1037  ...4#,F...z.]+].  1ef6a834232c46fa1c057aee5d2b5d0e
      1022  ns.]+]........*.  6e73055d2b5d118feaf2e4eb81852afd
       884  .4#,F...z.]+].wA  a834232c46fa1c057aee5d2b5d0e7741
       871  .}....4#,F...z.]  9a7dc31ef6a834232c46fa1c057aee5d
       861  ...z.]+].wA....j  fa1c057aee5d2b5d0e7741f2e4f58b6a
       860  4#,F...z.]+].wA.  34232c46fa1c057aee5d2b5d0e7741f2
# epoch 18750  H=7.4862 C=1.5385 HO=6.7020  A(t)=17906
       926  4#,F...z.]+].wA.  34232c46fa1c057aee5d2b5d0e7741f2
       818  #,F...z.]+].wA..  232c46fa1c057aee5d2b5d0e7741f2e4
       796  ..4#,F...z.]+].w  f6a834232c46fa1c057aee5d2b5d0e77
       793  ..z.]+].wA....j.  1c057aee5d2b5d0e7741f2e4f58b6aee
       785  ...z.]+].wA....j  fa1c057aee5d2b5d0e7741f2e4f58b6a
       778  F...z.]+].wA....  46fa1c057aee5d2b5d0e7741f2e4f58b
       778  ,F...z.]+].wA...  2c46fa1c057aee5d2b5d0e7741f2e4f5
       762  .4#,F...z.]+].wA  a834232c46fa1c057aee5d2b5d0e7741
       683  t...i..[[>m;R..7  7401e59d691e815b5b3e6d3b52f58137
       683  4t...i..[[>m;R..  347401e59d691e815b5b3e6d3b52f581
# epoch 19000  H=7.5229 C=1.4829 HO=6.7386  A(t)=18257
       801  e.}x.M%..,%."..B  65a17d78c54d25afd12c25f222fe1642
       801  [>..1......}....  5b3eea0831e48a05ab09a77d017fb7c7
       788  .}x.M%..,%."..Bf  a17d78c54d25afd12c25f222fe164266
       772  Wu*.e.}x.M%..,%.  57752a1765a17d78c54d25afd12c25f2
       770  u*.e.}x.M%..,%."  752a1765a17d78c54d25afd12c25f222
       749  .4.[[>..1......}  d634a45b5b3eea0831e48a05ab09a77d
       743  [[>..1......}...  5b5b3eea0831e48a05ab09a77d017fb7
       742  .e.}x.M%..,%."..  1765a17d78c54d25afd12c25f222fe16
       741  4.[[>..1......}.  34a45b5b3eea0831e48a05ab09a77d01
       731  .}....&K,..0ns.]  a77d017fb7c7264b2ca1b1306e73055d
# epoch 19250  H=7.5320 C=1.5664 HO=6.7220  A(t)=18661
       868  ..@..,Hce.N*.'.F  c59340afd12c486365fe4e2aff271446
       821  ,Hce.N*.'.F0],..  2c486365fe4e2aff271446305d2cd2f5
       820  ce.N*.'.F0],....  6365fe4e2aff271446305d2cd2f5e90d
       820  Hce.N*.'.F0],...  486365fe4e2aff271446305d2cd2f5e9
       785  .,Hce.N*.'.F0],.  d12c486365fe4e2aff271446305d2cd2
       777  .@..,Hce.N*.'.F0  9340afd12c486365fe4e2aff27144630
       777  @..,Hce.N*.'.F0]  40afd12c486365fe4e2aff271446305d
       775  ..,Hce.N*.'.F0],  afd12c486365fe4e2aff271446305d2c
       768  .[[>..1......}..  a45b5b3eea0831e48a05ab09a77d017f
       746  .F0],....N.jK[4.  1446305d2cd2f5e90d4e936a4b5b34e3
# epoch 19500  H=7.3863 C=1.5504 HO=6.5961  A(t)=18970
       804  4t...i..[[>m;R..  347401e512691e875b5b3e6d3b52e41f
       704  }....\#,....4.]+  7d811ef6a85c232c14fa1c0534ee5d2b
       698  .\#,....4.]+].wA  a85c232c14fa1c0534ee5d2b5d0e7741
       698  K}....\#,....4.]  4b7d811ef6a85c232c14fa1c0534ee5d
       696  ..\#,....4.]+].w  f6a85c232c14fa1c0534ee5d2b5d0e77
       694  ...\#,....4.]+].  1ef6a85c232c14fa1c0534ee5d2b5d0e
       678  ....\#,....4.]+]  811ef6a85c232c14fa1c0534ee5d2b5d
       670  s.]+]........*.G  73055d2b5d118fea97bceb81852afd47
       664  4t=/.L.A.[>.:.Wu  34743d2f834c1241ba5b3ebf3a175775
       662  L.A.[>.:.Wu*.e.}  4c1241ba5b3ebf3a1757752a8e65bf7d
# epoch 19750  H=7.4200 C=1.5325 HO=6.6388  A(t)=19335
      1166  f,..0ns.]+].....  662ca1b1306e73055d2b5d118fea97bc
      1166  &f,..0ns.]+]....  26662ca1b1306e73055d2b5d118fea97
      1120  .&f,..0ns.]+]...  c726662ca1b1306e73055d2b5d118fea
      1119  ..&f,..0ns.]+]..  b7c726662ca1b1306e73055d2b5d118f
      1088  .....[[>..1.....  b9bad608a45b5b3eea0831e48a05ab09
      1058  ...[[>..1......}  d608a45b5b3eea0831e48a05ab09fc7d
      1048  4t......[[>..1..  34749eb9bad608a45b5b3eea0831e48a
      1046  t......[[>..1...  749eb9bad608a45b5b3eea0831e48a05
       986  ......[[>..1....  9eb9bad608a45b5b3eea0831e48a05ab
       946  ....[[>..1......  bad608a45b5b3eea0831e48a05ab09fc
# epoch 20000  H=7.4339 C=1.5509 HO=6.6541  A(t)=19625
       876  ....&.,...;s.]+]  017fb7c726852c03b1a83b73055d2b5d
       875  }....&.,...;s.]+  7d017fb7c726852c03b1a83b73055d2b
       855  .}....&.,...;s.]  0b7d017fb7c726852c03b1a83b73055d
       853  ..}....&.,...;s.  090b7d017fb7c726852c03b1a83b7305
       847  ..[[>..1......}.  08a45b5b3eea0831e48a05ab09fc7d01
       780  ...&.,...;s.]+].  7fb7c726852c03b1a83b73055d2b5d11
       739  ...[[>..1......}  d608a45b5b3eea0831e48a05ab09fc7d
       723  ....[[>..1......  bad608a45b5b3eea0831e48a05ab09fc
       696  ,..r.]k....(...z  2c888072fa5d6bf1b1f01e288f03bb7a
       686  ..r.]k....(...z.  888072fa5d6bf1b1f01e288f03bb7a04
# epoch 20250  H=7.5034 C=1.4828 HO=6.7291  A(t)=20017
       845  4t.m.i..[.>m....  3474fa6d9d69ef815bc53e6de1b9f5e8
       762  >..F...;}..,4x/.  3e05b346d8a19c3b7dc70a2c34782f02
       761  [>..F...;}..,4x/  5b3e05b346d8a19c3b7dc70a2c34782f
       758  ..F...;}..,4x/.6  05b346d8a19c3b7dc70a2c34782f0236
       746  F...;}..,4x/.6.]  46d8a19c3b7dc70a2c34782f0236805d
       741  .....O[>.?.....}  a9eaabd62e4f5b3ee33ff1d8f7fd0a7d
       730  .F...;}..,4x/.6.  b346d8a19c3b7dc70a2c34782f023680
       727  ].$s].;U.z....Yb  5df724735de03b55c07a7fdda8ff5962
       725  .].$s].;U.z....Y  075df724735de03b55c07a7fdda8ff59
       724  ...;}..,4x/.6.]n  d8a19c3b7dc70a2c34782f0236805d6e
# epoch 20500  H=7.3052 C=1.5578 HO=6.5080  A(t)=20428
      1325  .}....&i,..Q;s.]  a77d0180b71826692c03b1513b73055d
      1324  ..}....&i,..Q;s.  09a77d0180b71826692c03b1513b7305
      1323  }....&i,..Q;s.]+  7d0180b71826692c03b1513b73055d2b
      1320  ....&i,..Q;s.]+]  0180b71826692c03b1513b73055d2b5d
      1238  ...&i,..Q;s.]+].  80b71826692c03b1513b73055d2b5d11
      1222  4tJ..6..[[>..1..  34744ab90a36a87f5b5b3eea9731e48a
      1175  S..}....&i,..Q;s  5309a77d0180b71826692c03b1513b73
      1160  ..&i,..Q;s.]+]..  b71826692c03b1513b73055d2b5d118f
      1078  .&i,..Q;s.]+]...  1826692c03b1513b73055d2b5d118fea
      1070  &i,..Q;s.]+]...?  26692c03b1513b73055d2b5d118fea3f
# epoch 20750  H=7.4056 C=1.5320 HO=6.6244  A(t)=20839
       935  .&i,..Q;s.]+]...  1826692c03b1513b73055d2b5d118fea
       923  &i,..Q;s.]+]...?  26692c03b1513b73055d2b5d118fea3f
       869  .}....&i,..Q;s.]  a77d0180b71826692c03b1513b73055d
       867  }....&f,..0ns.]+  7d01beb7c726662ca1b1306e73055d2b
       867  ..}....&i,..Q;s.  09a77d0180b71826692c03b1513b7305
       867  ....&f,..0ns.]+]  01beb7c726662ca1b1306e73055d2b5d
       862  f,..0ns.]+].....  662ca1b1306e73055d2b5d118fea97c8
       862  4t......[[>..1..  34749eb9bad608a45b5b3eea0831e48a
       858  t......[[>..1...  749eb9bad608a45b5b3eea0831e48a05
       856  &f,..0ns.]+]....  26662ca1b1306e73055d2b5d118fea97
# epoch 21000  H=7.4381 C=1.5288 HO=6.6625  A(t)=21284
       885  }....&f,..0ns.]+  7d01beb7c726662ca1b1306e73055d2b
       863  ....&f,..0ns.]+]  01beb7c726662ca1b1306e73055d2b5d
       799  ...S..}....&i,..  e48adb5309a77d0180b71826692c03b1
       769  4tJ..6..[[>..1..  34744ab90a36a87f5b5b3eea9731e48a
       729  .[>w.F....}..,4x  0b5b3e77b346d8f7078e7dc70a2c3478
       727  [>w.F....}..,4x/  5b3e77b346d8f7078e7dc70a2c34782f
       725  H.[>w.F....}..,4  480b5b3e77b346d8f7078e7dc70a2c34
       677  ..&f,..0ns.]+]..  b7c726662ca1b1306e73055d2b5db18f
       674  .&f,..0ns.]+]...  c726662ca1b1306e73055d2b5db18f91
       669  ...&f,..0ns.]+].  beb7c726662ca1b1306e73055d2b5db1
# epoch 21250  H=7.4006 C=1.4775 HO=6.6172  A(t)=21611
      1307  ...S..}....&i,..  e48adb5309a77d0180b71826692c03b1
       945  4t;....'f[>.lF.'  34743ba1f384d627665b3e1a6c46ed27
       941  t;....'f[>.lF.'9  743ba1f384d627665b3e1a6c46ed2739
       908  F....}..,4x/85.]  46d8f7078e7dc70a2c34782f3835805d
       876  S..}....&i,..Q;s  5309a77d0180b71826692c03b1513b73
       868  >..j...S..}....&  3eea976ae48adb5309a77d0180b71826
       859  .S..}....&i,..Q;  db5309a77d0180b71826692c03b1513b
       845  ....'f[>.lF.'9.}  a1f384d627665b3e1a6c46ed2739177d
       836  .j...S..}....&i,  976ae48adb5309a77d0180b71826692c
       835  4tJ..6..[[>..1..  34744ab90a36a87f5b5b3eea9731e48a
# epoch 21500  H=7.4655 C=1.5230 HO=6.6832  A(t)=22084
       865  4t;....'f[>.lF.'  34743ba1f384d627665b3e1a6c46ed27
       855  &.,..Q;s.]+]..S?  26ad2c03b1513b73055d2b5d118f533f
       817  t;....'f[>.lF.'9  743ba1f384d627665b3e1a6c46ed2739
       791  .,..Q;s.]+]..S?.  ad2c03b1513b73055d2b5d118f533fe4
       730  ,..Q;s.]+]..S?..  2c03b1513b73055d2b5d118f533fe4eb
       706  tI.....O[>e?....  7449ddeaabd62e4f5b3e653ff1d8f7fd
       706  4tI.....O[>e?...  347449ddeaabd62e4f5b3e653ff1d8f7
       688  .....O[>e?.....}  ddeaabd62e4f5b3e653ff1d8f7fd0a7d
       682  ....O[>e?.....}V  eaabd62e4f5b3e653ff1d8f7fd0a7d56
       680  I.....O[>e?.....  49ddeaabd62e4f5b3e653ff1d8f7fd0a
# epoch 21750  H=7.5004 C=1.5211 HO=6.7257  A(t)=22509
       686  ......i..."4....  118feaf2d3eb69140c85223407cb0efe
       653  i.[^>V......C.}.  69815b5e3e56c584f59818fd43ee7ddf
       651  .i.[^>V......C.}  8c69815b5e3e56c584f59818fd43ee7d
       644  .i.]+@......i...  d169fc5d2b40118feaf2d3eb69140c85
       644  y.i.]+@......i..  79d169fc5d2b40118feaf2d3eb69140c
       644  i.]+@......i..."  69fc5d2b40118feaf2d3eb69140c8522
       639  4t.l..i.[^>V....  3474136c188c69815b5e3e56c584f598
       637  .[^>V......C.}..  815b5e3e56c584f59818fd43ee7ddfcf
       634  .y.i.]+@......i.  b179d169fc5d2b40118feaf2d3eb6914
       626  .}....&i,...;s.]  a77d0180b71826692c03b1b43b73055d
# epoch 22000  H=7.4984 C=1.5138 HO=6.7243  A(t)=22833
       858  4t.......[>.....  347405f30680a1a4935b3eeaac9da58a
       824  t.......[>......  7405f30680a1a4935b3eeaac9da58a87
       816  .......[>......h  05f30680a1a4935b3eeaac9da58a8768
       810  ......[>......h.  f30680a1a4935b3eeaac9da58a8768d4
       798  .y.i.]+@......i.  b179d169fc5d2b40118feaf2d3eb6914
       797  @......i..."4...  40118feaf2d3eb69140c85223407cb0e
       792  y.i.]+@......i..  79d169fc5d2b40118feaf2d3eb69140c
       790  .i.]+@......i...  d169fc5d2b40118feaf2d3eb69140c85
       788  .]+@......i..."4  fc5d2b40118feaf2d3eb69140c852234
       788  i.]+@......i..."  69fc5d2b40118feaf2d3eb69140c8522
# epoch 22250  H=7.5302 C=1.5092 HO=6.7564  A(t)=23279
       794  .D.}.%,4x/.5.]w.  f7448e7dc7252c34782f0235805d77ad
       791  x..}..,4kwvK.]`$  78fd977d880a2c346b77764b075d6024
       789  .x..}..,4kwvK.]`  d878fd977d880a2c346b77764b075d60
       783  ;.x..}..,4kwvK.]  3bd878fd977d880a2c346b77764b075d
       740  .}.%,4x/.5.]w...  8e7dc7252c34782f0235805d77ad1b8e
       716  D.}.%,4x/.5.]w..  448e7dc7252c34782f0235805d77ad1b
       699  }.%,4x/.5.]w....  7dc7252c34782f0235805d77ad1b8ee0
       695  ..}..,4kwvK.]`$l  fd977d880a2c346b77764b075d60246c
       683  ..D.}.%,4x/.5.]w  d8f7448e7dc7252c34782f0235805d77
       645  .}&.,..\v2.]..=c  177d260a2c09bb5c7632805db08c3d63
# epoch 22500  H=7.5409 C=1.4931 HO=6.7660  A(t)=23666
      1160  ..O[>e?.....}.H,  d62e4f5b3e653ff1d8f7fd0a7dc9482c
      1111  ...O[>e?.....}.H  abd62e4f5b3e653ff1d8f7fd0a7dc948
      1021  ....O[>e?.....}.  eaabd62e4f5b3e653ff1d8f7fd0a7dc9
       871  tI.....O[>e?....  7449ddeaabd62e4f5b3e653ff1d8f7fd
       871  4tI.....O[>e?...  347449ddeaabd62e4f5b3e653ff1d8f7
       849  .....O[>e?.....}  ddeaabd62e4f5b3e653ff1d8f7fd0a7d
       849  I.....O[>e?.....  49ddeaabd62e4f5b3e653ff1d8f7fd0a
       797  4t.......[>.....  347405f30680a1a4935b3ef9ac9da58a
       777  .,b'..:.]....Q..  be2c62271c993a165de0a39d1c51859f
       765  ,b'..:.]....Q...  2c62271c993a165de0a39d1c51859fc4
# epoch 22750  H=7.5377 C=1.5141 HO=6.7417  A(t)=24068
      1252  ..&i,...;;.]+]..  b71826692c03b1b43b3b055d2b5d0112
      1226  ,...;;.]+]...?..  2c03b1b43b3b055d2b5d0112193fe4eb
      1218  ...;;.]+]...?..|  03b1b43b3b055d2b5d0112193fe4eb7c
      1198  .&i,...;;.]+]...  1826692c03b1b43b3b055d2b5d011219
      1192  i,...;;.]+]...?.  692c03b1b43b3b055d2b5d0112193fe4
      1188  &i,...;;.]+]...?  26692c03b1b43b3b055d2b5d0112193f
      1156  }....&i,...;;.]+  7da6c4b71826692c03b1b43b3b055d2b
      1145  ...&i,...;;.]+].  c4b71826692c03b1b43b3b055d2b5d01
      1125  ....&i,...;;.]+]  a6c4b71826692c03b1b43b3b055d2b5d
      1098  .}....&i,...;;.]  a77da6c4b71826692c03b1b43b3b055d
# epoch 23000  H=7.3482 C=1.5148 HO=6.5550  A(t)=24482
      1871  ,...;;.]+]...?..  2c03b1b43b3b055d2b5d0112193fe4eb
      1831  ...;;.]+]...?..|  03b1b43b3b055d2b5d0112193fe4eb7c
      1802  &i,...;;.]+]...?  26692c03b1b43b3b055d2b5d0112193f
      1802  .&i,...;;.]+]...  1826692c03b1b43b3b055d2b5d011219
      1781  i,...;;.]+]...?.  692c03b1b43b3b055d2b5d0112193fe4
      1765  .}....&i,...;;.]  a77da6c4b71826692c03b1b43b3b055d
      1713  }....&i,...;;.]+  7da6c4b71826692c03b1b43b3b055d2b
      1624  ..&i,...;;.]+]..  b71826692c03b1b43b3b055d2b5d0112
      1602  3...}....&i,...;  33ce09a77da6c4b71826692c03b1b43b
      1588  ..KjnA..}...u&i,  97144b6a6e41098e7db098b77526692c
# epoch 23250  H=7.4312 C=1.5297 HO=6.6471  A(t)=24798
      1003  .j......}.C.0&Y,  976a9d94db9489ee7d0143b73026592c
       961  .}.C.0&Y,..Q;..]  ee7d0143b73026592c03b1513b10805d
