epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive
0,1.691,0.0,7.999901,8.000019,-0.000118,8.000019,8.002464,-0.002563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1867776,0,0,0,0
250,23.142,20.34,7.988058,7.905231,0.082827,7.965584,7.879707,0.108351,831.5133,0.564662,0.880991,122.6691,0.088354,0.618298,0.293348,4096000,3405878601,128307,1852976,0,0,0,0
500,45.512,41.276,7.967818,7.887043,0.080775,7.94281,7.836033,0.131785,844.1549,0.665559,0.886327,149.1887,0.090937,0.589861,0.319202,4096000,3457658569,127814,1851836,0,0,0,0
750,67.346,61.792,7.940773,7.839226,0.101547,7.911804,7.778431,0.162342,820.183,0.750083,0.883897,155.3201,0.088083,0.585464,0.326454,4096000,3359469661,127959,1848437,0,0,0,0
1000,88.942,81.651,7.910515,7.79483,0.115685,7.878784,7.73032,0.180195,817.5295,0.785774,0.885502,174.1318,0.087869,0.567691,0.34444,4096000,3348600664,127821,1846465,0,0,0,0
1250,111.623,102.605,7.887227,7.765087,0.12214,7.85442,7.697754,0.189473,835.9387,0.802657,0.890162,199.0602,0.090196,0.5459,0.363904,4096000,3424004771,127703,1844973,207,207,207,207
1500,136.008,125.021,7.868604,7.737041,0.131563,7.829697,7.666485,0.20212,885.5192,0.800643,0.899058,221.0836,0.096327,0.516809,0.386865,4096000,3627086618,128464,1841961,218,224,218,224
1750,159.387,146.932,7.861058,7.732056,0.129002,7.826477,7.664188,0.196869,919.9276,0.788878,0.905759,240.5468,0.100832,0.483904,0.415264,4096000,3768023323,127502,1841872,227,239,227,239
2000,183.72,169.417,7.85143,7.71825,0.13318,7.815258,7.653351,0.198079,925.9431,0.775504,0.908412,245.0298,0.101659,0.464095,0.434246,4096000,3792663087,128193,1840702,238,255,238,255
2250,209.932,193.68,7.841687,7.717197,0.12449,7.804543,7.643898,0.197789,975.1436,0.765562,0.914534,268.1342,0.107733,0.447937,0.44433,4096000,3994188070,127601,1840571,251,275,251,275
2500,235.966,218.349,7.83684,7.706505,0.130335,7.798134,7.639301,0.197539,992.6564,0.768122,0.915707,276.4361,0.109841,0.449794,0.440365,4096000,4065920622,127777,1839602,250,284,250,284
2750,261.111,241.799,7.833772,7.729435,0.104337,7.813225,7.666908,0.166864,979.5492,0.760901,0.915076,276.264,0.108281,0.44531,0.44641,4096000,4012233343,128063,1844456,257,294,257,294
