epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive
0,0.052,0.0,7.997252,8.000488,-0.003236,8.000488,8.003174,-0.005922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,65536,0,0,0,0
50,0.497,0.396,7.983831,7.842163,0.141668,7.886719,7.811401,0.17243,1586.0514,0.538379,0.934924,184.3599,0.177129,0.588906,0.233965,51200,81205833,794,64540,0,0,0,0
100,0.973,0.818,7.976942,7.68335,0.293592,7.87207,7.711792,0.26515,1694.4306,0.568965,0.940319,221.2301,0.193164,0.563926,0.24291,51200,86754845,764,64517,0,0,0,0
150,1.398,1.2,7.970232,7.598877,0.371355,7.855835,7.602905,0.367327,1678.5964,0.596465,0.939149,209.7068,0.191895,0.570234,0.237871,51200,85944135,743,64508,0,0,0,0
200,1.727,1.503,7.964527,7.54248,0.422046,7.824829,7.509155,0.455371,1594.7061,0.616172,0.935417,198.351,0.181934,0.582285,0.235781,51200,81648952,790,64358,0,0,0,0
250,2.136,1.886,7.954497,7.464722,0.489775,7.806396,7.427124,0.527373,1539.222,0.616562,0.932675,188.7973,0.175176,0.596641,0.228184,51200,78808164,770,64401,0,0,0,0
300,2.526,2.202,7.940851,7.372192,0.568658,7.758911,7.344238,0.596612,1451.2072,0.61709,0.928347,180.8584,0.163965,0.601465,0.23457,51200,74301810,838,64347,13,13,13,13
350,2.922,2.57,7.932705,7.389893,0.542813,7.750732,7.299194,0.633511,1437.4301,0.612188,0.927968,165.7719,0.162285,0.598359,0.239355,51200,73596419,813,64357,13,14,13,14
400,3.429,3.051,7.922118,7.342041,0.580077,7.719727,7.263184,0.658935,1416.4247,0.607285,0.926738,161.2304,0.16,0.603594,0.236406,51200,72520944,774,64396,14,15,14,15
450,3.785,3.351,7.898674,7.312866,0.585808,7.703857,7.203735,0.694938,1353.4192,0.608301,0.923092,155.557,0.15248,0.608887,0.238633,51200,69295061,813,64135,16,18,16,18
500,4.116,3.653,7.875439,7.292603,0.582837,7.660522,7.150635,0.724804,1369.058,0.599863,0.924609,159.2649,0.153984,0.600547,0.245469,51200,70095770,770,63908,18,20,18,20
550,4.522,4.031,7.831293,7.197632,0.633661,7.591187,7.060303,0.77099,1365.9618,0.605469,0.923729,156.8951,0.153887,0.613086,0.233027,51200,69937243,744,63388,18,21,18,21
600,4.958,4.407,7.799403,7.181274,0.618129,7.491577,6.987427,0.811977,1359.95,0.609473,0.92326,167.1415,0.152949,0.620273,0.226777,51200,69629440,855,63179,19,22,19,22
650,5.346,4.767,7.747359,7.042725,0.704634,7.443848,6.914673,0.832686,1390.6768,0.605918,0.924519,186.0967,0.15666,0.623262,0.220078,51200,71202652,796,62666,14,22,14,22
700,5.701,5.094,7.676306,6.907227,0.769079,7.31189,6.772949,0.903357,1340.9331,0.609902,0.921022,184.3127,0.150215,0.635039,0.214746,51200,68655776,757,61775,21,30,21,30
750,6.085,5.446,7.617548,6.860229,0.757318,7.244995,6.706543,0.911005,1343.3028,0.616133,0.920509,167.7265,0.150254,0.643242,0.206504,51200,68777101,797,61141,22,31,22,31
800,6.426,5.734,7.538843,6.731079,0.807764,7.123291,6.585815,0.953027,1253.1584,0.613105,0.913806,165.9498,0.140117,0.667461,0.192422,51200,64161710,775,60509,24,34,24,34
850,6.781,6.025,7.46904,6.588989,0.880051,6.977295,6.461914,1.007126,1198.345,0.608945,0.909495,163.6156,0.133047,0.678184,0.18877,51200,61355266,781,59895,29,39,29,39
900,7.186,6.4,7.417234,6.523682,0.893552,6.929077,6.398926,1.018308,1140.5904,0.60748,0.904552,158.7555,0.126016,0.68543,0.188555,51200,58398231,822,59367,40,51,40,51
950,7.453,6.636,7.365569,6.423218,0.942351,6.777832,6.30188,1.063689,1080.2892,0.59791,0.898509,148.9563,0.118574,0.695098,0.186328,51200,55310809,825,58595,41,53,41,53
1000,7.975,7.127,7.310598,6.349365,0.961233,6.716431,6.223267,1.087331,1071.4192,0.606699,0.897488,145.4624,0.117852,0.698691,0.183457,51200,54856663,844,58182,47,61,47,61
1050,8.295,7.375,7.221752,6.220947,1.000805,6.606079,6.105591,1.116161,1050.2053,0.611094,0.894836,148.8729,0.115391,0.708398,0.176211,51200,53770513,824,57413,44,63,44,63
1100,8.578,7.619,7.120509,6.046509,1.074001,6.454834,5.956177,1.164333,1033.0113,0.606074,0.892711,151.0213,0.113105,0.712832,0.174062,51200,52890181,789,55836,48,72,48,72
1150,9.006,8.016,7.042429,5.911133,1.131296,6.340576,5.849731,1.192697,1015.003,0.610742,0.890476,146.8491,0.110938,0.717324,0.171738,51200,51968156,791,55191,49,81,49,81
1200,9.285,8.222,6.971859,5.789185,1.182675,6.222534,5.738647,1.233212,982.7099,0.624922,0.885842,146.8705,0.10666,0.735195,0.158145,51200,50314746,791,54145,50,85,50,85
1250,9.589,8.489,6.882583,5.731812,1.150771,6.140503,5.691162,1.19142,910.7554,0.633184,0.875622,141.1455,0.097285,0.754707,0.148008,51200,46630678,820,54053,57,96,57,96
1300,9.944,8.778,6.782397,5.575562,1.206835,6.005371,5.547729,1.234667,915.3942,0.646113,0.875801,152.3234,0.097969,0.76,0.142031,51200,46868182,734,53198,76,114,76,114
1350,10.322,9.124,6.683939,5.4729,1.211039,5.894043,5.459351,1.224589,896.4638,0.643047,0.872872,123.6223,0.09543,0.761523,0.143047,51200,45898947,803,52916,73,120,73,120
1400,10.567,9.314,6.573058,5.361206,1.211852,5.763306,5.346069,1.226989,849.6559,0.646992,0.865098,110.1975,0.089512,0.774492,0.135996,51200,43502380,778,51639,71,125,71,125
1450,10.788,9.5,6.509146,5.276733,1.232412,5.673706,5.25061,1.258535,825.0355,0.636523,0.861225,106.8473,0.086934,0.773691,0.139375,51200,42241817,810,50545,72,129,72,129
1500,11.028,9.704,6.462696,5.227661,1.235035,5.631836,5.199463,1.263233,790.2188,0.646348,0.854269,109.8381,0.082852,0.782129,0.13502,51200,40459203,816,50799,72,132,72,132
1550,11.296,9.914,6.38608,5.169189,1.216891,5.539307,5.143311,1.24277,750.5956,0.661016,0.846053,106.5322,0.078086,0.785996,0.135918,51200,38430493,780,50216,87,147,87,147
1600,11.501,10.082,6.281682,5.018555,1.263127,5.396851,5.006592,1.27509,731.1393,0.677676,0.841294,107.1912,0.075645,0.793262,0.131094,51200,37434332,753,48800,82,147,82,147
1650,11.797,10.339,6.153994,4.893799,1.260196,5.253418,4.873413,1.280581,709.6463,0.691934,0.835769,105.0732,0.072891,0.800449,0.12666,51200,36333891,757,47603,82,147,82,147
1700,12.027,10.526,6.058854,4.751465,1.307389,5.115234,4.736328,1.322526,698.0458,0.702363,0.832334,104.4502,0.071367,0.80498,0.123652,51200,35739946,767,46576,79,151,79,151
1750,12.396,10.855,6.005241,4.687378,1.317863,5.071045,4.679932,1.325309,687.6397,0.703066,0.829122,105.7306,0.069961,0.814805,0.115234,51200,35207151,764,46384,81,153,81,153
1800,12.585,11.007,5.984822,4.654297,1.330525,5.026733,4.653564,1.331257,622.7872,0.693633,0.810084,103.6236,0.061934,0.826816,0.11125,51200,31886703,746,46362,85,160,85,160
1850,12.803,11.186,5.920778,4.578979,1.341798,4.931641,4.594482,1.326295,609.817,0.695039,0.805979,105.6871,0.060352,0.827773,0.111875,51200,31222631,764,44929,88,167,88,167
1900,13.002,11.346,5.808017,4.462402,1.345615,4.814697,4.483643,1.324375,569.981,0.702383,0.792097,105.6455,0.05543,0.831602,0.112969,51200,29183026,775,43775,108,187,108,187
1950,13.266,11.544,5.697239,4.341675,1.355564,4.674072,4.357422,1.339817,550.6881,0.717598,0.783845,105.5002,0.053008,0.837324,0.109668,51200,28195233,799,42709,120,200,120,200
2000,13.452,11.688,5.569484,4.197754,1.37173,4.553711,4.216675,1.352809,533.6416,0.722988,0.775842,107.5095,0.050781,0.847285,0.101934,51200,27322452,736,40761,133,210,133,210
2050,13.753,11.898,5.401334,4.045044,1.35629,4.327759,4.058594,1.34274,516.1825,0.721211,0.766786,106.4792,0.048594,0.856387,0.09502,51200,26428546,780,38919,135,222,135,222
2100,13.968,12.07,5.264319,3.867188,1.397132,4.17395,3.899902,1.364417,484.8575,0.721504,0.749225,106.2728,0.044551,0.872617,0.082832,51200,24824706,806,37588,146,233,146,233
2150,14.213,12.245,5.196454,3.791016,1.405438,4.078979,3.800659,1.395794,475.8663,0.726523,0.743282,107.0602,0.043301,0.880273,0.076426,51200,24364355,820,37084,165,251,165,251
2200,14.614,12.596,5.143763,3.731445,1.412318,4.04248,3.750122,1.393641,444.9546,0.716191,0.726457,103.3476,0.03959,0.877598,0.082812,51200,22781675,771,36787,167,261,167,261
2250,14.803,12.735,5.058232,3.642578,1.415654,3.943604,3.675171,1.383061,423.717,0.707422,0.712887,102.3847,0.036953,0.880859,0.082188,51200,21694308,829,36148,176,274,176,274
2300,15.08,12.947,4.937018,3.559326,1.377691,3.859619,3.581055,1.355963,423.6934,0.692344,0.711271,104.1056,0.03668,0.889395,0.073926,51200,21693101,779,35952,170,285,170,285
2350,15.26,13.074,4.721853,3.379883,1.34197,3.66272,3.408081,1.313772,384.6285,0.711211,0.681055,102.9587,0.031875,0.897051,0.071074,51200,19692981,728,32673,176,289,176,289
2400,15.53,13.292,4.64759,3.304321,1.343269,3.579224,3.340332,1.307258,348.2278,0.728164,0.645856,102.2912,0.027305,0.905488,0.067207,51200,17829265,802,32921,163,291,163,291
2450,15.751,13.464,4.550147,3.220093,1.330054,3.510986,3.265991,1.284156,330.5362,0.715762,0.625963,100.4907,0.025098,0.911152,0.06375,51200,16923451,818,32863,165,298,165,298
2500,15.988,13.606,4.511627,3.226685,1.284942,3.515381,3.283325,1.228302,300.1414,0.727891,0.586911,99.9502,0.021211,0.918887,0.059902,51200,15367241,793,33183,179,318,179,318
2550,16.168,13.736,4.43564,3.15564,1.28,3.436523,3.221069,1.214571,291.7979,0.726973,0.574067,102.3766,0.020215,0.925156,0.054629,51200,14940053,790,32647,192,335,192,335
2600,16.406,13.854,4.276071,3.05127,1.224802,3.340698,3.0979,1.178171,300.1869,0.726895,0.587023,101.6471,0.021191,0.918809,0.06,51200,15369571,832,31135,209,342,209,342
2650,16.594,13.991,4.111328,2.889282,1.222045,3.16272,2.938599,1.172729,277.0221,0.724258,0.54998,105.1911,0.018379,0.930781,0.05084,51200,14183533,785,28923,212,347,212,347
2700,16.746,14.091,3.987184,2.778076,1.209108,3.023438,2.82312,1.164064,274.8632,0.73877,0.546868,107.2943,0.018047,0.930332,0.051621,51200,14072994,827,27383,231,361,231,361
2750,16.899,14.194,3.884558,2.655762,1.228797,2.903442,2.689331,1.195227,262.7044,0.752129,0.525971,109.4557,0.016523,0.931855,0.051621,51200,13450465,773,26444,226,369,226,369
2800,17.153,14.367,3.814891,2.559814,1.255076,2.803467,2.608887,1.206004,254.3681,0.752637,0.508419,110.3215,0.01541,0.93916,0.04543,51200,13023645,792,25325,239,390,239,390
2850,17.3,14.463,3.688647,2.44104,1.247607,2.652344,2.468384,1.220263,241.8063,0.76168,0.482521,110.5092,0.013867,0.940039,0.046094,51200,12380480,806,23344,237,402,237,402
2900,17.459,14.561,3.647492,2.418823,1.228669,2.642334,2.455566,1.191926,261.5909,0.766523,0.520944,113.3594,0.016309,0.943711,0.03998,51200,13393453,783,23533,231,427,231,427
2950,17.609,14.658,3.660817,2.411743,1.249074,2.638428,2.459717,1.201101,263.983,0.759746,0.523691,114.0043,0.016621,0.949238,0.034141,51200,13515932,745,23599,225,439,225,439
3000,17.762,14.756,3.713992,2.422241,1.29175,2.64563,2.469849,1.244143,250.1691,0.745059,0.497809,112.9539,0.014785,0.948867,0.036348,51200,12808660,830,23438,222,448,222,448
3050,17.964,14.855,3.640178,2.384766,1.255412,2.60498,2.431396,1.208781,250.3015,0.752324,0.499096,113.6868,0.014824,0.945605,0.03957,51200,12815436,797,22510,249,468,249,468
3100,18.206,15.048,3.54215,2.30481,1.23734,2.517456,2.340454,1.201696,258.0517,0.774863,0.512563,118.8023,0.015859,0.951055,0.033086,51200,13212246,791,21889,257,480,257,480
3150,18.362,15.151,3.437067,2.203979,1.233088,2.438843,2.244141,1.192927,268.7329,0.764531,0.531979,124.5942,0.01707,0.950293,0.032637,51200,13759125,768,21002,260,491,260,491
3200,18.546,15.289,3.492138,2.230835,1.261304,2.465576,2.275391,1.216748,236.9931,0.771445,0.468358,114.4348,0.013281,0.954375,0.032344,51200,12134045,840,21792,293,516,293,516
3250,18.692,15.386,3.365224,2.160767,1.204457,2.374878,2.192993,1.172231,218.5693,0.771816,0.422201,114.2712,0.011035,0.959297,0.029668,51200,11190748,736,21771,277,529,277,529
3300,18.894,15.538,3.134984,1.9729,1.162084,2.159912,1.997437,1.137548,214.4774,0.793789,0.410902,117.6054,0.01084,0.962734,0.026426,51200,10981241,763,18632,280,533,280,533
3350,19.064,15.628,3.039855,1.911377,1.128479,2.071533,1.920654,1.119201,212.6955,0.801719,0.405111,119.2178,0.010605,0.964707,0.024688,51200,10890008,775,17627,272,533,272,533
3400,19.273,15.787,2.916084,1.78125,1.134834,1.949097,1.797241,1.118843,183.7869,0.821777,0.309518,117.7893,0.007012,0.969082,0.023906,51200,9409887,781,16057,264,538,264,538
3450,19.417,15.874,2.846875,1.748169,1.098706,1.91687,1.754395,1.092481,189.6967,0.810254,0.329978,126.6617,0.007715,0.97041,0.021875,51200,9712473,832,15811,270,545,270,545
3500,19.594,15.959,2.942318,1.810547,1.131771,2.003418,1.836182,1.106136,177.0647,0.800957,0.282164,122.6101,0.006152,0.972344,0.021504,51200,9065712,771,16738,272,549,272,549
3550,19.89,16.127,2.940506,1.799561,1.140946,1.999146,1.831787,1.108719,181.4551,0.795078,0.301292,119.4732,0.006738,0.967402,0.025859,51200,9290502,812,16661,310,566,310,566
3600,20.027,16.212,2.921619,1.843994,1.077625,2.029297,1.871338,1.050281,182.3041,0.797969,0.302544,120.8806,0.006797,0.972012,0.021191,51200,9333970,784,16912,301,570,301,570
3650,20.162,16.297,2.965375,1.822632,1.142744,2.008301,1.859375,1.106,181.7367,0.78375,0.300873,119.3192,0.006738,0.971523,0.021738,51200,9304920,785,16964,311,580,311,580
3700,20.322,16.391,2.965224,1.824951,1.140273,2.013184,1.864868,1.100356,184.3898,0.788652,0.31115,121.6491,0.00707,0.97043,0.0225,51200,9440756,740,17314,325,592,325,592
3750,20.52,16.536,2.873724,1.800171,1.073553,1.975952,1.819702,1.054022,182.6282,0.799688,0.303595,117.3279,0.006836,0.971973,0.021191,51200,9350562,789,17218,307,598,307,598
3800,20.659,16.623,2.844846,1.766479,1.078366,1.948242,1.789307,1.055539,169.8133,0.813496,0.249454,115.8171,0.005234,0.975781,0.018984,51200,8694443,771,17023,296,603,296,603
3850,20.85,16.707,2.815177,1.771851,1.043326,1.937256,1.786743,1.028434,168.7902,0.818262,0.245764,116.0963,0.005117,0.974238,0.020645,51200,8642059,790,16960,282,605,286,605
3900,21.045,16.843,2.74964,1.694214,1.055426,1.858032,1.69519,1.05445,170.5913,0.808613,0.251952,116.0654,0.005293,0.978164,0.016543,51200,8734275,764,16407,272,607,276,607
3950,21.188,16.925,2.627228,1.623047,1.004181,1.765625,1.618164,1.009064,164.2181,0.803359,0.223286,116.7071,0.004512,0.97875,0.016738,51200,8407965,826,14944,287,613,291,613
4000,21.372,17.046,2.635331,1.62561,1.009721,1.784302,1.635986,0.999345,158.4782,0.813691,0.196348,116.9611,0.003828,0.977227,0.018945,51200,8114083,825,15137,275,614,279,614
4050,21.598,17.167,2.533141,1.547974,0.985167,1.691772,1.537964,0.995177,163.0346,0.783535,0.217084,117.9079,0.004355,0.980547,0.015098,51200,8347370,763,14636,284,622,291,622
4100,21.734,17.249,2.554913,1.598999,0.955914,1.749512,1.598755,0.956158,148.0451,0.782773,0.13807,117.8742,0.0025,0.980957,0.016543,51200,7579911,773,14787,300,628,308,628
4150,21.886,17.328,2.486319,1.547363,0.938956,1.683228,1.53772,0.948599,141.7138,0.806094,0.098759,117.338,0.001719,0.98291,0.015371,51200,7255749,766,14093,290,629,294,629
4200,22.069,17.452,2.383625,1.457642,0.925983,1.597412,1.454102,0.929523,144.187,0.789141,0.11335,118.306,0.002012,0.984727,0.013262,51200,7382374,778,13579,284,632,288,632
4250,22.245,17.529,2.443666,1.484009,0.959657,1.634399,1.483765,0.959901,145.0489,0.802422,0.118127,118.3293,0.002109,0.985078,0.012812,51200,7426502,788,14317,253,632,257,632
4300,22.533,17.71,2.539905,1.57666,0.963245,1.723633,1.568237,0.971667,142.5704,0.786289,0.103596,117.3731,0.001816,0.983027,0.015156,51200,7299603,797,14974,261,640,265,640
4350,22.672,17.796,2.481031,1.533813,0.947217,1.6875,1.540283,0.940748,143.7686,0.792773,0.110351,117.3535,0.001953,0.984414,0.013633,51200,7360952,795,14446,272,648,277,648
4400,22.806,17.877,2.550583,1.582153,0.96843,1.744751,1.594971,0.955613,142.6245,0.81123,0.103483,117.5009,0.001816,0.983633,0.014551,51200,7302373,761,14871,267,651,275,651
4450,22.981,17.992,2.54754,1.568726,0.978814,1.72522,1.581665,0.965875,157.5252,0.808457,0.188444,122.572,0.003652,0.98373,0.012617,51200,8065292,774,15038,268,653,276,653
4500,23.187,18.139,2.533477,1.528442,1.005035,1.690796,1.543945,0.989532,144.2959,0.787676,0.113382,116.9825,0.002012,0.985039,0.012949,51200,7387950,769,14636,264,658,271,658
4550,23.32,18.219,2.533417,1.551147,0.982269,1.710449,1.561279,0.972137,143.3292,0.794219,0.107342,117.4274,0.001895,0.985117,0.012988,51200,7338453,758,14685,284,666,291,666
4600,23.48,18.297,2.505572,1.516724,0.988849,1.662109,1.525269,0.980304,143.2414,0.789707,0.106278,117.3721,0.001875,0.985996,0.012129,51200,7333960,768,14472,263,668,270,668
4650,23.767,18.482,2.584448,1.597534,0.986913,1.746094,1.599609,0.984838,144.4182,0.796699,0.114275,117.7439,0.002031,0.984707,0.013262,51200,7394214,737,15265,265,670,269,670
4700,23.942,18.599,2.455912,1.4823,0.973612,1.619507,1.484253,0.971659,131.9601,0.809375,0.027637,116.8838,0.000449,0.989609,0.009941,51200,6756358,753,14236,262,675,267,676
4750,24.132,18.679,2.370073,1.440186,0.929887,1.575684,1.440308,0.929765,128.3892,0.811074,0.0,118.282,0.0,0.99002,0.00998,51200,6573528,808,13023,259,675,267,676
4800,24.296,18.791,2.435125,1.50415,0.930974,1.63147,1.496948,0.938176,128.3513,0.81543,0.0,118.3203,0.0,0.990039,0.009961,51200,6571588,828,14191,286,680,294,681
4850,24.428,18.867,2.414493,1.47522,0.939274,1.621216,1.486572,0.927921,128.216,0.806035,0.0,117.7323,0.0,0.988164,0.011836,51200,6564658,794,13712,289,681,305,686
4900,24.626,18.958,2.317354,1.430298,0.887056,1.556152,1.422974,0.894381,128.2029,0.810117,0.0,117.5846,0.0,0.987754,0.012246,51200,6563991,862,13358,286,687,303,692
4950,24.892,19.123,2.339727,1.396362,0.943364,1.523071,1.383423,0.956304,128.3641,0.830176,0.0,118.1124,0.0,0.990156,0.009844,51200,6572242,782,13632,280,687,302,692
5000,25.04,19.215,2.308272,1.375488,0.932784,1.506348,1.366821,0.941451,128.6392,0.819824,0.0,118.15,0.0,0.994844,0.005156,51200,6586327,769,13211,294,688,314,694
5050,25.213,19.292,2.313333,1.382202,0.931131,1.503906,1.363403,0.94993,128.4699,0.822578,0.0,117.9876,0.0,0.991191,0.008809,51200,6577661,813,13296,286,693,304,699
5100,25.424,19.443,2.217357,1.361938,0.855419,1.488037,1.345947,0.87141,128.469,0.80623,0.0,118.4918,0.0,0.991699,0.008301,51200,6577612,759,13160,269,694,287,700
5150,25.562,19.525,2.156079,1.321289,0.83479,1.44043,1.304321,0.851758,128.7229,0.804082,0.0,119.7906,0.0,0.995645,0.004355,51200,6590610,775,12325,269,701,289,707
5200,25.751,19.639,2.174306,1.339844,0.834462,1.460693,1.316895,0.857411,128.6306,0.813789,0.0,120.3047,0.0,0.994648,0.005352,51200,6585887,798,12535,257,705,280,712
5250,25.891,19.723,2.203077,1.384277,0.8188,1.514893,1.363647,0.839429,128.6498,0.82334,0.0,119.9714,0.0,0.994473,0.005527,51200,6586870,798,13048,267,714,287,721
5300,26.022,19.8,2.195918,1.343994,0.851924,1.476196,1.340454,0.855464,128.7894,0.834648,0.0,119.5696,0.0,0.996562,0.003438,51200,6594017,804,12939,259,714,280,722
5350,26.272,19.937,2.269995,1.380493,0.889502,1.516968,1.37146,0.898535,128.6015,0.814375,0.0,119.0775,0.0,0.993652,0.006348,51200,6584395,767,12725,259,715,275,723
5400,26.504,20.083,2.195625,1.341919,0.853706,1.460571,1.326416,0.869208,128.5376,0.814746,0.0,119.4368,0.0,0.992695,0.007305,51200,6581123,806,12339,273,715,290,724
5450,26.639,20.159,2.154483,1.267944,0.886538,1.388184,1.249146,0.905337,128.5615,0.820391,0.0,120.2607,0.0,0.993184,0.006816,51200,6582350,769,11314,275,717,292,726
5500,26.816,20.236,2.168024,1.317383,0.850641,1.449829,1.300537,0.867487,128.5019,0.825508,0.0,120.156,0.0,0.992129,0.007871,51200,6579297,810,11656,283,717,300,726
5550,26.997,20.364,2.160105,1.312012,0.848093,1.437256,1.304688,0.855418,128.4709,0.844863,0.0,120.0204,0.0,0.991582,0.008418,51200,6577711,772,11740,289,718,306,727
5600,27.127,20.441,2.179013,1.312378,0.866635,1.439209,1.294678,0.884335,128.5328,0.853301,0.0,120.1557,0.0,0.992461,0.007539,51200,6580880,772,11283,303,720,321,729
5650,27.3,20.561,2.159207,1.301392,0.857815,1.418335,1.287842,0.871365,128.7679,0.829844,0.0,119.9331,0.0,0.996387,0.003613,51200,6592914,793,11078,326,720,344,729
5700,27.428,20.637,2.084381,1.258057,0.826324,1.377563,1.240845,0.843536,128.713,0.819707,0.0,120.1951,0.0,0.995527,0.004473,51200,6590104,778,11196,326,720,348,733
5750,27.672,20.764,2.062722,1.229614,0.833108,1.345947,1.21106,0.851662,128.6894,0.808555,0.0,120.3738,0.0,0.99502,0.00498,51200,6588898,782,11236,311,723,329,737
5800,27.93,20.924,2.111546,1.268188,0.843357,1.38623,1.255127,0.856419,128.6425,0.814062,0.0,120.5575,0.0,0.994492,0.005508,51200,6586498,790,11394,292,725,309,739
5850,28.058,21.0,2.211845,1.366089,0.845756,1.491577,1.359741,0.852103,128.5514,0.816895,0.0,119.4335,0.0,0.993496,0.006504,51200,6581830,855,12324,286,728,303,742
5900,28.186,21.076,2.127786,1.27124,0.856545,1.385254,1.254517,0.873269,128.5757,0.843691,0.0,119.6612,0.0,0.993535,0.006465,51200,6583078,780,10943,284,734,302,750
5950,28.384,21.198,2.068341,1.222412,0.845929,1.338013,1.207275,0.861066,128.8102,0.845625,0.0,120.9001,0.0,0.997148,0.002852,51200,6595084,788,9764,279,734,297,750
6000,28.513,21.275,2.06704,1.228882,0.838158,1.344482,1.203979,0.86306,128.7092,0.853281,0.0,122.115,0.0,0.995391,0.004609,51200,6589913,790,9858,285,734,301,750
6050,28.769,21.447,2.219733,1.299072,0.92066,1.423462,1.275879,0.943854,128.6963,0.840801,0.0,121.2292,0.0,0.995234,0.004766,51200,6589251,793,11574,305,735,322,752
6100,28.901,21.527,2.159351,1.266235,0.893115,1.390869,1.251221,0.90813,128.7346,0.845996,0.0,120.6637,0.0,0.996035,0.003965,51200,6591210,797,10738,337,736,353,753
6150,29.035,21.607,2.106172,1.217041,0.889131,1.346191,1.205444,0.900727,128.8538,0.848652,0.0,121.3014,0.0,0.997773,0.002227,51200,6597314,771,10231,351,740,367,757
6200,29.178,21.698,2.059279,1.189087,0.870192,1.310059,1.165405,0.893874,128.725,0.851797,0.0,121.4244,0.0,0.995801,0.004199,51200,6590719,802,10312,336,743,352,760
6250,29.329,21.798,1.993295,1.152466,0.840829,1.272949,1.126099,0.867197,128.8064,0.850762,0.0,122.7614,0.0,0.997109,0.002891,51200,6594887,791,8978,348,746,356,763
6300,29.458,21.873,1.976441,1.176147,0.800294,1.286133,1.144409,0.832032,128.9339,0.861426,0.0,122.737,0.0,0.998965,0.001035,51200,6601417,771,9691,329,749,339,766
