epoch,wall_s,sim_s,entropy_bits,zlib_bits,high_order_entropy,mean_steps,frac_copy_runs,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t
0,0.052,0.0,7.997252,8.003174,-0.005922,0.0,0.0,0.0,0.0,0.0,0,0,0,65536,0,0
50,0.354,0.254,7.983831,7.811401,0.17243,1586.0514,0.538379,0.177129,0.588906,0.233965,51200,81205833,794,64540,0,0
100,0.708,0.583,7.976942,7.711792,0.26515,1694.4306,0.568965,0.193164,0.563926,0.24291,51200,86754845,764,64517,0,0
150,0.956,0.782,7.970232,7.602905,0.367327,1678.5964,0.596465,0.191895,0.570234,0.237871,51200,85944135,743,64508,0,0
200,1.162,0.965,7.964527,7.509155,0.455371,1594.7061,0.616172,0.181934,0.582285,0.235781,51200,81648952,790,64358,0,0
250,1.491,1.27,7.954497,7.427124,0.527373,1539.222,0.616562,0.175176,0.596641,0.228184,51200,78808164,770,64401,14,14
300,1.738,1.47,7.940851,7.344238,0.596612,1451.2072,0.61709,0.163965,0.601465,0.23457,51200,74301810,838,64347,14,15
350,2.127,1.81,7.932705,7.299194,0.633511,1437.4301,0.612188,0.162285,0.598359,0.239355,51200,73596419,813,64357,14,16
400,2.511,2.149,7.922118,7.263184,0.658935,1416.4247,0.607285,0.16,0.603594,0.236406,51200,72520944,774,64396,17,19
450,2.713,2.328,7.898674,7.203735,0.694938,1353.4192,0.608301,0.15248,0.608887,0.238633,51200,69295061,813,64135,18,21
500,3.002,2.569,7.875439,7.150635,0.724804,1369.058,0.599863,0.153984,0.600547,0.245469,51200,70095770,770,63908,19,22
550,3.247,2.789,7.831293,7.060303,0.77099,1365.9618,0.605469,0.153887,0.613086,0.233027,51200,69937243,744,63388,19,23
600,3.571,3.065,7.799403,6.987427,0.811977,1359.95,0.609473,0.152949,0.620273,0.226777,51200,69629440,855,63179,19,23
650,3.964,3.409,7.747359,6.914673,0.832686,1390.6768,0.605918,0.15666,0.623262,0.220078,51200,71202652,796,62666,22,31
700,4.354,3.751,7.676306,6.772949,0.903357,1340.9331,0.609902,0.150215,0.635039,0.214746,51200,68655776,757,61775,22,32
750,4.773,4.104,7.617548,6.706543,0.911005,1343.3028,0.616133,0.150254,0.643242,0.206504,51200,68777101,797,61141,25,35
800,5.162,4.434,7.538843,6.585815,0.953027,1253.1584,0.613105,0.140117,0.667461,0.192422,51200,64161710,775,60509,29,40
850,5.528,4.751,7.46904,6.461914,1.007126,1198.345,0.608945,0.133047,0.678184,0.18877,51200,61355266,781,59895,42,53
900,5.903,5.067,7.417234,6.398926,1.018308,1140.5904,0.60748,0.126016,0.68543,0.188555,51200,58398231,822,59367,42,55
950,6.166,5.303,7.365569,6.30188,1.063689,1080.2892,0.59791,0.118574,0.695098,0.186328,51200,55310809,825,58595,50,64
1000,6.357,5.451,7.310598,6.223267,1.087331,1071.4192,0.606699,0.117852,0.698691,0.183457,51200,54856663,844,58182,49,66
1050,6.702,5.741,7.221752,6.105591,1.116161,1050.2053,0.611094,0.115391,0.708398,0.176211,51200,53770513,824,57413,53,75
1100,6.878,5.888,7.120509,5.956177,1.164333,1033.0113,0.606074,0.113105,0.712832,0.174062,51200,52890181,789,55836,57,84
