epoch,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive
0,7.997252,8.000488,-0.003236,8.000488,8.003174,-0.005922,65536,0,0,0,0
1000,7.310598,6.349365,0.961233,6.716431,6.223267,1.087331,58182,0,0,0,0
2000,5.569484,4.197754,1.37173,4.553711,4.216675,1.352809,40761,70,70,70,70
3000,3.713992,2.422241,1.29175,2.64563,2.469849,1.244143,23438,257,259,257,259
4000,2.635331,1.62561,1.009721,1.784302,1.635986,0.999345,15137,376,394,376,394
5000,2.308272,1.375488,0.932784,1.506348,1.366821,0.941451,13211,350,423,368,428
6000,2.06704,1.228882,0.838158,1.344482,1.203979,0.86306,9858,367,453,377,458
7000,2.182554,1.299438,0.883116,1.420654,1.280029,0.902525,11815,433,504,444,512
8000,2.496191,1.631836,0.864355,1.765015,1.635376,0.860815,15963,362,511,383,522
9000,2.095624,1.280029,0.815595,1.389526,1.257568,0.838056,10634,329,523,387,537
10000,2.082806,1.305176,0.77763,1.424805,1.288086,0.79472,12013,316,534,368,548
11000,2.040787,1.224609,0.816178,1.349609,1.204346,0.836441,10343,304,544,358,561
12000,2.02331,1.200439,0.82287,1.327026,1.188354,0.834955,8931,369,557,402,574
13000,1.989391,1.188721,0.80067,1.316528,1.171631,0.81776,10048,414,590,459,608
14000,1.971461,1.168457,0.803004,1.292969,1.141968,0.829493,10104,295,595,351,619
15000,2.057508,1.278442,0.779066,1.387695,1.247925,0.809583,11570,284,596,345,628
16000,1.927688,1.167847,0.759841,1.28418,1.139526,0.788161,9640,296,605,358,637
17000,1.986757,1.271606,0.715151,1.379761,1.246338,0.740419,11060,276,605,347,642
18000,1.827451,1.15271,0.674741,1.255981,1.116455,0.710996,9547,247,608,336,651
19000,2.038258,1.244995,0.793263,1.382446,1.2323,0.805958,9596,250,608,331,651
20000,1.919068,1.183838,0.73523,1.297729,1.148315,0.770752,9798,274,608,335,651
21000,1.709124,1.059692,0.649432,1.170288,1.026367,0.682757,7565,262,608,326,651
22000,1.866778,1.096191,0.770586,1.208984,1.064209,0.802569,8764,277,613,351,656
23000,2.00051,1.244629,0.755881,1.362183,1.226685,0.773825,10332,320,617,387,667
24000,1.953668,1.176147,0.777521,1.290161,1.151123,0.802545,10504,319,623,378,679
25000,2.013866,1.220215,0.793652,1.34436,1.193848,0.820019,10870,295,630,345,686
26000,2.251157,1.375122,0.876035,1.508423,1.375854,0.875303,13353,272,631,313,687
27000,2.006631,1.148926,0.857705,1.266479,1.105225,0.901406,9720,279,637,296,693
28000,2.07339,1.227417,0.845973,1.353149,1.192017,0.881374,9723,415,657,423,705
29000,2.166316,1.261108,0.905208,1.388916,1.249512,0.916804,10868,451,662,459,710
30000,2.143861,1.198853,0.945008,1.323364,1.176636,0.967225,10906,435,668,435,716
31000,2.031656,1.110718,0.920938,1.229492,1.08728,0.944375,9834,404,670,404,718
32000,2.050037,1.105591,0.944446,1.218994,1.072876,0.977161,8853,388,675,388,723
33000,2.150443,1.208252,0.942191,1.345703,1.19104,0.959403,9887,437,676,437,724
34000,2.140419,1.222534,0.917885,1.354004,1.192505,0.947914,9937,501,685,501,733
35000,2.052804,1.136841,0.915963,1.264893,1.106567,0.946236,8792,461,685,461,733
36000,2.285574,1.323242,0.962332,1.462036,1.317261,0.968314,12126,452,692,452,740
37000,2.248713,1.276123,0.972589,1.408569,1.25354,0.995172,11687,400,692,400,740
38000,2.053194,1.122192,0.931002,1.240723,1.09375,0.959444,9225,407,700,407,748
39000,2.194921,1.263428,0.931493,1.397339,1.235229,0.959691,11079,413,701,413,749
40000,2.163837,1.234375,0.929462,1.366211,1.21875,0.945087,10266,422,701,422,749
41000,2.40812,1.386719,1.021402,1.525757,1.381592,1.026529,12811,452,701,452,749
42000,2.119261,1.194824,0.924437,1.3302,1.168701,0.95056,10237,427,701,427,749
43000,2.216228,1.283081,0.933147,1.425781,1.26123,0.954997,11299,421,716,421,764
44000,2.077609,1.130737,0.946872,1.247437,1.095947,0.981662,9315,432,716,432,764
45000,2.25799,1.272705,0.985285,1.386597,1.25293,1.00506,10645,461,724,461,772
46000,2.269968,1.320923,0.949045,1.455444,1.293457,0.976511,11925,451,727,451,775
47000,1.99812,1.105591,0.892529,1.221924,1.068726,0.929394,8384,426,735,426,783
48000,2.309361,1.33252,0.976841,1.485596,1.333618,0.975743,12469,392,736,392,784
49000,2.171414,1.208984,0.962429,1.334961,1.188477,0.982937,10600,370,739,370,787
50000,2.12044,1.15564,0.964801,1.291138,1.126465,0.993975,9608,373,740,373,788
