rep,epoch,frac_bytes_a,frac_tapes_a,distinct_tapes,mean_steps,copies_per_run
0,0,0.5,0.5,1920,0.0,0.0
0,10,0.487877,0.487915,969,8151.55,589.049
0,20,0.506195,0.506104,823,8162.03,598.558
0,30,0.523401,0.523926,778,8157.12,600.498
0,40,0.551872,0.552124,702,8148.84,606.667
0,50,0.525629,0.525635,672,8161.96,611.554
0,60,0.510223,0.51001,671,8166.07,612.884
0,70,0.480856,0.480164,704,8154.25,608.915
0,80,0.485785,0.485596,671,8160.19,604.496
0,90,0.488184,0.488159,663,8145.99,600.645
0,100,0.476042,0.476318,643,8159.83,598.734
0,110,0.467205,0.469482,640,8155.78,600.283
0,120,0.458904,0.462036,660,8162.23,601.704
0,130,0.416502,0.417725,660,8162.31,603.449
0,140,0.432487,0.435791,643,8159.64,603.183
0,150,0.457119,0.459229,689,8152.48,598.365
0,160,0.458336,0.459717,649,8160.89,602.874
0,170,0.438639,0.438965,611,8163.9,601.919
0,180,0.421333,0.421265,645,8159.73,607.818
0,190,0.417921,0.418213,627,8162.67,608.205
0,200,0.400661,0.401001,618,8152.87,608.067
0,210,0.406109,0.40625,607,8156.94,608.538
0,220,0.422911,0.423462,649,8155.73,609.929
0,230,0.454905,0.455322,599,8146.95,611.233
0,240,0.480362,0.481323,640,8160.07,611.311
0,250,0.48908,0.490479,620,8164.05,603.578
0,260,0.492369,0.493408,636,8155.91,596.667
0,270,0.542543,0.543701,615,8154.77,594.381
0,280,0.555138,0.556274,638,8170.32,594.141
0,290,0.54578,0.546875,639,8162.03,599.367
0,300,0.563736,0.564453,621,8164.94,603.337
1,0,0.5,0.5,1921,0.0,0.0
1,10,0.483757,0.484009,978,8148.98,588.337
1,20,0.529308,0.530212,873,8134.21,590.198
1,30,0.520048,0.520508,774,8132.24,598.07
1,40,0.546268,0.545288,782,8149.89,595.556
1,50,0.563427,0.561523,738,8151.92,604.934
1,60,0.559231,0.557983,675,8139.24,605.505
1,70,0.533207,0.531006,674,8138.77,602.432
1,80,0.518776,0.516113,676,8142.61,598.161
1,90,0.538208,0.5354,708,8140.06,599.962
1,100,0.535843,0.533325,679,8145.31,609.649
1,110,0.500219,0.499023,704,8147.51,605.507
1,120,0.50498,0.503052,679,8151.31,606.755
1,130,0.484358,0.482788,688,8149.24,605.799
1,140,0.51371,0.511108,707,8159.42,607.152
1,150,0.50971,0.50647,691,8153.48,612.499
1,160,0.498451,0.495117,647,8164.16,619.102
1,170,0.50469,0.500732,645,8157.61,620.461
1,180,0.516949,0.513428,643,8142.69,618.904
1,190,0.524172,0.520264,679,8143.64,617.95
1,200,0.523554,0.519165,723,8154.25,619.566
1,210,0.510479,0.50531,678,8159.99,621.824
1,220,0.486132,0.481567,702,8139.04,618.918
1,230,0.475418,0.469727,704,8145.78,618.638
1,240,0.475811,0.469727,681,8156.27,618.289
1,250,0.493912,0.490356,646,8151.84,617.279
1,260,0.467676,0.462708,649,8160.99,617.404
1,270,0.457458,0.453491,661,8160.02,619.846
1,280,0.45299,0.450745,647,8156.75,618.892
1,290,0.471632,0.469971,649,8153.07,625.078
1,300,0.498278,0.496582,627,8162.11,627.004
2,0,0.5,0.5,1959,0.0,0.0
2,10,0.48283,0.482971,969,8132.12,582.767
2,20,0.492647,0.492554,800,8150.47,580.716
2,30,0.504879,0.504517,752,8148.46,587.489
2,40,0.523834,0.52356,738,8153.14,593.775
2,50,0.511715,0.511719,759,8140.26,590.718
2,60,0.524343,0.524414,730,8148.09,586.986
2,70,0.505489,0.505737,754,8140.31,580.75
2,80,0.510777,0.510742,707,8134.7,573.68
2,90,0.482037,0.482056,697,8135.56,566.29
2,100,0.46911,0.468994,695,8126.23,570.946
2,110,0.451027,0.450562,692,8134.79,579.919
2,120,0.437321,0.436768,703,8097.02,583.923
2,130,0.455915,0.455444,680,8129.94,594.309
2,140,0.459021,0.458374,719,8117.62,597.975
2,150,0.466541,0.465698,740,8114.57,600.177
2,160,0.475063,0.474121,671,8147.29,592.296
2,170,0.4524,0.451721,639,8144.48,589.454
2,180,0.492315,0.491638,646,8159.31,590.127
2,190,0.490917,0.48999,697,8155.83,586.079
2,200,0.493698,0.49231,695,8125.13,574.353
2,210,0.479898,0.478516,690,8130.55,577.727
2,220,0.481823,0.480103,691,8146.5,579.28
2,230,0.488859,0.487549,700,8133.16,579.208
2,240,0.46958,0.46814,675,8125.17,583.372
2,250,0.483349,0.482361,713,8111.09,580.282
2,260,0.477892,0.477417,694,8133.72,574.919
2,270,0.48831,0.489624,688,8134.23,574.929
2,280,0.495737,0.497559,703,8127.56,570.383
2,290,0.495325,0.497559,706,8090.78,563.525
2,300,0.517754,0.519653,701,8122.77,570.943
3,0,0.5,0.5,1977,0.0,0.0
3,10,0.517105,0.517212,997,8139.68,585.381
3,20,0.529036,0.529541,824,8145.6,587.192
3,30,0.505171,0.505127,777,8149.84,595.465
3,40,0.494743,0.494629,742,8144.14,603.186
3,50,0.515951,0.516113,720,8158.34,605.5
3,60,0.536566,0.537842,740,8150.4,601.199
3,70,0.542416,0.545166,709,8161.29,602.428
3,80,0.569466,0.572876,694,8159.9,605.349
3,90,0.583063,0.585083,702,8156.77,603.637
