epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive
0,0.878,0.0,7.999908,8.000019,-0.000112,8.000019,8.002464,-0.002557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1867776,0,0,0,0
250,12.221,10.211,7.995962,7.672997,0.322965,7.739029,7.660961,0.335001,552.8522,0.498766,0.824774,74.0533,0.054196,0.610363,0.335441,4096000,2264482581,127515,1788697,0,0,0,0
500,23.469,20.238,7.98266,7.514919,0.46774,7.627712,7.504074,0.478585,546.5082,0.485116,0.828189,87.2539,0.054487,0.601806,0.343707,4096000,2238497759,127929,1768150,0,0,0,0
750,34.768,30.368,7.963506,7.443874,0.519631,7.597458,7.425682,0.537824,548.304,0.482166,0.831215,97.426,0.055098,0.595608,0.349293,4096000,2245853232,127718,1766656,0,0,0,0
1000,45.886,40.237,7.938357,7.425732,0.512626,7.600784,7.39666,0.541698,527.8128,0.488743,0.826332,99.2536,0.05282,0.591028,0.356153,4096000,2161921214,128368,1774436,0,0,0,0
1250,57.144,50.208,7.914977,7.416084,0.498893,7.606236,7.377277,0.5377,530.9937,0.501501,0.826691,109.0883,0.053222,0.5976,0.349178,4096000,2174950058,127472,1779135,264,264,264,264
1500,68.493,60.242,7.890958,7.391895,0.499062,7.591362,7.344288,0.54667,530.8723,0.518104,0.82385,121.0652,0.053055,0.615835,0.33111,4096000,2174452841,128465,1779884,271,271,271,271
1750,80.159,70.652,7.860483,7.378014,0.482469,7.576763,7.319855,0.540628,551.8216,0.543801,0.826797,137.1167,0.055415,0.636934,0.307651,4096000,2260261239,128756,1782475,295,296,295,296
2000,92.277,81.504,7.829268,7.353031,0.476237,7.550083,7.289734,0.539534,564.6525,0.579416,0.825635,151.5436,0.056581,0.667829,0.27559,4096000,2312816468,127826,1781986,294,300,294,300
2250,104.609,92.507,7.800505,7.341553,0.458952,7.534084,7.272976,0.527529,567.0916,0.623132,0.820575,161.0199,0.056468,0.702859,0.240673,4096000,2322807142,127239,1785410,303,311,303,311
2500,117.244,103.886,7.770542,7.339046,0.431495,7.528,7.265995,0.504546,567.7493,0.665511,0.815347,171.2294,0.056182,0.735694,0.208124,4096000,2325501279,127900,1791787,301,318,301,318
2750,129.965,115.323,7.738538,7.348682,0.389856,7.529373,7.271687,0.466852,569.1026,0.70467,0.810544,179.0158,0.056133,0.767855,0.176011,4096000,2331044073,128277,1799161,296,322,296,322
