epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive
0,0.021,0.0,7.997252,8.000488,-0.003236,8.000488,8.003174,-0.005922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,58368,0,0,0,0
20,0.074,0.034,7.996256,8.000488,-0.004232,7.976318,7.964966,0.03129,665.589,0.496484,0.849078,70.6465,0.064355,0.624707,0.310938,10240,6815631,342,57983,0,0,0,0
40,0.12,0.06,7.994851,8.000488,-0.005637,7.972168,7.935303,0.059548,652.3719,0.494922,0.848765,91.1749,0.064746,0.611426,0.323828,10240,6680288,314,57795,0,0,0,0
60,0.165,0.085,7.991925,7.895874,0.096051,7.907104,7.882812,0.109113,606.0796,0.495215,0.838434,88.3146,0.060645,0.612891,0.326465,10240,6206255,329,57408,0,0,0,0
80,0.212,0.111,7.990867,7.863281,0.127586,7.888062,7.838379,0.152488,614.6817,0.505469,0.841376,83.1398,0.061328,0.612598,0.326074,10240,6294341,325,57118,0,0,0,0
100,0.258,0.136,7.987355,7.814209,0.173147,7.841797,7.797729,0.189626,582.4428,0.506641,0.832571,72.5521,0.05791,0.613184,0.328906,10240,5964214,298,56841,0,0,0,0
120,0.301,0.159,7.984786,7.792847,0.191939,7.822998,7.768677,0.216109,561.2639,0.500293,0.8276,75.1181,0.054785,0.609863,0.335352,10240,5747342,306,56640,0,0,0,0
140,0.345,0.183,7.983027,7.782471,0.200557,7.807617,7.756592,0.226435,581.0051,0.487305,0.834548,76.5435,0.057617,0.603418,0.338965,10240,5949492,319,56552,0,0,0,0
160,0.39,0.207,7.979011,7.740967,0.238044,7.767944,7.717163,0.261848,597.9731,0.481641,0.840796,77.6871,0.059863,0.602051,0.338086,10240,6123245,339,56303,0,0,0,0
180,0.434,0.231,7.974651,7.700439,0.274211,7.732178,7.67395,0.3007,563.2697,0.476465,0.830894,72.851,0.055566,0.601367,0.343066,10240,5767882,301,56014,0,0,0,0
200,0.478,0.254,7.971984,7.679077,0.292907,7.720947,7.65332,0.318664,552.1783,0.476953,0.827072,73.671,0.054395,0.608008,0.337598,10240,5654306,310,55904,0,0,0,0
220,0.523,0.279,7.970779,7.673462,0.297317,7.721924,7.644043,0.326736,562.5465,0.461816,0.831972,75.8642,0.055469,0.60127,0.343262,10240,5760476,290,55881,0,0,0,0
240,0.567,0.302,7.968115,7.651489,0.316626,7.699097,7.626221,0.341894,572.07,0.451758,0.83743,79.8885,0.057129,0.583984,0.358887,10240,5857997,302,55796,0,0,0,0
260,0.611,0.326,7.966778,7.653931,0.312847,7.698242,7.619019,0.347759,567.7987,0.442383,0.837159,79.8533,0.057129,0.578711,0.36416,10240,5814259,299,55796,0,0,0,0
280,0.654,0.349,7.962339,7.639282,0.323057,7.680542,7.597534,0.364805,580.4648,0.440234,0.842298,76.4981,0.058691,0.571387,0.369922,10240,5943960,308,55664,10,10,10,10
300,0.699,0.373,7.959451,7.631348,0.328103,7.664551,7.588013,0.371438,588.3814,0.438281,0.845485,83.2116,0.060156,0.565625,0.374219,10240,6025026,290,55634,12,12,12,12
320,0.743,0.397,7.958351,7.627075,0.331276,7.668945,7.585815,0.372536,592.1467,0.437793,0.847824,81.0363,0.060449,0.561426,0.378125,10240,6063582,282,55649,16,17,16,17
340,0.786,0.42,7.954863,7.607666,0.347197,7.654419,7.565186,0.389678,525.7408,0.448633,0.829409,65.3592,0.051758,0.55918,0.389062,10240,5383586,312,55551,22,23,22,23
360,0.83,0.443,7.950237,7.588867,0.36137,7.640015,7.549927,0.40031,532.1494,0.446777,0.831885,70.6912,0.052832,0.561523,0.385645,10240,5449210,283,55469,24,25,24,25
380,0.871,0.464,7.946914,7.573853,0.373062,7.641113,7.537354,0.409561,519.1898,0.435547,0.82888,66.4926,0.051562,0.553223,0.395215,10240,5316504,289,55408,26,27,26,27
400,0.913,0.486,7.948209,7.581421,0.366788,7.645874,7.547119,0.401089,504.934,0.42832,0.824312,68.2351,0.049805,0.559766,0.39043,10240,5170524,301,55511,29,30,29,30
420,0.955,0.508,7.948773,7.590942,0.357831,7.65564,7.558228,0.390546,529.0796,0.432227,0.832312,67.9178,0.052832,0.557227,0.389941,10240,5417775,327,55635,32,34,32,34
440,0.999,0.53,7.948114,7.580322,0.367791,7.640869,7.539185,0.408929,539.9843,0.435059,0.836545,74.9964,0.053711,0.554492,0.391797,10240,5529439,310,55522,34,37,34,37
460,1.041,0.552,7.947251,7.575073,0.372178,7.633179,7.536865,0.410386,517.5498,0.434961,0.829892,69.8152,0.051367,0.557422,0.391211,10240,5299710,321,55541,36,39,36,39
