rep,epoch,frac_bytes_a,frac_tapes_a,distinct_tapes,mean_steps,copies_per_run
0,0,0.5,0.5,7867,0.0,0.0
0,10,0.488047,0.494629,5807,8122.43,372.056
0,20,0.506632,0.516418,5860,8128.85,372.354
0,30,0.506235,0.523438,5783,8139.74,375.639
0,40,0.53895,0.567261,5843,8148.51,377.944
0,50,0.520096,0.543701,5778,8135.48,375.78
0,60,0.510874,0.53064,5713,8140.24,372.034
0,70,0.488079,0.499023,5633,8148.13,370.76
0,80,0.490366,0.500183,5745,8147.86,371.383
0,90,0.487154,0.492554,5683,8144.87,369.173
0,100,0.479839,0.481018,5668,8151.76,368.474
0,110,0.486139,0.484924,5668,8146.46,370.501
0,120,0.482721,0.484863,5707,8146.82,367.723
0,130,0.47592,0.477417,5732,8153.09,367.122
0,140,0.490463,0.493652,5811,8146.79,367.222
0,150,0.51416,0.521118,5788,8141.95,366.567
0,160,0.5282,0.539062,5888,8137.4,366.102
0,170,0.510647,0.520386,5823,8146.64,366.308
0,180,0.499846,0.505859,5689,8141.48,364.3
0,190,0.476326,0.477417,5573,8150.94,362.779
0,200,0.439024,0.433228,5494,8137.47,360.427
0,210,0.438959,0.432861,5518,8150.92,360.8
0,220,0.45093,0.450623,5385,8138.43,358.526
0,230,0.43714,0.43335,5445,8153.64,360.008
0,240,0.439976,0.436035,5405,8146.76,360.69
0,250,0.44684,0.445801,5563,8150.13,361.199
0,260,0.442728,0.441162,5699,8148.55,362.231
0,270,0.447184,0.444214,5622,8142.13,362.033
0,280,0.463598,0.46637,5707,8143.68,361.134
0,290,0.452461,0.453857,5689,8130.68,361.13
0,300,0.464518,0.470581,5621,8148.61,361.219
1,0,0.5,0.5,7928,0.0,0.0
1,10,0.486156,0.487671,5816,8089.25,366.931
1,20,0.533192,0.543701,5867,8098.34,370.166
1,30,0.534708,0.542725,5766,8117.97,372.223
1,40,0.558863,0.567017,5811,8115.98,372.543
1,50,0.571428,0.58551,5887,8138.67,376.412
1,60,0.571888,0.589722,5976,8148.88,378.634
1,70,0.559252,0.577271,6042,8134.6,383.387
1,80,0.546904,0.563721,6145,8139.82,385.88
1,90,0.564669,0.59082,6074,8143.53,384.928
1,100,0.574526,0.594971,6061,8147.15,385.937
1,110,0.571077,0.583862,6080,8154.53,386.643
1,120,0.581406,0.595459,6134,8138.24,385.942
1,130,0.584772,0.598389,6155,8142.86,382.226
1,140,0.612761,0.632935,6328,8151.31,384.957
1,150,0.621704,0.647583,6394,8144.49,389.202
1,160,0.617094,0.642334,6347,8149.89,386.755
1,170,0.624662,0.651367,6367,8141.64,385.093
1,180,0.63611,0.663452,6370,8150.14,384.742
1,190,0.627975,0.651733,6364,8147.0,382.425
1,200,0.620455,0.646362,6385,8152.94,380.103
1,210,0.63443,0.659912,6437,8147.22,375.272
1,220,0.641638,0.665955,6446,8148.31,374.295
1,230,0.629688,0.656128,6401,8150.85,374.342
1,240,0.604458,0.627197,6296,8135.5,375.995
1,250,0.601599,0.625244,6273,8147.73,373.787
1,260,0.6036,0.628662,6259,8148.21,373.45
1,270,0.631409,0.657959,6305,8154.17,372.05
1,280,0.633394,0.658264,6336,8134.03,372.15
1,290,0.624065,0.648926,6215,8135.28,371.812
1,300,0.633596,0.661499,6208,8142.9,373.014
2,0,0.5,0.5,7895,0.0,0.0
2,10,0.488052,0.492493,5942,8084.72,370.865
2,20,0.495438,0.507507,5937,8107.28,372.693
2,30,0.512814,0.533447,6027,8131.6,376.189
2,40,0.513777,0.532104,5929,8134.37,373.951
