epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive
0,0.219,0.0,7.999641,8.000076,-0.000435,8.000076,8.002533,-0.002892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,466944,0,0,0,0
50,0.9,0.51,7.999406,8.000076,-0.00067,7.995407,7.97702,0.022386,599.846,0.508828,0.836286,65.945,0.059902,0.603945,0.336152,204800,122848467,6163,464792,0,0,0,0
100,1.604,1.048,7.999114,8.000076,-0.000962,7.99379,7.969376,0.029739,587.8967,0.491997,0.840648,68.5376,0.059434,0.565288,0.375278,204800,120401254,6292,464374,0,0,0,0
150,2.294,1.567,7.998759,8.000076,-0.001317,7.989197,7.965317,0.033443,611.819,0.482495,0.851567,71.8254,0.0627,0.538901,0.398398,204800,125300523,6230,464235,0,0,0,0
200,2.972,2.074,7.998339,8.000076,-0.001738,7.980316,7.958099,0.040239,614.8353,0.473252,0.856248,74.5725,0.063335,0.517349,0.419316,204800,125918265,6396,463994,0,0,0,0
250,3.65,2.583,7.997922,8.000076,-0.002154,7.979156,7.953949,0.043973,604.2957,0.468545,0.856587,72.4436,0.062168,0.504624,0.433208,204800,123759768,6293,463845,0,0,0,0
300,4.309,3.074,7.997491,8.000076,-0.002586,7.972046,7.947723,0.049767,605.7766,0.462905,0.859689,74.0444,0.062642,0.489785,0.447573,204800,124063042,6443,463574,50,50,50,50
350,4.968,3.567,7.997033,8.000076,-0.003043,7.969391,7.942352,0.054681,606.5359,0.455742,0.862733,75.8245,0.0629,0.475156,0.461943,204800,124218560,6271,463353,55,57,55,57
400,5.68,4.112,7.996766,8.000076,-0.00331,7.971176,7.942184,0.054582,607.8842,0.451406,0.865078,76.5806,0.063101,0.464912,0.471987,204800,124494690,6266,463520,59,64,59,64
450,6.339,4.603,7.996439,8.000076,-0.003638,7.969955,7.941284,0.055154,607.3277,0.448872,0.866773,76.4178,0.063262,0.455562,0.481177,204800,124380705,6294,463604,64,69,64,69
