epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive
0,0.024,0.0,7.997125,8.000488,-0.003364,8.000488,8.003174,-0.006049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,65536,0,0,0,0
50,0.443,0.395,7.990934,7.915527,0.075407,7.967896,7.894653,0.096281,1457.0239,0.553418,0.927045,127.4748,0.162148,0.622949,0.214902,51200,74599624,1620,65024,0,0,0,0
100,0.916,0.841,7.982542,7.764526,0.218016,7.904663,7.75647,0.226073,1528.1995,0.569961,0.931922,162.0806,0.172988,0.598613,0.228398,51200,78243812,1550,64705,0,0,0,0
150,1.371,1.268,7.979018,7.684448,0.294569,7.900391,7.672363,0.306654,1521.3262,0.581406,0.932224,158.6988,0.172734,0.588711,0.238555,51200,77891902,1557,64765,0,0,0,0
200,1.722,1.565,7.973441,7.603271,0.37017,7.883057,7.586792,0.386649,1465.1563,0.598633,0.929521,171.8854,0.164688,0.600117,0.235195,51200,75016003,1566,64696,0,0,0,0
250,2.104,1.917,7.964133,7.575928,0.388206,7.856445,7.528442,0.435691,1425.9284,0.609648,0.927312,187.1721,0.160039,0.608457,0.231504,51200,73007536,1581,64764,0,0,0,0
300,2.492,2.279,7.960433,7.613281,0.347151,7.861206,7.517334,0.443099,1463.1465,0.596348,0.928865,180.5525,0.165449,0.61127,0.223281,51200,74913100,1582,64869,6,6,6,6
350,2.946,2.705,7.954049,7.54248,0.411568,7.863037,7.471069,0.482979,1426.3972,0.593633,0.926728,191.1361,0.160879,0.618906,0.220215,51200,73031538,1525,64892,10,10,10,10
400,3.412,3.119,7.945817,7.540283,0.405534,7.831665,7.434448,0.511368,1444.9787,0.589102,0.927666,190.8689,0.163164,0.618965,0.217871,51200,73982908,1558,64854,9,11,9,11
450,3.933,3.609,7.941991,7.525635,0.416356,7.840332,7.411621,0.530369,1364.1579,0.589316,0.922679,152.3108,0.153418,0.630449,0.216133,51200,69844884,1562,64871,7,11,7,11
500,4.415,4.04,7.9351,7.514404,0.420696,7.852661,7.409424,0.525676,1343.9619,0.583379,0.921113,155.7453,0.150332,0.641094,0.208574,51200,68810849,1582,64869,10,14,10,14
550,4.703,4.292,7.917413,7.494751,0.422662,7.814209,7.37915,0.538262,1272.8786,0.577539,0.916547,157.6659,0.141797,0.645215,0.212988,51200,65171386,1556,64835,10,16,10,16
600,5.085,4.627,7.906757,7.517334,0.389423,7.797607,7.366821,0.539935,1284.1773,0.569863,0.91715,149.2435,0.143633,0.646426,0.209941,51200,65749880,1586,64901,11,17,11,17
650,5.507,4.989,7.883555,7.474365,0.409189,7.787842,7.335938,0.547617,1269.1972,0.560801,0.916282,152.3626,0.141309,0.64627,0.212422,51200,64982897,1523,64795,12,19,12,19
700,5.889,5.343,7.861156,7.45874,0.402416,7.769165,7.307129,0.554027,1249.8973,0.565859,0.915236,141.6016,0.138945,0.64875,0.212305,51200,63994742,1601,64607,10,19,10,19
750,6.302,5.729,7.848532,7.418457,0.430075,7.736328,7.268066,0.580465,1176.1246,0.573008,0.909099,137.8709,0.129277,0.658398,0.212324,51200,60217581,1621,64728,9,20,9,20
800,6.57,5.968,7.821511,7.386719,0.434792,7.697632,7.236328,0.585183,1103.3962,0.571855,0.902745,136.7901,0.120176,0.667305,0.21252,51200,56493886,1576,64507,9,21,9,21
850,6.873,6.243,7.814319,7.337524,0.476794,7.701904,7.223145,0.591174,1093.3125,0.57377,0.901973,114.7759,0.119473,0.666523,0.214004,51200,55977601,1657,64461,10,21,10,21
900,7.117,6.459,7.781055,7.30896,0.472095,7.643921,7.175049,0.606007,1015.3342,0.576367,0.894637,100.3238,0.110273,0.665176,0.224551,51200,51985111,1559,64322,7,21,7,21
950,7.453,6.741,7.743679,7.244141,0.499538,7.611328,7.128296,0.615383,979.7733,0.586523,0.890668,93.8256,0.106523,0.669473,0.224004,51200,50164391,1524,64102,6,21,6,21
1000,7.735,6.962,7.679896,7.160767,0.51913,7.516724,7.055664,0.624232,1059.9799,0.591504,0.898703,107.8376,0.116582,0.666914,0.216504,51200,54270970,1550,63542,7,22,7,22
1050,8.248,7.41,7.629009,7.088989,0.54002,7.440308,6.971313,0.657696,965.7788,0.598672,0.888625,99.6502,0.105449,0.67623,0.21832,51200,49447877,1581,62993,7,23,7,23
1100,8.537,7.667,7.585051,6.999634,0.585417,7.33606,6.871094,0.713957,957.6546,0.594473,0.886648,96.091,0.104277,0.68832,0.207402,51200,49031914,1596,62595,7,24,7,24
1150,8.879,7.979,7.516112,6.868408,0.647704,7.230591,6.765991,0.750121,981.4694,0.589668,0.888317,104.923,0.107031,0.700801,0.192168,51200,50251231,1572,62076,14,32,14,32
1200,9.246,8.299,7.4113,6.71521,0.69609,7.095337,6.650635,0.760665,1052.8132,0.596973,0.895103,115.7747,0.115684,0.707441,0.176875,51200,53904038,1571,60607,12,33,12,33
1250,9.495,8.517,7.319422,6.567261,0.752162,6.936035,6.494873,0.824549,1049.5002,0.603027,0.893992,118.4773,0.114668,0.716816,0.168516,51200,53734411,1551,59713,13,34,13,34
1300,9.751,8.73,7.270054,6.496338,0.773716,6.867554,6.44165,0.828404,991.5402,0.591172,0.887136,114.5888,0.107344,0.731328,0.161328,51200,50766859,1531,59299,14,35,14,35
1350,10.057,8.992,7.158659,6.360107,0.798551,6.755249,6.315186,0.843473,924.967,0.595098,0.878832,118.1875,0.099453,0.735742,0.164805,51200,47358312,1498,58231,16,37,16,37
1400,10.281,9.183,7.078902,6.236572,0.842329,6.617554,6.187012,0.89189,845.8636,0.596934,0.866736,114.4603,0.089746,0.747246,0.163008,51200,43308216,1517,57740,28,49,28,49
1450,10.675,9.526,6.989778,6.120972,0.868807,6.494141,6.075928,0.913851,768.0404,0.60916,0.851775,110.3017,0.079668,0.76043,0.159902,51200,39323670,1606,56868,45,68,45,68
1500,10.89,9.706,6.958997,6.058105,0.900891,6.474243,6.057983,0.901013,742.0845,0.618066,0.84561,121.2254,0.076172,0.770449,0.153379,51200,37994728,1531,56904,46,70,46,70
1550,11.337,10.077,6.867021,5.929688,0.937334,6.312012,5.921265,0.945756,761.7983,0.621426,0.849972,126.8731,0.078203,0.770879,0.150918,51200,39004072,1563,55967,48,72,48,72
1600,11.594,10.296,6.726991,5.74353,0.983461,6.092041,5.752197,0.974794,778.2007,0.626387,0.851878,137.8198,0.080645,0.781211,0.138145,51200,39843874,1568,54206,52,76,52,76
1650,11.944,10.61,6.591648,5.605835,0.985813,5.963379,5.625732,0.965915,721.9515,0.644023,0.838895,139.7065,0.073027,0.797676,0.129297,51200,36963916,1562,53092,60,84,60,84
1700,12.218,10.81,6.467535,5.475952,0.991583,5.810547,5.471924,0.995611,690.8456,0.660742,0.831192,125.7013,0.069414,0.797559,0.133027,51200,35371296,1551,51899,69,94,69,94
1750,12.592,11.145,6.393797,5.354736,1.039061,5.719482,5.383423,1.010374,676.3234,0.658379,0.826366,118.1094,0.06752,0.808301,0.12418,51200,34627756,1564,51102,70,95,70,95
1800,12.807,11.31,6.183299,5.18811,0.995189,5.507568,5.192383,0.990916,649.6222,0.662949,0.819073,117.608,0.063887,0.81332,0.122793,51200,33260655,1602,50174,72,99,72,99
1850,13.25,11.651,6.072845,5.080566,0.992279,5.366089,5.08374,0.989105,655.2286,0.663594,0.820485,118.8096,0.064512,0.81293,0.122559,51200,33547705,1641,48626,77,108,77,108
1900,13.453,11.809,5.905372,4.854614,1.050758,5.177856,4.860596,1.044777,579.8479,0.658887,0.796306,101.8128,0.05582,0.823203,0.120977,51200,29688213,1528,46653,79,118,79,118
1950,13.686,11.975,5.794212,4.783691,1.010521,5.087036,4.786865,1.007347,500.4203,0.649434,0.762324,90.175,0.046289,0.837617,0.116094,51200,25621521,1527,46305,83,124,83,124
2000,13.888,12.129,5.630081,4.648071,0.98201,4.920532,4.668579,0.961502,507.0776,0.649668,0.765037,93.4483,0.046992,0.843574,0.109434,51200,25962371,1598,44939,93,135,93,135
2050,14.073,12.266,5.500916,4.488159,1.012757,4.776978,4.528076,0.97284,467.8612,0.68084,0.744368,92.0718,0.042168,0.855742,0.10209,51200,23954493,1599,44037,88,139,88,139
