# epoch 12750  H=6.3475 C=1.1832 HO=5.8193  A(t)=0
       689  l.>....},:.g'.w.  6cf13ead0a89907d2c3a0c67271d7794
       689  kl.>....},:.g'.w  6b6cf13ead0a89907d2c3a0c67271d77
# epoch 21000  H=7.5854 C=1.2709 HO=7.0745  A(t)=13597
       905  W.....1[.'Z.m.dr  57160fce84be315b0a275a926db76472
       786  Q.Mk[.._2.>J.O.}  51014d6b5bd1c02032e73e4a884fed7d
       786  .Mk[.._2.>J.O.},  014d6b5bd1c02032e73e4a884fed7d2c
       782  2Q.Mk[.._2.>J.O.  3251014d6b5bd1c02032e73e4a884fed
       778  .2Q.Mk[.._2.>J.O  9e3251014d6b5bd1c02032e73e4a884f
       766  ...2Q.Mk[.._2.>J  eca59e3251014d6b5bd1c02032e73e4a
       766  ....2Q.Mk[.._2.>  c1eca59e3251014d6b5bd1c02032e73e
       764  ..2Q.Mk[.._2.>J.  a59e3251014d6b5bd1c02032e73e4a88
       759  .....2Q.Mk[.._2.  c9c1eca59e3251014d6b5bd1c02032e7
       759  R.....2Q.Mk[.._2  52c9c1eca59e3251014d6b5bd1c02032
# epoch 21250  H=7.6147 C=1.2816 HO=7.1003  A(t)=13997
       881  .Mk[.._2.>J.O.},  014d6b5bd1c02032e73e4a884fed7d2c
       871  Mk[.._2.>J.O.},]  4d6b5bd1c02032e73e4a884fed7d2c5d
       779  .},:.g."....].._  907d2c3a0c67cc22c694a3df5d8afd20
       777  },:.g."....].._.  7d2c3a0c67cc22c694a3df5d8afd209e
       757  ..},:.g."....]..  89907d2c3a0c67cc22c694a3df5d8afd
       675  ...},:.g."....].  0a89907d2c3a0c67cc22c694a3df5d8a
       644  [.ykl.>....},:.g  5b0c796b6cf13ead0a89907d2c3a0c67
       634  ,:.g."....].._..  2c3a0c67cc22c694a3df5d8afd209e18
       630  ykl.>....},:.g."  796b6cf13ead0a89907d2c3a0c67cc22
       626  ].._..o.C...Wg..  5d8afd209e186ff043ed1193576709e9
# epoch 21500  H=7.6037 C=1.2749 HO=7.0900  A(t)=14463
      1029  }2,]..t.y..X^VN.  7d322c5d8dac74fe79dfcf585e564e01
      1020  2,]..t.y..X^VN.a  322c5d8dac74fe79dfcf585e564e0161
       754  ,]..t.y..X^VN.ab  2c5d8dac74fe79dfcf585e564e016162
       690  .=..qr.U........  e83ddb867172a155b7ecfffca4dede18
       682  .}2,]..t.y..X^VN  937d322c5d8dac74fe79dfcf585e564e
       646  [.._2.>J.O.},]>C  5b90112032e73e4a884fed7d2c5d3e43
       644  k[.._2.>J.O.},]>  6b5b90112032e73e4a884fed7d2c5d3e
       629  .[...=..qr.U....  a45b0af2e83ddb867172a155b7ecfffc
       626  ..=..qr.U.......  f2e83ddb867172a155b7ecfffca4dede
       626  FqM.[.y.l.>....}  46714d055b0c790e6cf13ead0a89907d
# epoch 21750  H=7.5944 C=1.2577 HO=7.0789  A(t)=14852
      1268  }2,]..t.y..X^VN.  7d322c5d8dac74fe79dfcf585e564e01
       929  2,]..t.y..X^VN.a  322c5d8dac74fe79dfcf585e564e0161
       817  qr.U..........>y  7172a155b7ecfffca4dede18d6fd3e79
       801  er.._.3.W.r...K.  6572a501201933ba57f57218bd814b80
       758  Mk[.._..>....},.  4d6b5b901120e8e73eda8811ed7d2c8b
       692  ...}2,]..t.y..X^  c69bed7d322c5d8dac74fe79dfcf585e
       686  ....}2,]..t.y..X  e6c69bed7d322c5d8dac74fe79dfcf58
       686  >....}2,]..t.y..  3ee6c69bed7d322c5d8dac74fe79dfcf
       676  .}2,]..t.y..X^VN  ed7d322c5d8dac74fe79dfcf585e564e
       676  ..}2,]..t.y..X^V  9bed7d322c5d8dac74fe79dfcf585e56
# epoch 22000  H=7.6075 C=1.2427 HO=7.0973  A(t)=15280
       801  ....:>....}2,]..  c2a2e1b53a3ee6c69bed7d322c5d8dac
       760  ...}2,]..t.y..X^  c69bed7d322c5d8dac74fe79dfcf585e
       749  ...},]~...=...N.  05e4e97d2c5d7e9cbd983d8dbe804eda
       746  s....:>....}2,].  73c2a2e1b53a3ee6c69bed7d322c5d8d
       745  .>V...},]~...=..  ae3e5605e4e97d2c5d7e9cbd983d8dbe
       744  >V...},]~...=...  3e5605e4e97d2c5d7e9cbd983d8dbe80
       744  .[.y.l.>....},l.  055b0c790e6cf13ead0a89907d2c6c0c
       743  V...},]~...=...N  5605e4e97d2c5d7e9cbd983d8dbe804e
       732  M.[.y.l.>....},l  4d055b0c790e6cf13ead0a89907d2c6c
       722  [.y.l.>....},l.g  5b0c790e6cf13ead0a89907d2c6c0c67
# epoch 22250  H=7.6203 C=1.2461 HO=7.1118  A(t)=15774
       838  ?...[._L....._t.  3fff9cff5bd35f4c84affbc9d45f74ec
       829  .[...=..qr.U....  a45b0af2e83ddbc87172a155b7ecfffc
       819  ..[...=..qr.U...  11a45b0af2e83ddbc87172a155b7ecff
       783  [...=..qr.U.....  5b0af2e83ddbc87172a155b7ecfffca4
       777  #R........Mk[...  2352c9f4eca589d3bed64d6b5b9011a4
       764  ...=..qr.U......  0af2e83ddbc87172a155b7ecfffca4de
       733  R........Mk[...[  52c9f4eca589d3bed64d6b5b9011a45b
       719  ........Mk[...[.  c9f4eca589d3bed64d6b5b9011a45b0a
       712  Mk[...[...=..qr.  4d6b5b9011a45b0af2e83ddbc87172a1
       705  .......Mk[...[..  f4eca589d3bed64d6b5b9011a45b0af2
# epoch 22500  H=7.6318 C=1.2149 HO=7.1248  A(t)=16170
       928  Cl....h.....y@.V  436c97ada29668c3150d82ee7940fc56
       894  ?.izCl....h.....  3fff697a436c97ada29668c3150d82ee
       886  .izCl....h.....y  ff697a436c97ada29668c3150d82ee79
       865  z...C..W>.I._}.,  7af0049243e3cf573e0149cb5f7d0b2c
       854  izCl....h.....y@  697a436c97ada29668c3150d82ee7940
       838  ...h.....y@.VF[.  ada29668c3150d82ee7940fc56465bec
       838  ....h.....y@.VF[  97ada29668c3150d82ee7940fc56465b
       822  .......>....}?,]  f40bc2a2b8f11e3e14c69b937d3f2c5d
       822  4.......>....}?,  34f40bc2a2b8f11e3e14c69b937d3f2c
       810  l....h.....y@.VF  6c97ada29668c3150d82ee7940fc5646
# epoch 22750  H=7.6290 C=1.2550 HO=7.1171  A(t)=16633
       875  },l.g'.q...]....  7d2c6c0c67271d7194e5b65d8a09c60b
       849  ..},l.g'.q...]..  89907d2c6c0c67271d7194e5b65d8a09
       845  ...},l.g'.q...].  1889907d2c6c0c67271d7194e5b65d8a
       819  .},l.g'.q...]...  907d2c6c0c67271d7194e5b65d8a09c6
       819  g'.q...]........  67271d7194e5b65d8a09c60b180803e8
       801  .g'.q...].......  0c67271d7194e5b65d8a09c60b180803
       789  l.g'.q...]......  6c0c67271d7194e5b65d8a09c60b1808
       789  ,l.g'.q...].....  2c6c0c67271d7194e5b65d8a09c60b18
       781  '.q...].........  271d7194e5b65d8a09c60b180803e8da
       759  H..},]..._mo,.^4  4887197d2c5d9dacb3206d6f2cdd5e34
# epoch 23000  H=7.6378 C=1.2512 HO=7.1355  A(t)=17078
       809  .[...r.._...z.d.  185bccc0c272a5012019a5977af564bb
       795  ..R..x...M..k[/.  d4e052beb078a589d34d011d6b5b2f11
       771  [...r.._...z.d.T  5bccc0c272a5012019a5977af564bb54
       752  d7}.,]._.]....Xd  64377ded2c5dc820d85d09facf975864
       752  7}.,]._.]....XdV  377ded2c5dc820d85d09facf97586456
       749  ...r.._...z.d.T6  ccc0c272a5012019a5977af564bb5436
       727  .k[/._2%>J.O.},]  1d6b5b2f112032253e4a884fed7d2c5d
       725  Id7}.,]._.]....X  4964377ded2c5dc820d85d09facf9758
       719  ..k[/._2%>J.O.},  011d6b5b2f112032253e4a884fed7d2c
       709  M..k[/._2%>J.O.}  4d011d6b5b2f112032253e4a884fed7d
# epoch 23250  H=7.6302 C=1.2311 HO=7.1289  A(t)=17522
       963  .7.t...2g...[...  1537d274a2d4893267a7d3ec5ba0a7ab
       851  .X......u..M.[..  d458dec9f4eca58975bed64d945ba911
       843  ..X......u..M.[.  06d458dec9f4eca58975bed64d945ba9
       825  .>y22C}.,]......  fd3e793232437dd62c5d95af0582eeab
       825  y22C}.,].......~  793232437dd62c5d95af0582eeabb17e
       825  >y22C}.,].......  3e793232437dd62c5d95af0582eeabb1
       818  ...[..;..>.n.M},  a218ac5bd0143b9dc23ed16efb4d7d2c
       818  ..[..;..>.n.M},]  18ac5bd0143b9dc23ed16efb4d7d2c5d
       814  ....[..;..>.n.M}  1ba218ac5bd0143b9dc23ed16efb4d7d
       806  .[..;..>.n.M},]_  ac5bd0143b9dc23ed16efb4d7d2c5d20
# epoch 23500  H=7.6233 C=1.2348 HO=7.1205  A(t)=17929
       996  .[.y.lt>....},l.  f65b0c790e6c743eca1889907d2c6c0c
       922  .M.[.y.lt>....},  8c4df65b0c790e6c743eca1889907d2c
       894  M.[.y.lt>....},l  4df65b0c790e6c743eca1889907d2c6c
       822  Z[~...B,......W>  5a5b7ea0081f422cf004920ae3d3573e
       804  .._.].yPXXF.....  9ef8207f5da379505858462e0d08b6ba
       803  .7.....Y....2>..  f537e5dfecb3f459a4b918d6323ecca8
       802  ,.._.].yPXXF....  2c9ef8207f5da379505858462e0d08b6
       775  .#...7.....Y....  9223b7e0f537e5dfecb3f459a4b918d6
       770  .Z[~...B,......W  945a5b7ea0081f422cf004920ae3d357
       767  ...B,......W>.I.  a0081f422cf004920ae3d3573ec249cb
# epoch 23750  H=7.6326 C=1.2647 HO=7.1245  A(t)=18381
      1312  .i>C..M},].m....  9d693e43d2fb4d7d2c5d936dadafc6d8
      1254  ;.i>C..M},].m...  3b9d693e43d2fb4d7d2c5d936dadafc6
      1134  >C..M},].m....0|  3e43d2fb4d7d2c5d936dadafc6d8307c
      1110  i>C..M},].m....0  693e43d2fb4d7d2c5d936dadafc6d830
      1074  C..M},].m....0|.  43d2fb4d7d2c5d936dadafc6d8307ca5
       998  ..M},].m....0|.W  d2fb4d7d2c5d936dadafc6d8307ca557
       982  ..V...W>.Fd7}D,]  1704561ae3da573edb4664377d442c5d
       928  V...W>.Fd7}D,]..  561ae3da573edb4664377d442c5dc8c7
       916  .V...W>.Fd7}D,].  04561ae3da573edb4664377d442c5dc8
       912  ...W>.Fd7}D,]...  1ae3da573edb4664377d442c5dc8c70f
# epoch 24000  H=7.6523 C=1.2494 HO=7.1425  A(t)=18796
      1164  [.4;.i>C..M},].m  5bd0343b9d693e43d2fb4d7d2c5d936d
      1133  ;.i>C..M},].m...  3b9d693e43d2fb4d7d2c5d936dadafc6
      1106  .4;.i>C..M},].m.  d0343b9d693e43d2fb4d7d2c5d936dad
      1026  4;.i>C..M},].m..  343b9d693e43d2fb4d7d2c5d936dadaf
       997  .i>C..M},].m....  9d693e43d2fb4d7d2c5d936dadafc6d8
       993  i>C..M},].m....0  693e43d2fb4d7d2c5d936dadafc6d830
       987  .[.4;.i>C..M},].  ac5bd0343b9d693e43d2fb4d7d2c5d93
       987  ..[.4;.i>C..M},]  18ac5bd0343b9d693e43d2fb4d7d2c5d
       924  >C..M},].m....0|  3e43d2fb4d7d2c5d936dadafc6d8307c
       918  C..M},].m....0|.  43d2fb4d7d2c5d936dadafc6d8307ca5
# epoch 24250  H=7.6341 C=1.2129 HO=7.1229  A(t)=19237
      1397  .4;.i>C..M},].m.  d0343b9d693e43d2fb4d7d2c5d936dad
      1396  [.4;.i>C..M},].m  5bd0343b9d693e43d2fb4d7d2c5d936d
      1297  ;.i>C..M},].m...  3b9d693e43d2fb4d7d2c5d936dadafc6
      1279  >C..M},].m....0|  3e43d2fb4d7d2c5d936dadafc6d8307c
      1245  4;.i>C..M},].m..  343b9d693e43d2fb4d7d2c5d936dadaf
      1239  ..M},].m....0|.W  d2fb4d7d2c5d936dadafc6d8307ca557
      1217  C..M},].m....0|.  43d2fb4d7d2c5d936dadafc6d8307ca5
      1204  i>C..M},].m....0  693e43d2fb4d7d2c5d936dadafc6d830
      1176  ..[.4;.i>C..M},]  18ac5bd0343b9d693e43d2fb4d7d2c5d
      1159  .i>C..M},].m....  9d693e43d2fb4d7d2c5d936dadafc6d8
# epoch 24500  H=7.6292 C=1.2041 HO=7.1208  A(t)=19708
       859  .l\>..q.},..g5x.  0e6c5c3eadaf71907d2ccaca673578df
       834  .p.....X^VN.F(.]  8d7093bc92dfcf585e564e014628e55d
       831  ?.i.tl..n.z.w..V  3fff69a3746c97d26ebb7a96770d8256
       797  V...W>.Fd7}D,]..  561ae3da573edb4664377d442c5dc8c7
       769  .V...W>.Fd7}D,].  04561ae3da573edb4664377d442c5dc8
       762  .......[j.......  8ccb8504f2afeb5b6abacac2ded7d4d6
       759  ..V...W>.Fd7}D,]  1704561ae3da573edb4664377d442c5d
       739  >C..M},].m....0|  3e43d2fb4d7d2c5d936dadafc6d8307c
       727  ...P....r.2.B.RM  cdf79250e8180a8f72ee32ea420e524d
       725  .....[j.......p>  8504f2afeb5b6abacac2ded7d4d6703e
# epoch 24750  H=7.6225 C=1.2463 HO=7.1160  A(t)=20176
       748  ....[..`..L,;V._  ff18f7fb5bfefc60f0de4c2c3b56c25f
       729  ...[..`..L,;V._^  18f7fb5bfefc60f0de4c2c3b56c25f5e
       722  ?....[..`..L,;V.  3fff18f7fb5bfefc60f0de4c2c3b56c2
       721  },]..._..,.^....  7d2c5d10ac0a20d6b12cdd5effc616eb
       721  ]..._..,.^.....|  5d10ac0a20d6b12cdd5effc616eba07c
       721  ,]..._..,.^.....  2c5d10ac0a20d6b12cdd5effc616eba0
       687  }.,]..-...d...2)  7d142c5dc8a32da5ebdf64cd96fe3229
       685  .},]..._..,.^...  b77d2c5d10ac0a20d6b12cdd5effc616
       669  ..[..`..L,;V._^.  f7fb5bfefc60f0de4c2c3b56c25f5eed
       649  ..},]..._..,.^..  a4b77d2c5d10ac0a20d6b12cdd5effc6
# epoch 25000  H=7.5755 C=1.2722 HO=7.0707  A(t)=20592
      1094  .},.Vg5x....]...  907d2cca56673578df94e5c85d8a09d4
      1084  },.Vg5x....]....  7d2cca56673578df94e5c85d8a09d49e
      1008  ....[....#...7..  cee985d55bf1c891d323b7e0f537e5df
      1008  =....[....#...7.  3dcee985d55bf1c891d323b7e0f537e5
       990  ...[....#...7...  e985d55bf1c891d323b7e0f537e5dfec
       900  _%.},.Vg5x....].  2025907d2cca56673578df94e5c85d8a
       867  ..[....#...7...6  85d55bf1c891d323b7e0f537e5dfec36
       840  9=....[....#...7  393dcee985d55bf1c891d323b7e0f537
       836  .9=....[....#...  1f393dcee985d55bf1c891d323b7e0f5
       835  .[....#...7...6.  d55bf1c891d323b7e0f537e5dfec36f4
# epoch 25250  H=7.5877 C=1.2094 HO=7.0747  A(t)=20980
       938  },.Vg5x....]....  7d2cca56673578df94e5c85d8a09d49e
       892  .},.Vg5x....]...  907d2cca56673578df94e5c85d8a09d4
       788  ,..m.].yP..FP..G  2c9eec6d7f5d8b7950f0cd4650d00847
       786  }.,..m.].yP..FP.  7d0b2c9eec6d7f5d8b7950f0cd4650d0
       786  ^}.,..m.].yP..FP  5e7d0b2c9eec6d7f5d8b7950f0cd4650
       786  .,..m.].yP..FP..  0b2c9eec6d7f5d8b7950f0cd4650d008
       761  ..^}.,..m.].yP..  c2cb5e7d0b2c9eec6d7f5d8b7950f0cd
       758  .^}.,..m.].yP..F  cb5e7d0b2c9eec6d7f5d8b7950f0cd46
       755  .W>...^}.,..m.].  d3573ea8c2cb5e7d0b2c9eec6d7f5d8b
       755  ....[1....e..TsY  8ca7d3ec5b31a7ab941565f304547359
# epoch 25500  H=7.6086 C=1.2319 HO=7.0999  A(t)=21391
      1032  !;.._^.%......7>  213b11815f5eb52587b1b0ffcf8b373e
       977  L!;.._^.%......7  4c213b11815f5eb52587b1b0ffcf8b37
       956  ,..m.].yP..FP..G  2c9eec6d7f5d8b7950f0cd4650d00847
       915  [....aL!;.._^.%.  5b11fcfeff614c213b11815f5eb52587
       903  ....aL!;.._^.%..  11fcfeff614c213b11815f5eb52587b1
       893  ..aL!;.._^.%....  feff614c213b11815f5eb52587b1b0ff
       881  ...aL!;.._^.%...  fcfeff614c213b11815f5eb52587b1b0
       853  ..>.Fd7}D,].....  daaf3edb4664377d442c5dc8c70f15b6
       838  aL!;.._^.%......  614c213b11815f5eb52587b1b0ffcf8b
       827  .....7>u...},].l  b1b0ffcf8b373e759687197d2c5dc56c
# epoch 25750  H=7.5982 C=1.2344 HO=7.0918  A(t)=21842
       849  ....>.Fd7}D,]...  1ae3daaf3edb4664377d442c5dc8c70f
       803  ..\>....},..g5x.  0e9f5c3eadafab907d2ccaca67357819
       766  ..[)...\>....},.  eda05b29c10e9f5c3eadafab907d2cca
       766  .[)...\>....},..  a05b29c10e9f5c3eadafab907d2ccaca
       684  ?..B...q5.x.wzI.  3fffe542ffc6e371350f78c9777a499f
       682  ..B...q5.x.wzI..  ffe542ffc6e371350f78c9777a499fdf
       680  (..[)...\>....},  28eda05b29c10e9f5c3eadafab907d2c
       671  .SB},].m_..m..0x  d153427d2c5dd16d20dae56df2893078
       668  [)...\>....},..g  5b29c10e9f5c3eadafab907d2ccaca67
       665  }1l.g......]$...  7d316cca67ec96df94e5b65d2409a000
# epoch 26000  H=7.6017 C=1.2446 HO=7.0952  A(t)=22260
       986  ..>.Fd.}.,].....  daaf3edb4664e47da72c5dc8c70f15b6
       964  .>.Fd.}.,]......  af3edb4664e47da72c5dc8c70f15b6a7
       943  ....7>u...},].l.  b0ffcf8b373e759687197d2c5dc56c0a
       933  ....>.Fd.}.,]...  1ae3daaf3edb4664e47da72c5dc8c70f
       901  .....7>u...},].l  b1b0ffcf8b373e759687197d2c5dc56c
       887  ...7>u...},].l..  ffcf8b373e759687197d2c5dc56c0a86
       875  >.Fd.}.,].......  3edb4664e47da72c5dc8c70f15b6a7c9
       871  .Fd.}.,].......w  db4664e47da72c5dc8c70f15b6a7c977
       861  ...>.Fd.}.,]....  e3daaf3edb4664e47da72c5dc8c70f15
       861  .7>u...},].l..m.  8b373e759687197d2c5dc56c0a866d9b
# epoch 26250  H=7.6076 C=1.2351 HO=7.1001  A(t)=22786
       967  .8.}.,]..-...d..  fd38ff7d142c5dc8a32da59c9064cdd5
       952  ..p>..8.}.,]..-.  d4d6703e94fd38ff7d142c5dc8a32da5
       928  .p>..8.}.,]..-..  d6703e94fd38ff7d142c5dc8a32da59c
       910  p>..8.}.,]..-...  703e94fd38ff7d142c5dc8a32da59c90
       905  ..8.}.,]..-...d.  94fd38ff7d142c5dc8a32da59c9064cd
       905  >..8.}.,]..-...d  3e94fd38ff7d142c5dc8a32da59c9064
       839  ..\>....},..g5x.  0e9f5c3eadafab907d2ccaca67357819
       812  >....},..g5x....  3eadafab907d2ccaca67357819a4e5b6
       811  ....},..g5x....X  adafab907d2ccaca67357819a4e5b658
       809  ...},..g5x....X.  afab907d2ccaca67357819a4e5b658fb
# epoch 26500  H=7.6385 C=1.2337 HO=7.1319  A(t)=23166
       871  .J.[O..lt>8..n},  fc4aca5b4f880e6c743e3885906e7d2c
       735  J.[O..lt>8..n},l  4aca5b4f880e6c743e3885906e7d2c6c
       730  ...............~  c70f15b682c91ee87fb806a9e117e37e
       726  >....},..g5x....  3eadafab907d2ccaca67357819a4e5b6
       724  .i.l[...NX......  f069836c5ba7a7084e58ad9fd0a51ae3
       708  7.i.l[...NX.....  37f069836c5ba7a7084e58ad9fd0a51a
       702  .7.i.l[...NX....  f237f069836c5ba7a7084e58ad9fd0a5
       673  p_..>a...},@.]p.  7020d9e73e618811b17d2c40eb5d7018
       657  .3K......'>.Id.}  8d334bd6d60ac3dcb1273ed64964967d
       656  .[O..lt>8..n},ll  ca5b4f880e6c743e3885906e7d2c6c6c
# epoch 26750  H=7.6420 C=1.2763 HO=7.1274  A(t)=23635
       995  .......?./p...x.  140b18080394133fff2f7081f5e978cd
       786  .].........?./p.  ce5d8a09140b18080394133fff2f7081
       782  ].........?./p..  5d8a09140b18080394133fff2f7081f5
       758  }.,]..-...d...2.  7d142c5dc8a32da59c9064cd87fe32ec
       750  .........?./p...  8a09140b18080394133fff2f7081f5e9
       748  .4.}.,]..-...d..  fd34ff7d142c5dc8a32da59c9064cd87
       748  ........?./p...x  09140b18080394133fff2f7081f5e978
       744  .}.,]..-...d...2  ff7d142c5dc8a32da59c9064cd87fe32
       744  4.}.,]..-...d...  34ff7d142c5dc8a32da59c9064cd87fe
       662  ......?./p...x..  0b18080394133fff2f7081f5e978cd89
# epoch 27000  H=7.6428 C=1.2047 HO=7.1407  A(t)=24056
       851  ....3..;8....0(Q  a895cbdc33bfaf3b38e411cac2302851
       825  .3..;8....0(Q.p>  dc33bfaf3b38e411cac2302851d6703e
       825  ..3..;8....0(Q.p  cbdc33bfaf3b38e411cac2302851d670
       825  ...3..;8....0(Q.  95cbdc33bfaf3b38e411cac2302851d6
       822  .......d..l..K.^  158502faaf978c64baf06ceaba4b855e
       813  .....3..;8....0(  e0a895cbdc33bfaf3b38e411cac23028
       782  .c.._.$.t)..2...  e56302092015248c7429fc1e32eeb59e
       779  [..A./w...sh..>.  5b010941072f77f3c0fb7368bf893e0c
       776  ..c.._.$.t)..2..  1fe56302092015248c7429fc1e32eeb5
       756  .A./w...sh..>.I.  0941072f77f3c0fb7368bf893e0c49f0
# epoch 27250  H=7.6369 C=1.2548 HO=7.1181  A(t)=24474
      1006  >.4..}.,]o.-...d  3ed534b1ff7d852c5d6fa32d81e9df64
      1002  ..p>.4..}.,]o.-.  d41b703ed534b1ff7d852c5d6fa32d81
       990  ..n..i...[.....>  8f8e6e801769fd18a75ba4cbc2118b3e
       990  "..n..i...[.....  228f8e6e801769fd18a75ba4cbc2118b
       972  .p>.4..}.,]o.-..  1b703ed534b1ff7d852c5d6fa32d81e9
       956  ."..n..i...[....  15228f8e6e801769fd18a75ba4cbc211
       936  p>.4..}.,]o.-...  703ed534b1ff7d852c5d6fa32d81e9df
       932  .n..i...[.....>Y  8e6e801769fd18a75ba4cbc2118b3e59
       870  n..i...[.....>Y.  6e801769fd18a75ba4cbc2118b3e59d2
       865  ..7}D,].........  eaa1377d442c5d1dc70f15b682c91ee8
# epoch 27500  H=7.6498 C=1.2311 HO=7.1327  A(t)=24930
       936  .p>.4..}.,]o.-..  1b703ed534b1ff7d852c5d6fa32d81e9
       894  ..p>.4..}.,]o.-.  d41b703ed534b1ff7d852c5d6fa32d81
       876  x.},.......]x.},  78a37d2c8be091a28efceb5d78a37d2c
       804  g5..\..].......2  6735dfdf5ce50f5d8ac29783a2d0a732
       795  [..;j.>..\B},].m  5ba48f3b6a0b3eb7d25c427d2c5dec6d
       753  .},.......]x.},.  a37d2c8be091a28efceb5d78a37d2cce
       745  p>.4..}.,]o.-...  703ed534b1ff7d852c5d6fa32d81e9df
       732  ..\..].......2e.  dfdf5ce50f5d8ac29783a2d0a73265c6
       730  ..[..;j.>..\B},]  a8ac5ba48f3b6a0b3eb7d25c427d2c5d
       728  5..\..].......2e  35dfdf5ce50f5d8ac29783a2d0a73265
# epoch 27750  H=7.6468 C=1.2507 HO=7.1330  A(t)=25366
       661  .},.......]x.},.  a37d2c8be091a28efceb5d78a37d2cce
       658  k.[^1_..>a...},.  6bb05b5e3120d9e73e618811b17d2c18
       657  x.},.......]x.},  78a37d2c8be091a28efceb5d78a37d2c
       656  .[^1_..>a...},..  b05b5e3120d9e73e618811b17d2c18eb
       656  [^1_..>a...},..]  5b5e3120d9e73e618811b17d2c18eb5d
       634  ^1_..>a...},..].  5e3120d9e73e618811b17d2c18eb5df6
       613  ..[..^U.(,;.._..  c7025bfe895e55de282c3beac25ffbed
       609  M..[..^U.(,;.._.  4dc7025bfe895e55de282c3beac25ffb
       604  .:k.[^1_..>a...}  d33a6bb05b5e3120d9e73e618811b17d
       604  :k.[^1_..>a...},  3a6bb05b5e3120d9e73e618811b17d2c
# epoch 28000  H=7.6311 C=1.2362 HO=7.1261  A(t)=25810
       892  },..g5x_.'....f.  7d2cefca67357820942712f5fbe6668a
       864  ,..g5x_.'....f..  2cefca67357820942712f5fbe6668a8c
       799  ..},..g5x_.'....  ab907d2cefca67357820942712f5fbe6
       798  .},..g5x_.'....f  907d2cefca67357820942712f5fbe666
       616  t>|...},...'..~.  743e7cb7891e7d2c0c0cb4271d9a7e1d
       602  ..q5p~...J..2...  ecbc7135707ec9a5e04a9fdf32cfb0b3
       602  .q5p~...J..2....  bc7135707ec9a5e04a9fdf32cfb0b385
       601  >....},..g5x_.'.  3ebeafab907d2cefca67357820942712
       594  .._I"....Bi.H.[.  ffb72049227fa586804269ad48ac5ba4
       592  .>....},]..`....  a43ea5d2fb1c7d2c5de2ff601bcff9e0
# epoch 28250  H=7.6247 C=1.2338 HO=7.1235  A(t)=26208
       803  P[?*...>./x.},..  505b3f2ae9d3df3efc2f78a37d2cc3e0
       793  [?*...>./x.},...  5b3f2ae9d3df3efc2f78a37d2cc3e091
       786  ._#.....>...7}D,  ad2023a51ae3b2af3e970ea1377d442c
       786  _#.....>...7}D,]  2023a51ae3b2af3e970ea1377d442c5d
       776  .P[?*...>./x.},.  a3505b3f2ae9d3df3efc2f78a37d2cc3
       760  ...>./x.},......  e9d3df3efc2f78a37d2cc3e091a28efc
       760  *...>./x.},.....  2ae9d3df3efc2f78a37d2cc3e091a28e
       758  ?*...>./x.},....  3f2ae9d3df3efc2f78a37d2cc3e091a2
       758  >...7}D,].......  3e970ea1377d442c5d1dc70f15b682c9
       754  NX._#.....>...7}  4e58ad2023a51ae3b2af3e970ea1377d
# epoch 28500  H=7.6436 C=1.2056 HO=7.1482  A(t)=26674
       832  ,]....TI..{.muH.  2c5d97a1aaff54491a977b836d754897
       628  N>ht..},].<.K(U,  4e3e687487197d2c5db53cca4b28552c
       622  T?R.j.3....W..[.  543f52e36ab033e689febd5707e45bff
       622  ?R.j.3....W..[..  3f52e36ab033e689febd5707e45bffa7
       616  },].<.K(U,}^.R.C  7d2c5db53cca4b28552c7d5ec552e743
       616  .},].<.K(U,}^.R.  197d2c5db53cca4b28552c7d5ec552e7
       614  &.N>ht..},].<.K(  26d14e3e687487197d2c5db53cca4b28
       606  .N>ht..},].<.K(U  d14e3e687487197d2c5db53cca4b2855
       605  0p....[...il....  30709afedff55ba9ec18696cad1fe2b5
       600  zT?R.j.3....W..[  7a543f52e36ab033e689febd5707e45b
# epoch 28750  H=7.6410 C=1.2385 HO=7.1465  A(t)=27110
       851  ..p>.4..}.,]oU-.  b598703ea134b1fa7d852c5d6f552d81
       825  ...p>.4..}.,]oU-  e5b598703ea134b1fa7d852c5d6f552d
       717  ..>...d},]..`...  96a43ea5d2fb647d2c5de2ff601bcff9
       701  4..}.,]oU-......  34b1fa7d852c5d6f552d8112dfc4cd96
       681  .>...d},]..`....  a43ea5d2fb647d2c5de2ff601bcff9e0
       677  ....p>.4..}.,]oU  dee5b598703ea134b1fa7d852c5d6f55
       677  .....p>.4..}.,]o  05dee5b598703ea134b1fa7d852c5d6f
       674  .........[......  9802b9d3a29fa3ad0b5b18ebad8ccb97
       668  ..........[.....  bd9802b9d3a29fa3ad0b5b18ebad8ccb
       668  ...........[....  9ebd9802b9d3a29fa3ad0b5b18ebad8c
# epoch 29000  H=7.6564 C=1.2216 HO=7.1608  A(t)=27520
       837  .},.....o.]x.},.  a37d2c8ba291a28e6f8f5d78a37d2cce
       837  },.....o.]x.},..  7d2c8ba291a28e6f8f5d78a37d2cce92
       831  x.},.....o.]x.},  78a37d2c8ba291a28e6f8f5d78a37d2c
       813  .x.},.....o.]x.}  e178a37d2c8ba291a28e6f8f5d78a37d
       803  .....o.]x.},....  8ba291a28e6f8f5d78a37d2cce92fa8b
       803  ,.....o.]x.},...  2c8ba291a28e6f8f5d78a37d2cce92fa
