rep,epoch,frac_bytes_a,frac_tapes_a,distinct_tapes,mean_steps,copies_per_run
0,0,0.5,0.5,2021,0.0,0.0
0,10,0.485365,0.485352,1011,8134.7,579.384
0,20,0.501869,0.502258,873,8119.21,569.785
0,30,0.51442,0.514709,849,8093.32,562.496
0,40,0.550274,0.550659,784,8114.31,559.457
0,50,0.532156,0.532532,720,8115.82,559.361
0,60,0.51811,0.518372,743,8142.32,564.975
0,70,0.486506,0.485229,774,8133.9,566.759
0,80,0.492329,0.491821,745,8149.55,569.597
0,90,0.497894,0.497925,750,8142.29,567.32
0,100,0.490231,0.489929,716,8136.79,562.221
0,110,0.479624,0.479126,716,8155.62,560.259
0,120,0.471455,0.470337,733,8146.52,553.564
0,130,0.461517,0.460815,749,8158.12,561.953
0,140,0.49169,0.491089,720,8151.96,561.402
0,150,0.493736,0.49292,800,8149.05,562.147
0,160,0.516869,0.515503,751,8151.29,558.72
0,170,0.485556,0.484924,722,8148.98,552.554
0,180,0.473295,0.472778,729,8156.92,547.802
0,190,0.472391,0.472046,735,8149.78,543.752
0,200,0.46331,0.462463,731,8145.66,544.554
0,210,0.479937,0.47937,698,8148.46,551.508
0,220,0.488071,0.486328,764,8146.72,551.662
0,230,0.519775,0.517334,744,8133.65,545.587
0,240,0.523968,0.520874,723,8143.26,542.451
0,250,0.502491,0.498535,702,8142.33,544.483
0,260,0.517895,0.513855,730,8152.87,535.72
0,270,0.52355,0.518494,727,8144.78,536.115
0,280,0.547182,0.545166,717,8155.72,541.626
0,290,0.570215,0.568726,748,8145.22,539.676
0,300,0.584808,0.585938,717,8153.62,546.15
1,0,0.5,0.5,2026,0.0,0.0
1,10,0.49048,0.490479,1019,8119.25,573.624
1,20,0.536684,0.536987,884,8137.28,579.745
1,30,0.540688,0.540527,810,8132.15,573.249
1,40,0.565151,0.563965,781,8134.44,563.312
1,50,0.585779,0.584412,772,8144.55,560.765
1,60,0.586765,0.586426,698,8148.16,559.241
1,70,0.546944,0.545532,717,8149.0,551.373
1,80,0.509125,0.50708,767,8134.18,551.832
1,90,0.528538,0.527588,766,8135.35,550.753
1,100,0.521408,0.52002,712,8138.45,554.939
1,110,0.482512,0.482971,736,8139.93,553.801
1,120,0.492905,0.494629,693,8142.43,545.795
1,130,0.488707,0.489502,725,8156.82,545.685
1,140,0.506639,0.506958,730,8147.62,535.471
1,150,0.527428,0.528137,704,8152.39,539.852
1,160,0.503231,0.503235,668,8154.01,538.707
1,170,0.516174,0.516602,643,8157.34,539.357
1,180,0.522327,0.522583,664,8147.68,543.874
1,190,0.5014,0.501709,713,8138.02,541.754
1,200,0.483847,0.483521,737,8150.64,537.212
1,210,0.46191,0.461853,726,8147.75,537.03
1,220,0.445919,0.446045,704,8138.26,536.804
1,230,0.416109,0.415833,738,8124.37,533.787
1,240,0.408258,0.408081,739,8133.49,531.894
1,250,0.436697,0.435913,722,8135.04,528.035
1,260,0.395769,0.394226,723,8140.92,524.702
1,270,0.36743,0.365173,712,8145.96,522.221
1,280,0.366415,0.364502,740,8114.6,515.114
1,290,0.353422,0.352356,721,8131.18,517.018
1,300,0.380043,0.380493,723,8130.64,521.945
2,0,0.5,0.5,2053,0.0,0.0
2,10,0.484489,0.484436,981,8128.16,582.867
2,20,0.490141,0.490417,845,8150.86,579.972
2,30,0.515583,0.515747,806,8140.61,568.774
2,40,0.526655,0.527222,788,8126.02,572.407
