rep,epoch,frac_bytes_a,frac_tapes_a,distinct_tapes,mean_steps,copies_per_run
0,0,0.5,0.5,2023,0.0,0.0
0,10,0.481678,0.481323,1032,8140.15,707.693
0,20,0.498302,0.498535,883,8127.43,706.268
0,30,0.510216,0.510864,848,8125.11,704.736
0,40,0.524694,0.52478,740,8140.54,708.584
0,50,0.512369,0.512939,747,8135.77,705.377
0,60,0.494759,0.494995,736,8133.36,706.347
0,70,0.463633,0.463623,777,8121.03,715.458
0,80,0.46097,0.461426,735,8141.81,725.458
0,90,0.459118,0.458923,742,8134.38,723.592
0,100,0.466143,0.46582,728,8140.72,732.182
0,110,0.46059,0.458862,721,8155.24,734.844
0,120,0.451139,0.449219,760,8126.02,724.329
0,130,0.442591,0.442261,781,8133.74,722.995
0,140,0.476191,0.475464,737,8128.87,718.645
0,150,0.480429,0.481201,807,8126.07,720.541
0,160,0.506971,0.508484,761,8125.02,719.112
0,170,0.49058,0.492859,747,8128.1,722.724
0,180,0.497389,0.49884,741,8139.39,721.965
0,190,0.500683,0.50293,739,8147.41,725.316
0,200,0.480469,0.482849,744,8143.89,715.926
0,210,0.502895,0.505493,736,8136.57,712.612
0,220,0.520172,0.523193,773,8136.12,713.676
0,230,0.544085,0.546387,722,8129.84,712.134
0,240,0.53867,0.540405,734,8136.65,709.488
0,250,0.543737,0.545532,724,8120.83,713.416
0,260,0.541899,0.542603,746,8141.07,714.751
0,270,0.582228,0.583984,746,8130.88,707.595
0,280,0.592974,0.594727,736,8140.31,706.353
0,290,0.577467,0.578369,778,8135.05,705.244
0,300,0.595152,0.595703,741,8136.74,705.471
1,0,0.5,0.5,2001,0.0,0.0
1,10,0.475819,0.47522,1026,8134.8,705.137
1,20,0.525759,0.524841,922,8125.48,701.839
1,30,0.520363,0.519592,819,8140.0,701.751
1,40,0.547968,0.547729,813,8128.98,699.78
1,50,0.57193,0.571533,797,8128.36,697.195
1,60,0.564682,0.564331,735,8125.28,697.061
1,70,0.543236,0.543945,768,8113.08,696.364
1,80,0.518103,0.517883,751,8114.85,704.375
1,90,0.53414,0.533936,806,8109.02,704.464
1,100,0.52878,0.528564,734,8123.6,694.389
1,110,0.484499,0.484375,753,8139.3,695.254
1,120,0.481209,0.481689,747,8134.72,696.27
1,130,0.475657,0.476074,776,8126.67,705.908
1,140,0.510803,0.511353,765,8133.5,712.385
1,150,0.524603,0.525574,755,8126.47,718.736
1,160,0.525021,0.526245,711,8128.24,729.811
1,170,0.52038,0.520752,679,8132.15,736.892
1,180,0.527176,0.527222,691,8125.85,744.521
1,190,0.532631,0.532227,733,8124.67,740.872
1,200,0.513613,0.512939,779,8120.36,738.574
1,210,0.522856,0.526001,760,8134.28,723.051
1,220,0.501844,0.501953,732,8137.31,719.057
1,230,0.495031,0.494751,762,8126.67,723.377
1,240,0.494997,0.4953,752,8112.11,720.54
1,250,0.523743,0.524658,722,8140.46,716.359
1,260,0.512608,0.513977,736,8132.52,717.721
1,270,0.481621,0.483154,727,8124.82,714.191
1,280,0.492886,0.494263,744,8111.77,709.955
1,290,0.503731,0.504883,728,8118.05,702.096
1,300,0.506567,0.508118,732,8127.44,704.564
2,0,0.5,0.5,1981,0.0,0.0
2,10,0.481449,0.481201,999,8145.36,705.601
2,20,0.488802,0.488525,858,8147.23,702.539
2,30,0.514107,0.513428,798,8146.01,702.167
2,40,0.523405,0.522827,764,8140.27,699.965
2,50,0.501701,0.500366,801,8140.09,694.854
2,60,0.504448,0.502441,796,8119.46,682.449
2,70,0.509098,0.505127,789,8110.33,682.893
2,80,0.504038,0.500549,760,8118.13,687.367
2,90,0.466604,0.461426,748,8113.97,690.495
2,100,0.459745,0.453735,762,8091.43,690.704
2,110,0.451584,0.447205,734,8114.52,694.691
2,120,0.456795,0.453369,756,8122.21,696.28
2,130,0.47196,0.46936,746,8137.68,700.605
2,140,0.451906,0.450439,755,8146.67,707.08
2,150,0.461658,0.460938,765,8143.89,708.505
2,160,0.473383,0.473938,707,8150.51,704.998
2,170,0.450472,0.451294,746,8139.83,700.426
2,180,0.462402,0.46344,742,8135.57,703.13
2,190,0.462694,0.462769,746,8107.23,706.727
2,200,0.471359,0.471436,720,8137.5,725.19
2,210,0.4709,0.471069,706,8153.63,733.305
2,220,0.485998,0.486084,730,8142.78,738.009
2,230,0.491045,0.491089,714,8132.05,747.433
2,240,0.472246,0.472778,696,8150.71,752.426
2,250,0.490173,0.490967,748,8125.99,751.713
2,260,0.492184,0.493408,740,8130.87,761.132
2,270,0.469444,0.470459,732,8141.71,770.409
2,280,0.481121,0.482422,737,8160.4,774.227
2,290,0.473103,0.474915,755,8141.22,775.534
2,300,0.481943,0.484131,750,8140.06,774.054
3,0,0.5,0.5,1981,0.0,0.0
3,10,0.512754,0.513733,981,8135.49,710.327
3,20,0.519491,0.520264,842,8119.13,707.524
3,30,0.495333,0.497131,809,8132.05,699.554
3,40,0.488907,0.490479,783,8129.42,701.004
3,50,0.501812,0.50415,745,8130.44,705.937
3,60,0.516277,0.519897,764,8115.38,704.168
3,70,0.511057,0.515625,723,8111.25,700.357
3,80,0.548946,0.556519,702,8120.65,701.079
3,90,0.572157,0.579468,729,8105.98,696.895
3,100,0.599684,0.606201,723,8132.87,698.249
3,110,0.613182,0.61853,746,8142.05,700.182
3,120,0.604832,0.612793,723,8141.34,699.374
3,130,0.585726,0.595337,737,8123.46,699.913
3,140,0.60931,0.620972,723,8120.49,697.222
3,150,0.604101,0.615234,758,8122.14,690.923
3,160,0.615852,0.624023,716,8110.06,689.847
3,170,0.622828,0.632568,746,8105.84,693.853
3,180,0.60969,0.619019,761,8101.07,700.836
3,190,0.581072,0.587524,728,8101.26,698.434
3,200,0.566063,0.572083,721,8098.69,704.4
3,210,0.547934,0.552673,773,8083.46,701.577
3,220,0.540218,0.546021,795,8085.96,699.664
