epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive
0,2.078,0.0,7.999923,8.000019,-9.6e-05,8.000019,8.002464,-0.002542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1867776,0,0,0,0
250,18.871,14.972,7.995909,7.67931,0.316599,7.746994,7.666714,0.329195,547.3824,0.498719,0.823974,81.2123,0.053477,0.60535,0.341173,4096000,2242078142,128085,1790864,0,0,0,0
500,36.539,30.96,7.984696,7.552067,0.43263,7.65979,7.535091,0.449605,525.6578,0.481364,0.823246,90.3989,0.052033,0.591937,0.356031,4096000,2153094192,127682,1776040,0,0,0,0
750,52.031,44.677,7.967226,7.485008,0.482217,7.623051,7.46101,0.506216,515.8318,0.474994,0.823416,96.0168,0.051264,0.58148,0.367255,4096000,2112846982,127986,1773850,0,0,0,0
1000,67.36,58.65,7.944623,7.446499,0.498124,7.616516,7.415226,0.529397,523.8047,0.487529,0.827763,105.0464,0.052426,0.57767,0.369905,4096000,2145504105,127707,1776580,0,0,0,0
1250,83.13,73.147,7.917473,7.389565,0.527909,7.575897,7.348289,0.569184,526.1939,0.510392,0.826849,115.7457,0.052721,0.589294,0.357985,4096000,2155290187,128004,1772580,273,273,273,273
1500,99.585,87.867,7.891687,7.374352,0.517336,7.573158,7.325062,0.566625,530.3318,0.527355,0.825017,129.5797,0.053105,0.60831,0.338585,4096000,2172239133,127848,1777207,285,292,285,292
1750,115.687,102.867,7.857106,7.336857,0.520249,7.54361,7.281551,0.575554,536.8127,0.552604,0.822996,142.3942,0.053632,0.633052,0.313316,4096000,2198784977,127127,1775554,295,308,295,308
2000,133.41,119.184,7.825522,7.323204,0.502318,7.529888,7.260372,0.56515,543.4616,0.59187,0.818747,152.8364,0.054038,0.669436,0.276526,4096000,2226018814,127669,1779017,302,319,302,319
2250,150.822,134.625,7.793433,7.323666,0.469767,7.523979,7.256741,0.536692,543.9622,0.631595,0.811806,158.2604,0.053688,0.709758,0.236555,4096000,2228069149,127972,1784623,303,326,303,326
2500,169.04,150.853,7.773522,7.244381,0.529141,7.451721,7.175907,0.597615,564.3741,0.668544,0.812784,169.0396,0.055763,0.743335,0.200902,4096000,2311676466,128265,1764635,307,334,307,334
2750,194.685,174.685,5.967979,3.191402,2.776577,3.764042,3.697632,2.270348,1022.2803,0.911408,0.888568,350.4299,0.108215,0.838375,0.05341,4096000,4187260015,127725,800303,159,334,159,334
3000,224.511,202.739,5.417045,2.487236,2.929809,3.077316,2.966377,2.450668,1263.4703,0.991914,0.910027,477.7477,0.136237,0.852292,0.011471,4096000,5175174183,127270,637911,39,334,39,334
3250,252.084,229.075,5.467631,2.420017,3.047614,3.019707,2.897434,2.570197,1279.6471,0.997437,0.910919,484.7745,0.137839,0.860158,0.002003,4096000,5241434409,127676,633147,22,334,22,334
3500,280.923,256.501,5.564025,2.436939,3.127085,3.090488,3.022625,2.5414,1289.2886,0.997061,0.911725,490.772,0.139004,0.858862,0.002135,4096000,5280926024,128673,662923,87,402,87,402
3750,311.003,284.827,5.749053,2.684174,3.06488,3.363079,3.316963,2.43209,1284.8681,0.996627,0.911414,491.2675,0.138507,0.858601,0.002892,4096000,5262819734,128152,762047,1526,1847,1526,1847
4000,343.79,316.114,5.880188,2.556427,3.323761,3.235374,3.222221,2.657967,1501.6408,0.996231,0.926052,578.1945,0.164577,0.831674,0.003749,4096000,6150720580,128760,726686,1611,2337,1611,2337
4250,382.336,353.556,5.907252,2.455856,3.451396,3.140045,3.170982,2.73627,1825.1282,0.996344,0.941352,705.3183,0.203426,0.793282,0.003292,4096000,7475725043,128214,693149,1474,2561,1474,2561
